,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
27,Net Income to Common,28.67,27.27,34.55,8.15,38.73,65.03,38.05,48.53,107.02,87.96,50.36,56.61,49.67,30.63,30.63,19.46,19.46,17.64,17.64
28,Net Income Growth,-25.96%,-58.07%,-9.21%,-83.20%,-63.82%,-26.07%,-24.44%,-14.27%,115.45%,187.16%,64.42%,190.89%,155.27%,73.60%,73.60%,-,-,-,-
29,Shares Outstanding (Basic),106,101,105,106,102,105,103,104,104,95,77,77,79,78,78,78,78,78,78
30,Shares Outstanding (Diluted),106,101,105,106,102,105,103,104,104,95,77,77,79,78,78,78,78,78,78
31,Shares Change (YoY),3.62%,-3.84%,1.79%,2.23%,-1.46%,10.46%,32.73%,34.11%,30.93%,23.05%,-0.09%,-0.72%,1.77%,-0.45%,-0.45%,-,-,-,-
32,EPS (Basic),0.27,0.27,0.33,0.08,0.38,0.62,0.37,0.47,1.03,0.92,0.65,0.73,0.63,0.40,0.40,0.25,0.25,0.23,0.23
33,EPS (Diluted),0.27,0.27,0.33,0.08,0.38,0.62,0.37,0.47,1.03,0.92,0.65,0.73,0.63,0.40,0.40,0.25,0.25,0.22,0.22
34,EPS Growth,-28.54%,-56.40%,-10.81%,-83.57%,-63.28%,-33.07%,-43.08%,-36.08%,64.55%,133.37%,64.56%,193.00%,150.82%,75.56%,75.56%,-,-,-,-
35,Free Cash Flow,-644.33,59.89,-377.14,550.49,-93.05,-330.32,18.68,72.99,151.42,-32.34,13.69,132.76,-27.58,8.37,8.37,14.7,14.7,-19.4,-19.4
36,Free Cash Flow Per Share,-6.08,0.59,-3.60,5.19,-0.91,-3.13,0.18,0.70,1.46,-0.34,0.18,1.72,-0.35,0.11,0.11,0.19,0.19,-0.25,-0.25
37,Dividend Per Share,0.361,-,-,0.600,-,-,-,0.300,-,0.300,-,-,-,-,-,-,-,-,-
38,Dividend Growth,-,-,-,100.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,Gross Margin,9.80%,9.00%,12.60%,12.22%,16.78%,16.23%,17.14%,17.49%,18.83%,16.01%,15.92%,16.85%,15.87%,16.24%,16.24%,17.83%,17.83%,18.01%,18.01%
40,Operating Margin,4.61%,4.06%,6.65%,2.71%,10.05%,12.44%,12.01%,11.50%,16.00%,11.32%,10.41%,10.98%,10.82%,10.81%,10.81%,12.74%,12.74%,11.46%,11.46%
41,Profit Margin,2.53%,2.31%,5.15%,1.43%,7.12%,11.93%,7.66%,8.08%,14.15%,9.29%,7.11%,7.67%,8.16%,7.68%,7.68%,7.62%,7.62%,7.99%,7.99%
42,Free Cash Flow Margin,-56.82%,5.08%,-56.23%,96.76%,-17.10%,-60.59%,3.76%,12.16%,20.02%,-3.42%,1.93%,17.99%,-4.53%,2.10%,2.10%,5.76%,5.76%,-8.79%,-8.79%
43,EBITDA,65.61,62.46,57.85,28.67,62.23,78.59,67.19,76.59,127.2,114.15,79.91,87.23,72.09,49.38,49.38,38.24,38.24,30.81,30.81
44,EBITDA Margin,5.79%,5.30%,8.63%,5.04%,11.44%,14.42%,13.53%,12.75%,16.81%,12.06%,11.28%,11.82%,11.85%,12.38%,12.38%,14.98%,14.98%,13.95%,13.95%
45,D&A For EBITDA,13.28,14.59,13.28,13.28,7.56,10.79,7.56,7.56,6.19,6.97,6.19,6.19,6.25,6.25,6.25,5.71,5.71,5.49,5.49
46,EBIT,52.33,47.86,44.57,15.39,54.67,67.8,59.63,69.03,121.01,107.18,73.71,81.04,65.84,43.13,43.13,32.53,32.53,25.31,25.31
47,EBIT Margin,4.61%,4.06%,6.65%,2.71%,10.05%,12.44%,12.01%,11.50%,16.00%,11.32%,10.41%,10.98%,10.82%,10.81%,10.81%,12.74%,12.74%,11.46%,11.46%
48,Effective Tax Rate,23.45%,28.78%,28.60%,62.77%,21.19%,26.66%,27.97%,32.10%,25.06%,25.65%,25.75%,24.49%,28.33%,24.45%,24.45%,25.57%,25.57%,25.35%,25.35%
49,Revenue as Reported,1134,1178,670.65,568.93,544.01,545.12,496.68,600.49,756.47,946.86,708.09,738.08,608.57,398.96,398.96,-,-,-,-
