,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
27,Long-Term Deferred Tax Liabilities,4.84,4.72,4.18,3.54,0.38,0.6,0.46,0.89,0.55,0.12,-,0.19,-,-,-,0.06,0.06,0.25,0.25
28,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.2
29,Total Liabilities,86.65,69.38,93.17,119.32,65.75,65.29,68.9,83.66,87.45,93.68,-,139.72,-,-,-,144.26,144.26,131.57,131.57
30,Common Stock,40,40,40,40,40,40,40,40,40,30,-,30,-,-,-,30,30,30,30
31,Additional Paid-In Capital,556.97,555.58,554.88,554.88,554.88,554.88,554.88,554.88,554.88,249.39,-,249.39,-,-,-,249.11,249.11,249.11,249.11
32,Retained Earnings,215.46,212.35,209.98,202.27,197.74,192.03,195.71,189.29,183,177.3,-,152.4,-,-,-,83.94,83.94,50.21,50.21
33,Treasury Stock,-10,-10,-9.95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,Total Common Equity,802.42,797.93,794.91,797.15,792.62,786.91,790.59,784.17,777.88,456.7,431.79,431.79,-,-,363.05,363.05,363.05,329.31,329.31
35,Minority Interest,-,-0.12,-0.12,-0.12,-0.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,Shareholders' Equity,802.42,797.81,794.79,797.03,792.54,786.91,790.59,784.17,777.88,456.7,431.79,431.79,-,-,363.05,363.05,363.05,329.31,329.31
37,Total Liabilities & Equity,889.07,867.19,887.96,916.35,858.29,852.2,859.49,867.82,865.33,550.38,-,571.52,-,-,-,507.31,507.31,460.89,460.89
38,Total Debt,2.69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.01,10.01
39,Net Cash (Debt),495.2,638.12,528.13,564.39,762.45,773.03,789.54,603.39,768.31,442.41,461.25,461.25,-,-,402.33,402.33,402.33,376.91,376.91
40,Net Cash Growth,-35.05%,-17.45%,-33.11%,-6.46%,-0.76%,74.73%,71.17%,30.81%,-,-,14.65%,14.65%,-,-,6.74%,-,-,-,-
41,Net Cash Per Share,12.75,16.07,13.01,14.75,18.75,19.31,19.67,15.37,22.82,14.74,15.37,15.32,-,-,-,13.41,13.41,12.56,12.56
42,Filing Date Shares Outstanding,39.68,39.68,40.61,39.68,40,40,40,40,40,30,30,40,30.05,30.02,-,30,30,30,30
43,Total Common Shares Outstanding,39.68,39.68,40.61,40,40,40,40,40,40,30,30,30,30.05,30.02,-,30,30,30,30
44,Working Capital,644.42,641.81,559.29,533.94,752.02,756.99,760.74,575.49,743.69,421.56,-,396.13,-,-,-,343.17,343.17,310.28,310.28
45,Book Value Per Share,20.22,20.11,19.58,19.93,19.82,19.67,19.76,19.60,19.45,15.22,14.39,14.39,-,-,12.10,12.10,12.10,10.98,10.98
46,Tangible Book Value,801.48,797.56,794.51,796.73,792.62,786.91,790.59,784.17,777.88,456.7,431.79,431.79,-,-,363.05,363.05,363.05,329.31,329.31
47,Tangible Book Value Per Share,20.20,20.10,19.57,19.92,19.82,19.67,19.76,19.60,19.45,15.22,14.39,14.39,-,-,12.10,12.10,12.10,10.98,10.98
48,Buildings,-,26.97,-,26.97,-,26.97,-,26.97,-,26.97,-,26.97,-,-,-,9.66,9.66,9.66,9.66
49,Machinery,-,2.36,-,2.17,-,2.16,-,1.3,-,1.28,-,1.28,-,-,-,1.23,1.23,0.52,0.52
