,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
10,Operating Income,0.87,1.35,3.87,-2.09,1.04,3.63,3.27,3.45,2.81,9.57,15.93,8.7,21.37,15.76,22.27,19.4,19.4,15.01,15.01
11,Interest Expense,-,-,-,-,-,-,-,-0.08,-,-,-,-,-0.12,-,-,-0.05,-0.05,-0.13,-0.13
12,Interest & Investment Income,6.23,3.99,3.92,3.67,6.39,4.57,3.42,3.47,2.47,3.9,2.31,3.43,2.72,4.81,-,2.71,2.71,2.28,2.28
13,Currency Exchange Gain (Loss),0,-0,-,0.01,-0,0,-,0,-,-,-,-,-,-,-,-,-,-,-
14,Other Non Operating Income (Expenses),-0.65,0.59,-0.04,-0.1,-0.06,0.01,-0.02,-0.03,0.01,-0.08,-0.03,-0.13,0.21,-0.18,-,-0.09,-0.09,-0.04,-0.04
15,EBT Excluding Unusual Items,6.44,5.93,7.75,1.5,7.37,8.21,6.67,6.81,5.29,13.39,18.21,12,24.18,20.39,22.27,21.97,21.97,17.11,17.11
16,Gain (Loss) on Sale of Investments,-0.96,0.67,1.7,1.64,-0.9,0.57,1.84,1.36,1.74,-0.86,1.33,-0.04,0.31,0.48,-,-0.37,-0.37,0.5,0.5
17,Gain (Loss) on Sale of Assets,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18,Asset Writedown,-0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19,Other Unusual Items,-0.01,1.21,0,1.13,-,-,-,0.2,-,-,-,9.17,-,-,-,0.44,0.44,4.95,4.95
20,Pretax Income,5.47,7.81,9.45,4.26,6.47,8.78,8.5,8.37,7.03,12.53,19.54,21.13,24.49,20.88,22.27,22.04,22.04,22.57,22.57
21,Income Tax Expense,0.46,1.47,1.73,-0.23,0.84,1.58,2.08,2.08,1.33,2.63,4.54,4.27,5.86,4.77,5.41,5.18,5.18,5.49,5.49
22,Earnings From Continuing Operations,5.01,6.34,7.72,4.49,5.63,7.21,6.42,6.29,5.7,9.9,15,16.86,18.63,16.11,16.86,16.87,16.87,17.07,17.07
23,Minority Interest in Earnings,-,-0,0,0.04,0.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,Net Income,5.01,6.34,7.72,4.53,5.71,7.21,6.42,6.29,5.7,9.9,15,16.86,18.63,16.11,16.86,16.87,16.87,17.07,17.07
25,Net Income to Common,5.01,6.34,7.72,4.53,5.71,7.21,6.42,6.29,5.7,9.9,15,16.86,18.63,16.11,16.86,16.87,16.87,17.07,17.07
26,Net Income Growth,-12.18%,-12.04%,20.16%,-27.95%,0.16%,-27.23%,-57.21%,-62.70%,-69.42%,-38.54%,-11.00%,-0.06%,10.45%,-5.64%,-1.25%,-,-,-,-
27,Shares Outstanding (Basic),39,40,41,38,41,40,40,39,34,30,30,30,30,30,-,30,30,30,30
28,Shares Outstanding (Diluted),39,40,41,38,41,40,40,39,34,30,30,30,30,30,-,30,30,30,30
29,Shares Change (YoY),-4.48%,-0.81%,1.19%,-2.55%,20.80%,33.39%,33.73%,30.41%,12.02%,-0.05%,-,0.33%,0.18%,0.07%,-,-,-,-,-
30,EPS (Basic),0.13,0.16,0.19,0.12,0.14,0.18,0.16,0.16,0.17,0.33,0.50,0.56,0.62,0.54,-,0.56,0.56,0.57,0.57
31,EPS (Diluted),0.13,0.16,0.19,0.12,0.14,0.18,0.16,0.16,0.17,0.33,0.50,0.56,0.62,0.54,-,0.56,0.56,0.57,0.57
32,EPS Growth,-8.06%,-11.32%,18.75%,-26.07%,-17.08%,-45.45%,-68.00%,-71.40%,-72.71%,-38.50%,-,0.01%,10.69%,-5.71%,-,-,-,-,-
33,Free Cash Flow,5.86,-35.29,22.52,29.89,-2.59,-2.8,-5.68,38.45,-4.37,-15.43,-7.52,47.9,9.08,-10,5.47,38.06,38.06,43.82,43.82
34,Free Cash Flow Per Share,0.15,-0.89,0.55,0.78,-0.06,-0.07,-0.14,0.98,-0.13,-0.51,-0.25,1.59,0.30,-0.33,-,1.27,1.27,1.46,1.46
35,Dividend Per Share,-,0.048,-,0.100,-,-,-,0.272,-,-,-,-,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,-63.24%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,24.55%,25.13%,27.19%,17.86%,22.90%,24.59%,25.87%,22.79%,25.58%,25.30%,29.87%,25.91%,30.81%,35.24%,19.93%,27.37%,27.37%,28.59%,28.59%
38,Operating Margin,1.29%,2.05%,6.47%,-1.93%,1.64%,4.94%,5.49%,4.58%,4.20%,10.96%,17.09%,6.27%,19.53%,13.96%,19.93%,14.18%,14.18%,14.65%,14.65%
39,Profit Margin,7.48%,9.61%,12.91%,4.18%,9.00%,9.80%,10.79%,8.36%,8.51%,11.34%,16.09%,12.15%,17.03%,14.28%,15.09%,12.33%,12.33%,16.66%,16.66%
40,Free Cash Flow Margin,8.74%,-53.53%,37.67%,27.56%,-4.08%,-3.81%,-9.55%,51.11%,-6.53%,-17.66%,-8.07%,34.54%,8.30%,-8.87%,4.90%,27.82%,27.82%,42.75%,42.75%
41,EBITDA,1.27,1.8,4.28,-1.68,1.41,4.02,3.64,3.82,3.18,9.95,16.3,9.07,21.52,16.1,22.42,19.57,19.57,15.15,15.15
42,EBITDA Margin,1.90%,2.73%,7.15%,-1.55%,2.22%,5.46%,6.12%,5.07%,4.75%,11.39%,17.48%,6.54%,19.67%,14.27%,20.07%,14.31%,14.31%,14.78%,14.78%
43,D&A For EBITDA,0.41,0.45,0.41,0.41,0.37,0.39,0.37,0.37,0.36,0.37,0.36,0.36,0.16,0.35,0.16,0.18,0.18,0.14,0.14
44,EBIT,0.87,1.35,3.87,-2.09,1.04,3.63,3.27,3.45,2.81,9.57,15.93,8.7,21.37,15.76,22.27,19.4,19.4,15.01,15.01
45,EBIT Margin,1.29%,2.05%,6.47%,-1.93%,1.64%,4.94%,5.49%,4.58%,4.20%,10.96%,17.09%,6.27%,19.53%,13.96%,19.93%,14.18%,14.18%,14.65%,14.65%
46,Effective Tax Rate,8.36%,18.81%,18.35%,-,13.04%,17.95%,24.49%,24.86%,18.96%,20.96%,23.21%,20.21%,23.93%,22.83%,24.28%,23.48%,23.48%,24.34%,24.34%
47,Revenue as Reported,67.01,65.93,59.77,108.48,63.36,73.52,59.5,75.24,66.91,87.32,93.23,138.71,109.4,224.58,-,-,-,-,-
