,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
24,Net Income,0.44,8.1,10.6,12.42,7.65,11.95,16.75,14.26,8.32,12.95,15.54,13.76,17.74,18.57,15.58,19.31,19.31,18.8,18.8
25,Net Income to Common,0.44,8.1,10.6,12.42,7.65,11.95,16.75,14.26,8.32,12.95,15.54,13.76,17.74,18.57,15.58,19.31,19.31,18.8,18.8
26,Net Income Growth,-94.21%,-32.28%,-36.71%,-12.86%,-8.13%,-7.67%,7.80%,3.59%,-53.09%,-30.29%,-0.30%,-28.74%,-8.13%,-1.23%,-17.13%,-,-,-,-
27,Shares Outstanding (Basic),82,82,82,82,82,82,82,36,128,74,61,61,62,60,62,60,60,62,62
28,Shares Outstanding (Diluted),82,82,82,82,82,82,82,36,128,74,61,61,62,60,62,60,60,62,62
29,Shares Change (YoY),0.04%,-0.04%,0.03%,128.93%,-36.22%,9.67%,33.32%,-41.79%,107.67%,24.79%,-1.83%,1.49%,2.15%,-3.24%,1.10%,-,-,-,-
30,EPS (Basic),0.01,0.10,0.13,0.15,0.09,0.15,0.21,0.40,0.07,0.17,0.25,0.22,0.29,0.31,0.25,0.32,0.32,0.30,0.30
31,EPS (Diluted),0.01,0.10,0.13,0.15,0.09,0.15,0.21,0.40,0.07,0.17,0.25,0.22,0.29,0.31,0.25,0.32,0.32,0.30,0.30
32,EPS Growth,-94.21%,-32.25%,-36.73%,-61.93%,44.06%,-15.81%,-19.14%,77.97%,-77.41%,-44.14%,1.56%,-29.78%,-10.06%,2.08%,-18.03%,-,-,-,-
33,Free Cash Flow,27.15,-10.72,11.89,13.95,64.6,-47.41,-67.69,-57.12,-68.47,-24.86,-33.62,-27.12,2.04,13.59,-3.94,-4.78,-4.78,15.9,15.9
34,Free Cash Flow Per Share,0.33,-0.13,0.15,0.17,0.79,-0.58,-0.83,-1.60,-0.54,-0.33,-0.55,-0.44,0.03,0.23,-0.06,-0.08,-0.08,0.26,0.26
35,Dividend Per Share,-,-,-,0.250,-,-,-,0.250,-,-,-,-,-,-,-,-,-,-,-
36,Gross Margin,11.11%,18.56%,20.02%,18.05%,17.02%,17.34%,15.54%,11.22%,11.99%,17.15%,19.53%,17.78%,16.80%,20.58%,17.49%,25.86%,25.86%,27.44%,27.44%
37,Operating Margin,-0.24%,4.72%,6.63%,7.23%,5.04%,3.07%,9.37%,2.40%,2.47%,5.97%,10.33%,10.00%,6.93%,11.20%,9.10%,12.33%,12.33%,13.17%,13.17%
38,Profit Margin,0.24%,4.92%,8.10%,8.54%,4.80%,6.23%,8.36%,6.56%,3.66%,7.18%,8.47%,7.11%,8.67%,9.43%,9.69%,10.44%,10.44%,12.44%,12.44%
39,Free Cash Flow Margin,14.96%,-6.52%,9.08%,9.59%,40.59%,-24.70%,-33.77%,-26.30%,-30.12%,-13.79%,-18.33%,-14.02%,1.00%,6.90%,-2.45%,-2.58%,-2.58%,10.51%,10.51%
40,EBITDA,9,20.95,18.12,19.94,16.26,15.2,27.01,13.45,13.47,18.98,26.8,27.2,21.64,30.14,22.09,30.28,30.28,27.29,27.29
41,EBITDA Margin,4.96%,12.74%,13.84%,13.71%,10.22%,7.92%,13.47%,6.19%,5.93%,10.53%,14.61%,14.06%,10.58%,15.30%,13.74%,16.38%,16.38%,18.05%,18.05%
42,D&A For EBITDA,9.43,13.19,9.43,9.43,8.24,9.3,8.24,8.24,7.85,8.23,7.85,7.85,7.46,8.08,7.46,7.48,7.48,7.38,7.38
43,EBIT,-0.43,7.76,8.68,10.51,8.02,5.9,18.77,5.21,5.62,10.75,18.95,19.34,14.18,22.07,14.64,22.8,22.8,19.91,19.91
44,EBIT Margin,-0.24%,4.72%,6.63%,7.23%,5.04%,3.07%,9.37%,2.40%,2.47%,5.97%,10.33%,10.00%,6.93%,11.20%,9.10%,12.33%,12.33%,13.17%,13.17%
45,Effective Tax Rate,-,2.56%,3.84%,6.83%,-,3.13%,6.84%,-,-,3.15%,6.20%,8.08%,8.43%,9.15%,9.99%,9.95%,9.95%,9.62%,9.62%
46,Revenue as Reported,181.45,164.45,130.91,145.46,159.15,191.98,200.46,217.19,227.36,180.25,183.41,193.44,204.6,196.95,160.82,184.88,184.88,151.2,151.2
