,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,25.86,28.42,18.41,21.74,22.15,26.34,19.34,30.37,32.77,22.37,19.55,26.92,18.37,13.3,20.45,20.14,22.76,18,13.93
10,Operating Income,17.71,-4.83,7.33,0.5,20.58,23.15,17.16,31.4,29.39,23.29,11.08,11.92,16.72,31.39,23.57,33.55,48.92,30.92,18.23
11,Interest Expense,-3.13,-2.39,-2.76,-3.45,-3.57,-2.62,-2.31,-2.96,-2.26,-3.48,-2.84,-2.38,-2.35,-2.3,-2.35,-2.76,-3.34,-2.22,-2.21
12,Interest & Investment Income,3.37,3.23,1.24,1.85,1.25,0.62,0.93,0.74,1.87,2.36,0.23,0.99,0.25,0.34,0.39,1.17,1.02,1.54,0.83
13,Currency Exchange Gain (Loss),-8.17,8.17,-,0.61,-4.19,4.19,-,6.76,-15.04,15.04,-,-0.93,1.49,-1.49,-,-7.64,-1.67,-0.16,1.83
14,Other Non Operating Income (Expenses),2.91,-4.22,3.83,-7.13,8.5,5.07,-2,-19.87,18.75,0.25,0.19,-7.44,-1.52,-0.02,8.41,5.32,-5.56,-0.23,0.05
15,EBT Excluding Unusual Items,12.69,-0.04,9.65,-7.62,22.57,30.41,13.77,16.07,32.71,37.47,8.66,2.15,14.58,27.93,30.02,29.64,39.36,29.85,18.73
16,Gain (Loss) on Sale of Investments,-1.37,0,0.52,0.37,0.23,-0.68,-0.2,2.81,5.28,-6.85,-0.77,0.49,-,-0.11,0.11,-0.6,-0.02,-0.09,0.72
17,Gain (Loss) on Sale of Assets,-0.34,-0.06,-0.01,0.15,1.8,0.04,-,0.03,1.27,-0.3,0,0.56,0.15,0.73,0.01,-,0.09,-0.09,-
18,Asset Writedown,-4.05,7.42,-7.42,1.14,-1.71,0.16,-0.16,1.58,-3.03,-0.54,0.54,-0.09,-0.05,0.07,-0.07,-2.21,1.21,-,-
19,Other Unusual Items,0.57,2.15,5.01,0.49,0.34,-0.34,-,5.11,0.18,-0.18,-,20.8,-0.5,0.5,-,3.91,-1.78,0.19,1.58
20,Pretax Income,7.5,9.48,7.75,-5.47,23.23,29.59,13.42,25.59,36.41,29.6,8.43,23.91,14.18,29.12,30.07,30.74,38.87,29.86,21.04
21,Income Tax Expense,0.52,0.47,0.71,-1.49,2.06,3.84,0.56,2.18,3.53,2.82,-0.17,2.06,1.16,3.28,3.21,4.46,4.3,3.67,2.65
22,Net Income,6.98,9.01,7.04,-3.98,21.18,25.76,12.86,23.41,32.88,26.78,8.6,21.85,13.02,25.84,26.86,26.28,34.57,26.19,18.39
23,Net Income to Common,6.98,9.01,7.04,-3.98,21.18,25.76,12.86,23.41,32.88,26.78,8.6,21.85,13.02,25.84,26.86,26.28,34.57,26.19,18.39
24,Net Income Growth,-67.06%,-65.02%,-45.23%,-,-35.58%,-3.82%,49.52%,7.15%,152.58%,3.63%,-67.98%,-16.85%,-62.35%,-1.32%,46.06%,-,-,-,-
25,Shares Outstanding (Basic),100,113,101,107,104,82,86,84,84,82,86,84,63,34,93,63,64,62,63
26,Shares Outstanding (Diluted),100,113,101,107,104,82,86,84,84,82,86,84,63,34,93,63,64,62,63
27,Shares Change (YoY),-3.77%,38.02%,17.37%,27.51%,23.21%,-0.37%,-0.32%,-0.57%,34.75%,139.94%,-7.15%,34.40%,-2.80%,-44.70%,46.06%,-,-,-,-
28,EPS (Basic),0.07,0.08,0.07,-0.04,0.20,0.31,0.15,0.28,0.39,0.32,0.10,0.26,0.21,0.75,0.29,0.42,0.54,0.42,0.29
29,EPS (Diluted),0.07,0.08,0.07,-0.04,0.20,0.31,0.15,0.28,0.39,0.32,0.10,0.26,0.21,0.75,0.29,0.42,0.54,0.42,0.29
30,EPS Growth,-65.77%,-74.66%,-53.33%,-,-47.72%,-3.46%,50.00%,7.77%,87.45%,-56.81%,-65.52%,-38.13%,-61.26%,78.45%,0%,-,-,-,-
31,Free Cash Flow,-48.06,-52.91,15.23,-78.53,15.19,-20.29,-59.41,-1.57,-2.86,-82.96,-67.37,-20.39,-29.59,-27.87,-20.34,-64.49,-80.21,-33.99,-7.17
32,Free Cash Flow Per Share,-0.48,-0.47,0.15,-0.74,0.15,-0.25,-0.69,-0.02,-0.03,-1.01,-0.78,-0.24,-0.47,-0.81,-0.22,-1.03,-1.25,-0.55,-0.11
33,Dividend Per Share,-,-,-,0.150,-,-,-,0.150,-,-,-,0.150,-,-,-,-,-,-,-
34,Gross Margin,11.56%,7.07%,8.64%,7.21%,15.61%,13.31%,12.01%,16.39%,16.07%,13.92%,11.71%,12.63%,15.18%,16.69%,17.41%,20.81%,21.10%,20.15%,18.54%
35,Operating Margin,4.70%,-1.45%,2.46%,0.16%,7.52%,6.22%,5.65%,8.33%,7.60%,7.10%,4.24%,3.87%,7.24%,11.72%,9.32%,13.01%,14.40%,12.73%,10.51%
36,Profit Margin,1.85%,2.70%,2.36%,-1.29%,7.74%,6.92%,4.23%,6.21%,8.50%,8.16%,3.29%,7.10%,5.63%,9.65%,10.62%,10.19%,10.17%,10.79%,10.60%
37,Free Cash Flow Margin,-12.75%,-15.86%,5.11%,-25.47%,5.55%,-5.46%,-19.55%,-0.42%,-0.74%,-25.29%,-25.76%,-6.63%,-12.80%,-10.41%,-8.04%,-25.00%,-23.61%,-14.00%,-4.13%
38,EBITDA,27.12,6.26,16.75,9.92,27.4,31.85,23.98,38.22,35.04,29.68,16.73,17.57,21.85,36.89,28.7,38.72,54,36.03,23.17
39,EBITDA Margin,7.19%,1.88%,5.62%,3.22%,10.01%,8.56%,7.89%,10.14%,9.06%,9.05%,6.40%,5.71%,9.45%,13.77%,11.35%,15.01%,15.90%,14.84%,13.36%
40,D&A For EBITDA,9.41,11.09,9.41,9.41,6.82,8.7,6.82,6.82,5.65,6.38,5.65,5.65,5.13,5.5,5.13,5.18,5.08,5.11,4.94
41,EBIT,17.71,-4.83,7.33,0.5,20.58,23.15,17.16,31.4,29.39,23.29,11.08,11.92,16.72,31.39,23.57,33.55,48.92,30.92,18.23
42,EBIT Margin,4.70%,-1.45%,2.46%,0.16%,7.52%,6.22%,5.65%,8.33%,7.60%,7.10%,4.24%,3.87%,7.23%,11.72%,9.32%,13.01%,14.40%,12.73%,10.51%
43,Effective Tax Rate,6.95%,4.96%,9.13%,-,8.85%,12.96%,4.16%,8.51%,9.70%,9.52%,-,8.62%,8.20%,11.26%,10.66%,14.51%,11.06%,12.30%,12.58%
44,Revenue as Reported,376.99,333.61,298.02,308.34,273.63,371.95,303.87,376.76,386.81,327.98,261.54,307.58,231.09,267.82,252.85,257.95,339.75,242.79,173.43
