,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,76.49,79.77,73.07,81.41,82.23,63.05,58.34,80.3,68.68,52.42,57.4,61.73,72.21,48.23,54.28,83.34,39.32,43.92,43.92
10,Operating Income,22.24,15.07,27.58,27.03,32.76,20.22,34.89,27.05,27.71,11.01,26.48,37.38,36.96,39.05,68.88,41.49,89.61,47.57,47.57
11,Interest Expense,-,-,-5.09,-1.72,-,-,-0.83,-1.54,-,-0.16,-0.01,-0.48,-2.77,-2.08,-2,-,-2.13,-2.73,-2.73
12,Interest & Investment Income,4.2,16.76,0.07,-,14.19,11.77,1.81,-,14.79,5.9,6.01,3.16,0.44,0.31,0.3,1.55,-,0.49,0.49
13,Currency Exchange Gain (Loss),-1.4,1.4,-,3.27,-6.13,6.13,-,7.22,-4.57,4.57,-,-0.53,0.39,-0.39,-,-1.21,-0.3,0.15,0.15
14,Other Non Operating Income (Expenses),0.24,-10.86,10.62,-0.56,-0.52,-3.6,4.43,-1.33,0.06,0.19,-0.28,0.06,-0.08,0.44,-0.65,1.98,-2.25,-0.1,-0.1
15,EBT Excluding Unusual Items,25.29,22.37,33.18,28.01,40.3,34.52,40.3,31.39,38,21.51,32.2,39.59,34.94,37.34,66.53,43.82,84.93,45.38,45.38
16,Gain (Loss) on Sale of Investments,-0.1,-0.13,0.51,0.3,-,-,-,-0.3,-,-,-,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,-0.13,0.01,0.02,0.41,0.08,0.03,-,0.01,0.02,-,-0.06,-0.05,-,-0.01,0.08,-0.09,0.02,0.2,0.2
18,Asset Writedown,-2.09,0.64,-0.65,-0.75,-2.32,-0.43,0.09,0.14,-7.45,-0.12,-,-0.21,0.07,-0.37,0,-1.87,-0.47,-0.48,-0.48
19,Other Unusual Items,-0.86,-0.39,-,1.49,-,-,-,8.76,-,-,-,16.76,-,-,-,36.86,-4.89,2.44,2.44
20,Pretax Income,22.11,22.49,33.05,29.46,38.06,34.11,40.39,40.01,30.57,21.39,32.14,56.08,35.01,36.96,66.62,78.72,79.59,47.55,47.55
21,Income Tax Expense,-1.7,2.89,0.55,0.9,1.38,2.29,1.73,-2.45,3.64,1.15,1.82,6.36,0.9,1.82,6.76,8.99,11.51,5.28,5.28
22,Net Income,23.81,19.6,32.5,28.55,36.69,31.83,38.66,42.46,26.93,20.24,30.32,49.73,34.11,35.14,59.85,69.73,68.08,42.26,42.26
23,Net Income to Common,23.81,19.6,32.5,28.55,36.69,31.83,38.66,42.46,26.93,20.24,30.32,49.73,34.11,35.14,59.85,69.73,68.08,42.26,42.26
24,Net Income Growth,-35.11%,-38.41%,-15.93%,-32.75%,36.24%,57.24%,27.50%,-14.61%,-21.06%,-42.41%,-49.34%,-28.68%,-49.89%,-16.85%,41.61%,-,-,-,-
25,Shares Outstanding (Basic),118,149,125,124,127,127,125,124,128,126,126,126,95,94,94,95,94,95,95
26,Shares Outstanding (Diluted),118,149,125,129,127,127,125,124,128,126,126,126,95,94,94,95,94,95,95
27,Shares Change (YoY),-6.41%,17.47%,0.24%,4.18%,-1.38%,0.44%,-1.29%,-1.66%,35.60%,34.59%,34.17%,32.91%,0.36%,-0.75%,-0.54%,-,-,-,-
28,EPS (Basic),0.20,0.13,0.26,0.23,0.29,0.25,0.31,0.34,0.21,0.16,0.24,0.39,0.36,0.37,0.64,0.74,0.72,0.45,0.45
29,EPS (Diluted),0.20,0.13,0.26,0.22,0.29,0.25,0.31,0.34,0.21,0.16,0.24,0.39,0.36,0.37,0.64,0.74,0.72,0.45,0.45
30,EPS Growth,-30.66%,-47.57%,-16.13%,-35.45%,38.14%,56.55%,29.17%,-13.17%,-41.79%,-57.21%,-62.25%,-46.34%,-50.07%,-16.22%,42.39%,-,-,-,-
31,Free Cash Flow,-12.76,91.92,41.91,-0.38,-75.24,-78.49,11.74,49.77,59.61,69.16,-27.41,-32.63,15.68,50.54,-84.76,179.57,-64.1,-24.75,-24.75
32,Free Cash Flow Per Share,-0.11,0.62,0.34,-0.00,-0.59,-0.62,0.09,0.40,0.46,0.55,-0.22,-0.26,0.17,0.54,-0.90,1.89,-0.68,-0.26,-0.26
33,Dividend Per Share,-,-,-,0.650,-,-,-,0.600,-,-,-,0.643,-,-,-,-,-,-,-
34,Dividend Growth,-,-,-,8.33%,-,-,-,-6.67%,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,11.04%,11.25%,12.01%,12.39%,13.32%,10.54%,12.95%,12.31%,11.34%,9.34%,13.03%,12.64%,14.41%,14.02%,21.07%,17.08%,20.10%,18.34%,18.34%
36,Operating Margin,2.49%,1.79%,3.29%,3.09%,3.79%,2.56%,4.85%,3.10%,3.26%,1.62%,4.11%,4.77%,4.88%,6.27%,11.79%,5.68%,13.97%,9.53%,9.53%
37,Profit Margin,2.66%,2.32%,3.88%,3.26%,4.25%,4.03%,5.37%,4.87%,3.17%,2.98%,4.71%,6.34%,4.50%,5.64%,10.24%,9.54%,10.61%,8.47%,8.47%
38,Free Cash Flow Margin,-1.43%,10.90%,5.00%,-0.04%,-8.71%,-9.93%,1.63%,5.71%,7.02%,10.18%,-4.26%,-4.16%,2.07%,8.12%,-14.50%,24.56%,-9.99%,-4.96%,-4.96%
39,EBITDA,40.09,33.77,45.43,44.87,50.41,37.53,52.53,44.7,42.67,27.95,41.45,52.35,49.87,54.08,81.8,54.41,101.95,59.92,59.92
40,EBITDA Margin,4.48%,4.00%,5.42%,5.13%,5.84%,4.75%,7.30%,5.13%,5.02%,4.12%,6.44%,6.68%,6.58%,8.69%,14.00%,7.44%,15.89%,12.01%,12.01%
41,D&A For EBITDA,17.85,18.7,17.85,17.85,17.64,17.32,17.64,17.64,14.97,16.94,14.97,14.97,12.91,15.02,12.91,12.91,12.34,12.34,12.34
42,EBIT,22.24,15.07,27.58,27.03,32.76,20.22,34.89,27.05,27.71,11.01,26.48,37.38,36.96,39.05,68.88,41.49,89.61,47.57,47.57
43,EBIT Margin,2.49%,1.79%,3.29%,3.09%,3.79%,2.56%,4.85%,3.10%,3.26%,1.62%,4.11%,4.77%,4.88%,6.27%,11.79%,5.68%,13.97%,9.53%,9.53%
44,Effective Tax Rate,-,12.86%,1.67%,3.07%,3.62%,6.71%,4.29%,-,11.91%,5.38%,5.66%,11.34%,2.57%,4.92%,10.15%,11.43%,14.46%,11.11%,11.11%
45,Revenue as Reported,894.24,843.4,838.35,875.48,863.61,790.24,719.83,872.03,849.74,679.13,643.57,784.02,757.51,622.58,584.43,731.11,1640,-,-
