,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
19,Current Portion of Leases,0.64,0.6,0.76,0.81,1.21,1.51,1.69,1.55,-,-,-,-,-,-,-,-,-,-,-
20,Current Income Taxes Payable,6.86,2.2,6.1,3.32,8.29,1.69,5.11,3.1,15.05,2.4,7.34,4.57,6.79,1.71,-,7.06,-,2.41,2.41
21,Current Unearned Revenue,44.55,38.07,41.06,34.16,35.06,43.3,32.16,31.2,49.88,26.98,18.76,20.06,31.48,21.69,-,26.1,-,25.18,25.18
22,Other Current Liabilities,41.26,69.61,71.61,70.18,70.86,8.16,8.74,8.79,8.33,13.01,6.94,6.73,17.2,21.12,-,7.53,-,35.7,35.7
23,Total Current Liabilities,468.14,463.8,458.81,493.26,472.53,372.84,452.47,534.54,532.05,496.35,330.27,347.81,551.08,527.63,-,531.2,-,597.32,597.32
24,Long-Term Leases,1.33,1.71,1.68,0.09,0.09,0.08,0.3,0.6,-,-,-,-,-,-,-,-,-,-,-
25,Long-Term Unearned Revenue,42.25,43.41,44.58,45.76,44.92,46.06,47.2,48.34,49.54,50.3,49.19,50.26,51.33,52.4,-,54.59,-,57.58,57.58
26,Long-Term Deferred Tax Liabilities,33.34,34.12,34.17,34.36,35.08,35.47,35.84,35.66,35.72,32.96,40.37,24.82,23.11,23.19,-,21.93,-,15.22,15.22
27,Total Liabilities,545.06,543.04,539.23,573.47,552.61,454.45,535.81,619.13,617.31,579.61,419.83,422.89,625.52,603.22,-,607.72,-,670.12,670.12
28,Common Stock,131.66,131.66,131.66,131.66,131.66,125.99,125.99,125.99,125.99,125.99,90,90,90,67.5,-,67.5,-,67.5,67.5
29,Additional Paid-In Capital,1322,1316,1305,1293,1282,971.31,1218,1218,1218,1218,1254,1254,1254,339.72,-,339.72,-,339.72,339.72
30,Retained Earnings,766.14,742.33,808.31,775.81,747.24,710.57,754.32,715.69,673.23,646.3,707.06,676.74,627.01,592.9,-,497.91,-,360.11,360.11
31,Treasury Stock,-48.3,-58.87,-62.56,-62.56,-62.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32,Comprehensive Income & Other,1.53,1.48,1.37,1.11,1.23,247.88,2.16,2.17,1.36,1.38,0.9,0.27,-,0.19,-,0.32,-,1.17,1.17
33,Shareholders' Equity,2173,2132,2183,2139,2100,2056,2100,2062,2019,1992,2052,2021,1971,1000,905.44,905.44,-,768.49,768.49
34,Total Liabilities & Equity,2718,2675,2723,2713,2652,2510,2636,2681,2636,2571,2472,2444,2596,1604,-,1513,-,1439,1439
35,Total Debt,1.97,2.32,2.43,0.9,1.3,1.6,1.99,2.15,-,-,-,-,240.21,250.2,250.25,250.25,-,250.23,250.23
36,Net Cash (Debt),717.74,768.16,736.56,510.94,785.73,793.48,935.16,921.67,953.96,873.68,808.98,832.19,889.72,-85.74,-64.16,-64.16,-,-57,-57
37,Net Cash Growth,-8.65%,-3.19%,-21.24%,-44.56%,-17.64%,-9.18%,15.60%,10.75%,7.22%,-,-,-,-,-,-,-,-,-,-
38,Net Cash Per Share,6.06,5.15,5.89,3.96,6.21,6.25,7.50,7.44,7.44,6.91,6.40,6.60,9.40,-0.91,-0.68,-0.68,-,-0.60,-0.60
39,Filing Date Shares Outstanding,131.66,131.66,131.66,124.43,126.52,125.99,125.99,125.99,125.99,125.99,125.99,125.99,125.99,94.49,94.15,94.49,94.27,94.49,94.49
40,Total Common Shares Outstanding,131.66,131.66,131.66,124.43,126.52,125.99,125.99,125.99,125.99,125.99,125.99,125.99,125.99,94.49,94.15,94.49,94.27,94.49,94.49
41,Working Capital,1100,1079,1115,902.78,1154,1170,1228,1231,1225,1184,1248,1209,1235,270.92,-,231.47,-,150.24,150.24
42,Book Value Per Share,16.51,16.20,16.58,17.19,16.60,16.32,16.67,16.36,16.02,15.81,16.29,16.04,15.64,10.59,9.58,9.58,-,8.13,8.13
43,Tangible Book Value,2010,1968,2018,1973,1932,1887,1931,1891,1945,1918,1977,1946,1895,924.59,828.6,828.6,-,690.79,690.79
44,Tangible Book Value Per Share,15.27,14.95,15.33,15.86,15.27,14.98,15.32,15.01,15.44,15.22,15.69,15.44,15.04,9.78,8.77,8.77,-,7.31,7.31
45,Buildings,-,568.96,-,491.51,-,-,-,492.32,-,496.57,-,496.57,-,464.41,-,458.17,-,391.98,391.98
46,Machinery,-,642.44,-,516.89,-,-,-,515.93,-,504.42,-,474.72,-,383.96,-,376.02,-,328.4,328.4
47,Construction In Progress,-,78.04,-,220.21,-,-,-,25.92,-,95.18,-,12.13,-,77.85,-,18.17,-,81.41,81.41
