,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,107.48,80.7,54.56,62.22,58.96,61.87,30.03,68.25,27.86,21.73,21.35,32.04,23.23,16.65,16.98,22.05,18.66,12.52,9.69
10,Operating Income,199.76,162.53,150.67,142.52,140.5,63.08,56.4,73.1,57.55,20.69,29.81,12.74,44.52,13.24,19.43,19.53,41.83,17.26,12.13
11,Interest Expense,-,-15.78,-15.09,-15.22,-6.28,-5.53,-5.25,-3.14,-5.8,-3.53,-3.1,-1.81,-1.99,-1.64,-2.39,-2.63,-2.94,-3.62,-3.11
12,Interest & Investment Income,7.05,0.93,0.58,-,1.04,0.16,0.22,0.1,0.32,0.38,0.32,0.64,1.13,1.59,0.62,0.14,0.03,0.17,0.14
13,Currency Exchange Gain (Loss),-0.6,0.6,-,2.63,-3.27,3.27,-,4.07,0.63,-0.63,-,0.01,-0.01,0.01,-,-0.91,-0.33,0.33,-
14,Other Non Operating Income (Expenses),-24.18,-1.47,-1.45,-1.95,-0.37,1.52,-1.04,-1.9,0.24,1,-0.34,-0.53,0.35,0.11,-0.25,-0.04,-0.16,0.29,-0.05
15,EBT Excluding Unusual Items,182.03,146.81,134.71,127.98,131.63,62.5,50.34,72.22,52.94,17.91,26.7,11.05,44,13.31,17.42,16.09,38.44,14.44,9.12
16,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-2.2,-,0.67,-0.16,-0.51,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,-0.13,0.05,0.09,-0,-0.13,0.02,-,-0,-,-0.02,-0.01,0.06,0.18,-,0.06,0.03,-,-,-
18,Asset Writedown,-25.59,15.08,-15.08,35.11,-35.11,9.14,-9.14,6.65,-6.65,5.95,-5.95,7.17,-7.2,4.44,-4.44,5.97,-6.14,1.88,-1.98
19,Other Unusual Items,-1.63,1.63,-,2.52,-,-,-,1.34,-,-,-,4.06,-0.03,0.03,-,1.07,-,-,-
20,Pretax Income,154.68,163.58,119.72,165.62,96.39,71.66,41.2,78,46.29,24.51,20.58,21.83,36.95,17.77,13.04,23.16,32.3,16.32,7.14
21,Income Tax Expense,18.92,32.57,18.81,38.72,9.97,10.91,6.76,10.45,3.83,3.93,2.99,-2.41,2.98,2.4,2.4,3.64,3.38,3.41,1.18
22,Net Income,135.75,131.01,100.91,126.9,86.42,60.75,34.44,67.56,42.46,20.58,17.59,24.24,33.97,15.37,10.64,19.52,28.92,12.9,5.95
23,Net Income to Common,135.75,131.01,100.91,126.9,86.42,60.75,34.44,67.56,42.46,20.58,17.59,24.24,33.97,15.37,10.64,19.52,28.92,12.9,5.95
24,Net Income Growth,57.09%,115.68%,193.03%,87.85%,103.51%,195.17%,95.75%,178.64%,25.00%,33.90%,65.33%,24.20%,17.47%,19.10%,78.74%,-,-,-,-
25,Shares Outstanding (Basic),405,404,404,404,349,292,405,389,373,370,370,371,371,371,371,280,279,297,259
26,Shares Outstanding (Diluted),405,404,404,404,349,292,405,389,373,370,370,371,423,371,391,280,292,297,259
27,Shares Change (YoY),16.13%,38.33%,-0.13%,4.04%,-6.60%,-21.00%,9.26%,4.74%,-11.83%,-0.33%,-5.33%,32.58%,45.06%,24.84%,51.14%,-,-,-,-
28,EPS (Basic),0.34,0.32,0.25,0.31,0.25,0.21,0.09,0.17,0.11,0.06,0.05,0.07,0.09,0.04,0.03,0.07,0.10,0.04,0.02
29,EPS (Diluted),0.33,0.32,0.25,0.31,0.25,0.21,0.09,0.17,0.11,0.06,0.05,0.06,0.08,0.04,0.03,0.07,0.10,0.04,0.02
30,EPS Growth,35.12%,56.00%,193.42%,82.03%,117.90%,273.43%,79.16%,167.76%,41.77%,34.34%,74.63%,-7.68%,-19.02%,-4.60%,18.26%,-,-,-,-
31,Free Cash Flow,-3.83,-328.81,-260.41,-232.33,-79.02,25.57,-50.76,-211.6,-86.53,-10.4,-107.39,-130.7,-68.88,-17.86,16.59,2.61,14.85,-12.03,0.49
32,Free Cash Flow Per Share,-0.01,-0.81,-0.64,-0.57,-0.23,0.09,-0.13,-0.54,-0.23,-0.03,-0.29,-0.35,-0.16,-0.05,0.04,0.01,0.05,-0.04,0.00
33,Dividend Per Share,-,-,-,0.103,-,-,-,0.038,-,-,-,0.046,-,-,-,0.019,-,-,-
34,Dividend Growth,-,-,-,169.97%,-,-,-,-16.74%,-,-,-,139.58%,-,-,-,-,-,-,-
35,Gross Margin,26.97%,26.30%,25.71%,22.75%,29.36%,20.54%,20.93%,25.54%,23.10%,17.53%,22.66%,15.09%,31.13%,18.53%,28.08%,25.59%,33.85%,23.53%,26.95%
36,Operating Margin,17.54%,17.57%,18.88%,15.84%,20.68%,10.37%,13.66%,13.21%,15.57%,8.55%,13.20%,4.29%,20.45%,8.20%,14.98%,12.02%,23.41%,13.64%,14.98%
37,Profit Margin,11.92%,14.16%,12.64%,14.10%,12.72%,9.99%,8.34%,12.21%,11.48%,8.50%,7.79%,8.17%,15.61%,9.53%,8.21%,12.02%,16.18%,10.19%,7.35%
38,Free Cash Flow Margin,-0.34%,-35.55%,-32.63%,-25.82%,-11.63%,4.20%,-12.29%,-38.23%,-23.40%,-4.30%,-47.57%,-44.03%,-31.64%,-11.07%,12.79%,1.60%,8.31%,-9.50%,0.60%
39,EBITDA,222.25,195.9,173.16,165.01,154.81,84.3,70.71,87.4,69.35,33.87,41.6,24.54,55.17,24.96,30.08,29.96,52.11,28.16,20.05
40,EBITDA Margin,19.51%,21.18%,21.69%,18.34%,22.79%,13.86%,17.13%,15.79%,18.76%,14.00%,18.43%,8.26%,25.35%,15.47%,23.20%,18.44%,29.16%,22.24%,24.76%
41,D&A For EBITDA,22.49,33.37,22.49,22.49,14.31,21.23,14.31,14.31,11.79,13.19,11.79,11.79,10.66,11.72,10.66,10.43,10.28,10.9,7.92
42,EBIT,199.76,162.53,150.67,142.52,140.5,63.08,56.4,73.1,57.55,20.69,29.81,12.74,44.52,13.24,19.43,19.53,41.83,17.26,12.13
43,EBIT Margin,17.54%,17.57%,18.88%,15.84%,20.68%,10.37%,13.66%,13.21%,15.57%,8.55%,13.20%,4.29%,20.45%,8.20%,14.98%,12.02%,23.41%,13.64%,14.98%
44,Effective Tax Rate,12.23%,19.91%,15.71%,23.38%,10.35%,15.23%,16.41%,13.39%,8.27%,16.05%,14.53%,-,8.07%,13.53%,18.41%,15.71%,10.46%,20.90%,16.59%
45,Revenue as Reported,1139,924.99,798.19,899.85,679.37,608.36,412.91,553.44,369.74,241.99,225.74,296.86,217.65,161.34,129.66,162.46,178.71,126.6,81
