,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
11,EV/EBITDA Ratio,17.11,14.46,13.00,13.66,18.10,22.63,21.64,21.96,14.73,25.39,22.65,18.89,24.69,18.72,22.21,20.60,-,-,-,-
12,EV/EBIT Ratio,20.29,16.68,15.02,15.87,21.35,26.98,26.97,27.62,18.88,35.60,32.63,27.54,36.99,27.13,32.39,29.47,-,-,-,-
13,EV/FCF Ratio,-16.12,-,-,-,-,-,-20.87,-,-,-,-,-,-,-,-,131.27,-,-,-,-
14,Debt / Equity Ratio,0.88,0.88,0.78,0.74,0.61,0.79,0.42,0.43,0.44,0.41,0.38,0.34,0.25,0.15,0.17,0.22,0.27,0.45,0.47,0.53
15,Debt / EBITDA Ratio,2.33,2.04,1.90,1.96,1.54,1.84,1.64,2.01,1.55,1.79,2.72,2.00,2.34,0.64,1.52,1.58,1.94,1.12,2.06,3.14
16,Debt / FCF Ratio,-,-,-,-,-,-,-1.78,-,-,-,-,-,-,-,-,8.64,39.26,70.53,-,516.07
17,Asset Turnover,0.79,0.71,0.63,0.73,0.64,0.70,0.51,0.78,0.64,0.49,0.48,0.71,0.58,0.44,0.35,0.50,0.68,-,-,
18,Inventory Turnover,2.59,2.80,2.50,2.44,3.03,2.22,2.53,1.94,2.88,2.45,2.15,2.22,3.61,2.28,2.15,1.69,2.60,2.68,-,-
19,Quick Ratio,0.64,0.64,0.58,0.65,0.77,0.75,0.51,0.51,0.59,0.57,0.53,0.61,0.76,0.81,0.96,1.05,1.13,0.57,0.52,-
20,Current Ratio,1.06,1.06,1.06,1.10,1.15,1.18,0.95,0.97,1.02,1.09,1.06,1.12,1.23,1.37,1.53,1.58,1.58,1.02,1.05,-
21,Return on Equity (ROE),27.15%,27.80%,22.55%,31.92%,24.73%,18.24%,10.66%,21.77%,15.61%,8.51%,7.36%,10.38%,15.01%,6.95%,4.86%,11.21%,22.72%,10.64%,-,
22,Return on Assets (ROA),8.66%,7.82%,7.48%,7.26%,8.26%,4.51%,4.37%,6.44%,6.25%,2.61%,3.99%,1.91%,7.36%,2.24%,3.27%,3.79%,9.93%,-,-,
23,Return on Capital (ROIC),13.64%,12.25%,12.56%,13.24%,15.58%,8.28%,7.58%,10.31%,9.45%,3.92%,6.01%,2.84%,10.57%,3.13%,4.47%,5.25%,14.10%,5.94%,-,
24,Return on Capital Employed (ROCE),22.45%,22.45%,22.72%,20.45%,17.32%,14.96%,17.50%,14.99%,13.38%,9.45%,10.45%,9.71%,8.87%,10.14%,10.21%,10.62%,9.95%,12.39%,5.15%,-
25,Earnings Yield,4.13%,5.09%,5.50%,5.12%,3.77%,2.89%,3.22%,3.06%,4.59%,2.58%,2.90%,3.37%,2.49%,2.87%,2.32%,2.36%,-,-,-,-
26,FCF Yield,-6.89%,-8.49%,-11.13%,-7.45%,-4.12%,-3.66%,-5.08%,-6.65%,-12.89%,-8.23%,-9.56%,-12.00%,-5.94%,-2.43%,0.50%,0.72%,-,-,-,-
27,Dividend Yield,0.35%,-,-,-,0.51%,-,-,-,0.48%,-,-,-,0.51%,-,-,-,-,-,-,-
28,Payout Ratio,14.38%,6.28%,38.71%,6.91%,3.87%,8.22%,32.32%,11.57%,11.01%,6.36%,97.88%,20.10%,0.70%,6.54%,55.94%,19.27%,10.64%,7.59%,17.76%,38.41%
29,Buyback Yield / Dilution,-24.45%,-16.13%,-38.33%,0.13%,-4.04%,6.60%,21.00%,-9.26%,-4.74%,11.83%,0.33%,5.33%,-32.58%,-45.06%,-24.84%,-51.14%,-,-,-,-
30,Total Shareholder Return,-24.10%,-16.13%,-38.33%,0.13%,-3.52%,6.60%,21.00%,-9.26%,-4.25%,11.83%,0.33%,5.33%,-32.07%,-45.06%,-24.84%,-51.14%,-,-,-,-
