,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
42,Total Liabilities & Equity,8829,8829,8512,8043,7857,7266,5267,4667,4186,2478
43,Total Debt,52.19,63.75,89.89,102.33,44.1,21.83,21.87,29.34,31.23,21.19
44,Net Cash (Debt),2209,2282,1666,1448,3829,3963,3004,3171,2897,1262
45,Net Cash Growth,32.58%,57.64%,-56.49%,-63.47%,27.47%,24.97%,3.70%,151.20%,151.00%,5.33%
46,Net Cash Per Share,1.27,1.30,0.95,0.83,2.19,2.33,1.80,1.90,1.87,0.82
47,Filing Date Shares Outstanding,1729,1749,1749,1749,1752,1753,1670,1670,1670,1536
48,Total Common Shares Outstanding,1729,1749,1749,1749,1752,1753,1670,1670,1670,1536
49,Working Capital,2145,1946,2141,1836,2948,2891,2037,2348,2120,620.76
50,Book Value Per Share,2.88,2.79,2.76,2.63,2.64,2.53,1.83,1.73,1.60,0.75
51,Tangible Book Value,3177,3066,3010,2787,2793,2728,2142,2331,2070,616.17
52,Tangible Book Value Per Share,1.84,1.75,1.72,1.59,1.59,1.56,1.28,1.40,1.24,0.40
53,Buildings,-,94.55,-,89.25,-,69.45,-,60.24,-,39.07
54,Machinery,-,136.28,-,114.06,-,80.73,-,52.76,-,34.6
55,Leasehold Improvements,-,49.34,-,41.41,-,38.77,-,23.02,-,11
