,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
13,Other Intangible Assets,193.57,148.13,142.54,143.54,125.38,126.29,126.96,127.86,125.91,91.82,71.63,72.12,70.71,71.05,71.51,72.01,72.52,73.03,-,74.04
14,Long-Term Deferred Tax Assets,23.73,21.51,25.56,29.21,27.52,27.16,44,41.49,17.75,5.61,3.01,1.74,1.34,1.58,2.08,1.66,1.56,1.45,-,1.54
15,Long-Term Deferred Charges,20.27,14.97,15.78,16.05,16.03,15.83,14.81,14.65,9.81,9.91,10.16,9.17,8.95,5.74,4.69,6.06,11.13,8.97,-,7.85
16,Other Long-Term Assets,269.25,189.73,209.77,177.49,280.14,149.76,126.92,113.28,221.5,128.63,247.98,75.33,95.32,47.61,7.03,7.82,5.14,3.86,-,5.07
17,Total Assets,4006,3763,3639,3779,3494,3241,3323,3397,3219,2842,2630,2458,2315,2262,2343,2303,1157,1016,-,957.65
18,Accounts Payable,380.38,340.8,300.55,307.73,296.05,297.78,293.98,385.99,468.06,366.1,311.54,247.98,186.96,171.81,166.44,152.21,125.01,66.87,-,54.46
19,Accrued Expenses,61.83,66.92,28.36,95.51,51.09,60.58,26.4,97.91,54.34,33.05,13.37,27.99,12.57,14.77,2.82,32.27,20.22,11.51,-,15.56
20,Short-Term Debt,139.67,139.66,-,-,-,-,-,-,-,27.73,19.04,-,-,-,-,-,-,-,-,-
21,Current Portion of Long-Term Debt,13.69,9.72,12.25,0.99,1.9,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,Current Portion of Leases,-,2.65,-,2.66,-,1.88,1.96,1.25,1.14,0.9,0.81,0.27,0.28,0.2,-,-,-,-,-,-
23,Current Income Taxes Payable,19.97,1.25,28.48,13.42,24.91,6.36,40.59,37.64,46.02,19.4,13.9,10.05,2.3,3.59,10.69,7.64,7.17,5.31,-,3.36
24,Current Unearned Revenue,30.83,53.51,29.01,83.64,30.21,32.9,45.52,87.66,125.91,115.9,19.31,7.51,10.68,5.43,12.44,28.45,20.13,5.83,-,-
25,Other Current Liabilities,40.32,35.16,40.34,20.91,18.67,18.95,22.41,22.41,30.61,30.55,12.4,5.81,9.08,5.51,14.1,5.82,3.15,2.34,-,7.27
26,Total Current Liabilities,686.68,649.67,438.98,524.87,422.84,418.48,430.86,632.86,726.09,593.63,390.38,299.62,221.88,201.31,206.49,226.39,175.68,91.86,-,80.66
27,Long-Term Debt,152.52,128.34,92.62,88.86,66.65,35.63,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,Long-Term Leases,0.67,0.92,1.38,1.72,3.32,1.81,2.3,1.36,1.33,1.39,1.35,0.34,0.33,0.18,0.24,-,-,-,-,-
29,Long-Term Unearned Revenue,5.5,5,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30,Long-Term Deferred Tax Liabilities,4.34,9.61,9.92,9.97,10.82,10.55,9.83,9.74,4.7,4.51,4.23,-,-,-,-,-,-,-,-,-
31,Total Liabilities,849.71,793.53,546.91,625.42,503.63,466.47,442.99,643.96,732.13,599.53,395.96,299.96,222.21,201.49,206.73,226.39,175.68,91.86,-,80.66
32,Common Stock,291.79,291.79,288.23,288.23,288.23,288.23,150,150,150,150,150,150,150,150,150,150,112.5,112.5,-,112.5
33,Additional Paid-In Capital,1735,1726,1646,1636,1629,1501,1668,1643,1603,1580,1556,1531,1531,1531,1531,1531,526.88,526.88,-,526.88
34,Retained Earnings,1334,1153,1359,1206,1051,849.86,1042,944.9,720.38,502.91,528.31,476.78,411.36,379.75,454.6,395.73,342.04,284.28,-,237.61
35,Treasury Stock,-228.2,-223.91,-223.74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,Comprehensive Income & Other,0.58,2.01,1.7,1.61,2.19,115.97,0.77,1.15,1.62,0.47,-0.06,-0.05,0.02,-,-,-,-,-,-,-
37,Total Common Equity,3134,2949,3071,3132,2970,2755,2860,2739,2475,2233,2234,2158,2093,2061,2136,2077,981.41,923.66,876.99,876.99
38,Minority Interest,22.05,21.1,20.57,21.57,20.52,19.93,19.79,13.77,12.12,8.7,-,-,-,-,-,-,-,-,-,-
39,Shareholders' Equity,3156,2970,3092,3154,2991,2775,2880,2753,2487,2242,2234,2158,2093,2061,2136,2077,981.41,923.66,876.99,876.99
40,Total Liabilities & Equity,4006,3763,3639,3779,3494,3241,3323,3397,3219,2842,2630,2458,2315,2262,2343,2303,1157,1016,-,957.65
41,Total Debt,306.55,281.29,106.25,94.23,71.87,39.35,4.26,2.61,2.47,30.02,21.21,0.61,0.61,0.37,0.24,-,-,-,-,-
42,Net Cash (Debt),914.69,854.88,1190,1538,1517,1405,1580,1671,1471,1146,1232,1371,1398,1452,1595,1634,512.85,459.3,426.8,426.8
43,Net Cash Growth,-39.69%,-39.17%,-24.70%,-7.94%,3.07%,22.64%,28.31%,21.85%,5.23%,-21.06%,-22.78%,-16.07%,172.64%,216.07%,273.74%,282.78%,-,-,-,-
44,Net Cash Per Share,3.18,2.99,4.05,5.28,5.10,20.43,5.39,5.84,4.91,4.02,4.28,4.87,4.89,5.07,5.56,6.82,2.45,2.10,2.02,2.01
45,Filing Date Shares Outstanding,286.21,286.33,282.77,288.23,288.23,288.23,285,285,285,285,285,285,285,285,285,285,213.75,213.75,211.65,213.75
46,Total Common Shares Outstanding,286.21,286.33,282.77,288.23,288.23,288.23,285,285,285,285,285,285,285,285,285,285,213.75,213.75,211.65,213.75
47,Working Capital,1763,1661,1833,1967,2009,1866,2004,1925,1736,1547,1597,1657,1649,1675,1809,1755,672.4,627.32,-,597.6
48,Book Value Per Share,10.95,10.30,10.86,10.87,10.30,9.56,10.04,9.61,8.68,7.84,7.84,7.57,7.34,7.23,7.49,7.29,4.59,4.32,4.10,4.10
49,Tangible Book Value,2940,2801,2929,2989,2845,2629,2733,2611,2349,2141,2162,2086,2022,1990,2064,2005,908.89,850.63,802.95,802.95
50,Tangible Book Value Per Share,10.27,9.78,10.36,10.37,9.87,9.12,9.59,9.16,8.24,7.51,7.59,7.32,7.09,6.98,7.24,7.03,4.25,3.98,3.76,3.76
51,Buildings,-,271.37,-,209.57,-,162,-,136.78,-,88.26,-,120.06,-,56.78,-,54.87,54.82,-,-,54.82
52,Machinery,-,582.28,-,469.2,-,395.64,-,352.79,-,315.62,-,292.37,-,238.4,-,217.29,214.56,207.18,-,186.94
53,Construction In Progress,-,227.07,-,216.07,-,128.79,-,88.48,-,79.06,-,55.88,-,76.97,-,64.3,45.64,37.7,-,29.07
