,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
23,Net Income to Common,65.31,20.46,45.13,70.19,-45.29,20.06,115.94,50.83,-87.5,254.67,195.81,2682,454.62,81.79,119.55,82.57,396.19,81.05,85.88,85.88
24,Net Income Growth,-,1.99%,-61.08%,38.09%,-,-92.12%,-40.79%,-98.10%,-,211.38%,63.79%,3147.87%,14.75%,0.90%,39.21%,-3.85%,-,-,-,-
25,Shares Outstanding (Basic),128,127,126,128,129,127,128,127,127,127,127,127,106,95,95,96,95,95,95,95
26,Shares Outstanding (Diluted),128,127,126,128,129,127,128,127,127,127,127,127,106,95,95,96,95,95,95,95
27,Shares Change (YoY),-0.32%,0.45%,-1.34%,0.43%,1.17%,-0.25%,0.34%,-0.01%,20.11%,33.37%,33.48%,32.98%,11.00%,0.34%,-0.20%,0.18%,-,-,-,-
28,EPS (Basic),0.51,0.16,0.36,0.55,-0.35,0.16,0.91,0.40,-0.69,2.01,1.54,21.10,4.29,0.86,1.26,0.86,4.15,0.85,0.90,0.90
29,EPS (Diluted),0.51,0.16,0.36,0.55,-0.35,0.16,0.91,0.40,-0.69,2.01,1.54,21.10,4.29,0.86,1.26,0.86,4.15,0.85,0.90,0.90
30,EPS Growth,-,1.54%,-60.55%,37.50%,-,-92.10%,-40.99%,-98.10%,-,133.48%,22.70%,2342.41%,3.38%,0.56%,39.49%,-4.02%,-,-,-,-
31,Free Cash Flow,-,1.87,-13.66,-21.74,-4.76,-17.22,-630.67,-307.21,-426.23,-60.38,252.21,3351,241.74,61.8,220.81,-48.04,404.23,66.85,45.52,45.52
32,Free Cash Flow Per Share,-,0.01,-0.11,-0.17,-0.04,-0.14,-4.94,-2.42,-3.35,-0.48,1.98,26.37,2.28,0.65,2.32,-0.50,4.23,0.70,0.48,0.48
33,Dividend Per Share,-,-,0.400,-,0.400,-,-,-,3.571,-,-,-,1.873,-,-,-,-,-,-,-
34,Dividend Growth,-,-,-,-,-88.80%,-,-,-,90.72%,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,253.70%,45.02%,38.31%,42.11%,24.65%,45.05%,53.93%,51.49%,-,142.38%,22.77%,77.95%,69.26%,57.53%,58.95%,59.56%,74.16%,79.21%,77.52%,77.52%
36,Operating Margin,117.72%,20.37%,-8.75%,10.25%,-14.90%,3.76%,-7.05%,21.84%,-102.54%,103.27%,-28.19%,57.53%,59.83%,45.76%,50.11%,49.00%,65.45%,68.92%,65.30%,65.30%
37,Profit Margin,43.00%,13.19%,38.00%,54.24%,-24.19%,17.95%,139.86%,41.84%,-222.82%,129.50%,43.00%,48.98%,50.11%,43.51%,39.48%,43.19%,54.29%,49.90%,55.83%,55.83%
38,Free Cash Flow Margin,-,1.20%,-11.51%,-16.80%,-2.54%,-15.40%,-760.78%,-252.89%,-1085.38%,-30.71%,55.38%,61.21%,26.64%,32.88%,72.92%,-25.13%,55.40%,41.15%,29.60%,29.60%
39,EBITDA,192.93,45.71,2.3,27.39,-13.78,13.36,4.54,35.69,-31.11,205.77,-119.81,3152,545.51,87.07,154.28,94.74,478.63,112.87,101.35,101.35
40,EBITDA Margin,127.02%,29.47%,1.93%,21.17%,-7.36%,11.95%,5.48%,29.38%,-79.23%,104.64%,-26.31%,57.57%,60.12%,46.32%,50.94%,49.55%,65.59%,69.48%,65.89%,65.89%
41,D&A For EBITDA,14.12,14.12,12.69,14.12,14.12,9.15,10.39,9.15,9.15,2.69,8.55,2.69,2.69,1.06,2.52,1.06,1.06,0.91,0.91,0.91
42,EBIT,178.8,31.59,-10.4,13.27,-27.9,4.21,-5.85,26.53,-40.27,203.09,-128.37,3149,542.82,86.01,151.76,93.68,477.58,111.95,100.44,100.44
43,EBIT Margin,117.72%,20.36%,-8.75%,10.25%,-14.90%,3.76%,-7.05%,21.84%,-102.54%,103.27%,-28.19%,57.53%,59.83%,45.76%,50.11%,49.00%,65.45%,68.92%,65.30%,65.30%
44,Effective Tax Rate,5.44%,-,8.64%,5.67%,-,-,12.14%,10.09%,-,12.01%,-,13.95%,15.20%,8.52%,15.38%,15.57%,14.41%,15.32%,15.33%,15.33%
45,Revenue as Reported,-,-,118.75,129.41,187.22,-,82.9,121.48,39.27,196.65,455.42,5475,907.29,187.97,302.83,191.19,729.69,162.44,153.82,153.82
