,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
33,Treasury Stock,-50.1,-50.1,-11.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,Comprehensive Income & Other,-,-,-,-,-,13.94,-,-,-,-,-,-,-,-,-,-,-,-,-
35,Total Common Equity,2446,2409,2468,2451,2389,1520,1481,1454,-,-,1334,1334,1334,1239,1239,1183,1183,1073,1073
36,Minority Interest,70.1,96.65,92.77,99.28,109.7,107.93,104.16,102.64,-,-,-,129.75,129.75,124.69,124.69,108.93,108.93,91.79,91.79
37,Shareholders' Equity,2516,2506,2561,2551,2498,1628,1585,1557,-,-,1464,1464,1464,1363,1363,1291,1291,1165,1165
38,Total Liabilities & Equity,6948,7025,7089,7036,7460,7348,7351,7306,-,-,-,6743,6743,6597,6597,6302,6302,5790,5790
39,Total Debt,1284,1292,1510,1370,1619,2156,2440,2713,-,-,2456,2456,2456,2306,2306,2208,2208,2139,2139
40,Net Cash (Debt),-403.12,-676.09,-721.98,-862.24,-993.63,-1646,-1862,-2088,-,-,-2101,-2101,-2101,-1927,-1927,-2001,-2001,-1784,-1784
41,Net Cash Per Share,-0.88,-1.33,-1.57,-1.84,-2.38,-3.67,-4.95,-4.83,-,-,-4.98,-5.32,-5.32,-4.80,-4.80,-5.26,-5.26,-4.36,-4.36
42,Filing Date Shares Outstanding,466.96,466.96,469.77,470.6,470.6,400,400,400,352.17,405.32,422.03,400,400,400,400,400,400,400,400
43,Total Common Shares Outstanding,466.96,466.96,469.77,470.6,470.6,400,400,400,352.17,405.32,422.03,400,400,400,400,400,400,400,400
44,Working Capital,1924,1897,1917,1921,2065,1191,1133,1105,-,-,-,1115,1115,1120,1120,1104,1104,996.47,996.47
45,Book Value Per Share,5.24,5.16,5.25,5.21,5.08,3.80,3.70,3.64,-,-,3.34,3.34,3.34,3.10,3.10,2.96,2.96,2.68,2.68
46,Tangible Book Value,2332,2294,2360,2337,2277,1409,1380,1352,-,-,1240,1240,1240,1142,1142,1087,1087,980.86,980.86
47,Tangible Book Value Per Share,4.99,4.91,5.02,4.97,4.84,3.52,3.45,3.38,-,-,3.10,3.10,3.10,2.86,2.86,2.72,2.72,2.45,2.45
48,Buildings,-,510.87,-,510.87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
49,Machinery,-,138.08,-,122.27,-,99.4,94.59,111.44,-,-,-,88.19,88.19,76.26,76.26,59.55,59.55,43.22,43.22
50,Construction In Progress,-,-,-,-,-,394.78,388.27,364.95,-,-,-,94.33,94.33,13.74,13.74,-,-,-,-
