,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
14,Other Non Operating Income (Expenses),0.02,-2.14,-2.91,-1.88,2.07,-6.31,-4.14,-12.37,2.32,-4.41,-4.86,1.45,-3.26,-3.33,-3.33,-3.2,-3.2,-2.37,-2.37
15,EBT Excluding Unusual Items,50.18,38.66,33.92,74.05,59.48,57.22,49.58,24.83,75.33,41.07,45.34,62.33,63.45,52.14,52.14,80.87,80.87,27.32,27.32
16,Gain (Loss) on Sale of Investments,-0.4,-,-,-4.99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,-0.03,0.03,-0.18,-0.05,-0.13,0,-0,0.19,0,0.03,-0,-0.01,-0.01,-0,-0,-,-,-,-
18,Asset Writedown,-5.53,6.81,-6.82,9.83,-9.91,6.32,-7.06,8,-8.21,-0.01,-0,8.47,8.47,-8.46,-8.46,0,0,-0,-0
19,Other Unusual Items,0.73,0.69,0.26,1.73,1.85,-1.85,-,9.23,-0.82,1.04,-0.21,4.58,3.46,1.87,1.87,-0.31,-0.31,0.31,0.31
20,Pretax Income,44.94,46.2,27.18,80.57,51.29,61.7,42.53,42.26,66.3,42.13,45.12,75.37,75.37,45.55,45.55,80.56,80.56,27.63,27.63
21,Income Tax Expense,10.2,3.25,4.7,11.04,22.24,18.34,13.75,12.35,19.92,9.88,11.57,19.09,19.09,11.91,11.91,20.9,20.9,8.21,8.21
22,Earnings From Continuing Operations,34.75,42.95,22.49,69.53,29.05,43.36,28.77,29.91,46.38,32.25,33.56,56.28,56.28,33.64,33.64,59.66,59.66,19.42,19.42
23,Minority Interest in Earnings,2.1,-7.64,5.12,-6.66,-3.97,-3.77,-2.44,0.64,-5.79,-3.8,-8.23,-8.75,-8.75,-5.57,-5.57,-5.05,-5.05,-1.02,-1.02
24,Net Income,36.85,35.31,27.61,62.87,25.08,39.59,26.34,30.55,40.58,28.46,25.32,47.53,47.53,28.08,28.08,54.61,54.61,18.4,18.4
25,Net Income to Common,36.85,35.31,27.61,62.87,25.08,39.59,26.34,30.55,40.58,28.46,25.32,47.53,47.53,28.08,28.08,54.61,54.61,18.4,18.4
26,Net Income Growth,46.92%,-10.80%,4.82%,105.79%,-38.20%,39.13%,4.01%,-35.72%,-14.61%,1.36%,-9.81%,-12.97%,-12.97%,52.60%,52.60%,-,-,-,-
27,Shares Outstanding (Basic),457,508,460,469,417,448,376,432,352,405,422,395,395,401,401,380,380,409,409
28,Shares Outstanding (Diluted),457,508,460,469,417,448,376,432,352,405,422,395,395,401,401,380,380,409,409
29,Shares Change (YoY),9.67%,13.40%,22.28%,8.44%,18.39%,10.49%,-10.85%,9.50%,-10.79%,1.06%,5.22%,3.76%,3.76%,-1.90%,-1.90%,-,-,-,-
30,EPS (Basic),0.08,0.07,0.06,0.13,0.06,0.09,0.07,0.07,0.12,0.07,0.06,0.12,0.12,0.07,0.07,0.14,0.14,0.04,0.04
31,EPS (Diluted),0.08,0.07,0.06,0.13,0.06,0.09,0.07,0.07,0.12,0.07,0.06,0.12,0.12,0.07,0.07,0.14,0.14,0.04,0.04
32,EPS Growth,33.96%,-21.35%,-14.29%,89.77%,-47.80%,25.92%,16.67%,-41.30%,-4.29%,0.29%,-14.29%,-16.12%,-16.12%,55.56%,55.56%,-,-,-,-
33,Free Cash Flow,354,91.34,225.62,248.84,-192.02,239.88,265.67,-185.3,22.71,278.43,98.25,-30.18,-30.18,103.07,103.07,-85.94,-85.94,-59.7,-59.7
34,Free Cash Flow Per Share,0.77,0.18,0.49,0.53,-0.46,0.54,0.71,-0.43,0.06,0.69,0.23,-0.08,-0.08,0.26,0.26,-0.23,-0.23,-0.15,-0.15
35,Dividend Per Share,-,-,-,0.118,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,Gross Margin,10.87%,9.72%,10.52%,9.45%,12.32%,11.84%,12.01%,13.37%,12.63%,13.32%,12.60%,20.76%,20.76%,10.09%,10.09%,10.04%,10.04%,10.39%,10.39%
37,Operating Margin,3.49%,2.84%,3.12%,5.19%,4.01%,4.16%,4.55%,4.50%,5.32%,5.06%,5.32%,9.24%,9.82%,4.50%,4.50%,5.45%,5.45%,4.23%,4.23%
38,Profit Margin,2.02%,1.82%,1.61%,3.65%,1.33%,1.88%,1.49%,2.08%,2.16%,1.92%,1.65%,4.73%,4.73%,1.46%,1.46%,2.64%,2.64%,1.30%,1.30%
39,Free Cash Flow Margin,19.45%,4.70%,13.16%,14.45%,-10.18%,11.38%,15.03%,-12.63%,1.21%,18.80%,6.39%,-3.00%,-3.00%,5.37%,5.37%,-4.15%,-4.15%,-4.23%,-4.23%
40,EBITDA,70.85,65.83,60.68,96.68,83.63,95.7,88.36,76.39,110.28,85.44,92.49,94.46,107.15,95.06,95.06,117.73,117.73,64.41,64.41
41,EBITDA Margin,3.89%,3.39%,3.54%,5.61%,4.44%,4.54%,5.00%,5.21%,5.88%,5.77%,6.02%,9.39%,10.66%,4.96%,4.96%,5.69%,5.69%,4.57%,4.57%
42,D&A For EBITDA,7.23,10.69,7.23,7.23,7.96,7.96,7.97,10.39,10.56,10.56,10.77,1.52,8.39,8.69,8.69,5,5,4.66,4.66
43,EBIT,63.61,55.14,53.45,89.45,75.67,87.74,80.39,65.99,99.72,74.88,81.72,92.94,98.76,86.37,86.37,112.73,112.73,59.75,59.75
44,EBIT Margin,3.49%,2.84%,3.12%,5.19%,4.01%,4.16%,4.55%,4.50%,5.32%,5.06%,5.32%,9.24%,9.82%,4.50%,4.50%,5.45%,5.45%,4.23%,4.23%
45,Effective Tax Rate,22.69%,7.03%,17.28%,13.70%,43.36%,29.73%,32.34%,29.22%,30.05%,23.44%,25.64%,25.33%,25.33%,26.15%,26.15%,25.94%,25.94%,29.72%,29.72%
46,Revenue as Reported,1821,1945,1714,1722,1885,2108,1768,1467,1875,3018,-,-,-,-,-,-,-,-,-
