,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
18,Accrued Expenses,10.06,10.04,7.24,12.92,7.22,11.21,5.65,11.64,8.07,8.65,5.24,8.86,7.78,10.36,-,13.53,-,11.03,11.03
19,Short-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,79
20,Current Portion of Leases,1.51,1.51,1.51,1.51,0.51,0.7,1.04,0.97,-,-,-,-,-,-,-,-,-,-,-
21,Current Income Taxes Payable,5.69,11.79,9.76,14.27,21.23,19.41,10.52,18.14,17.02,12.03,20.45,12.84,18.85,9.41,-,21.61,-,19.13,19.13
22,Current Unearned Revenue,15.59,9.86,10.42,15.01,12.69,17.19,27.97,69.72,10.78,11.34,10.52,6.34,4.21,11.53,-,14.03,-,15.12,15.12
23,Other Current Liabilities,6.55,8.57,12.68,13.74,30.31,41.99,46.36,25.82,16.91,23.2,30.49,38.84,31.84,17.07,-,13.04,-,11.48,11.48
24,Total Current Liabilities,128.36,126.96,133.34,175.14,159.87,185.67,151.74,208.91,79.32,100.5,105.83,103.01,100.24,88.7,-,99.09,-,183.67,183.67
25,Long-Term Leases,3.72,4.06,4.41,5.15,6.43,6.43,6.43,6.43,-,-,-,-,-,-,-,-,-,-,-
26,Long-Term Unearned Revenue,2.07,2.08,2.09,2.1,0.2,0.2,0.21,0.22,0.25,0.26,0.27,0.28,0.29,0.31,-,0.34,-,0.37,0.37
27,Long-Term Deferred Tax Liabilities,7.49,7.49,7.49,7.49,5.66,5.66,5.66,6.7,4.24,4.24,4.24,4.24,4.45,4.66,-,3.43,-,3.75,3.75
28,Total Liabilities,141.64,140.6,147.33,189.89,172.16,197.96,164.04,222.26,83.81,105.01,110.34,107.53,104.98,93.66,-,102.85,-,187.79,187.79
29,Common Stock,288,288,288,288,288,288,240,240,240,240,240,240,180,180,-,180,-,180,180
30,Additional Paid-In Capital,1757,1757,-,1757,1757,1757,1805,1805,1805,1805,1805,1805,463.78,463.78,-,463.78,-,463.78,463.78
31,Retained Earnings,248.59,242.43,349.55,312.17,280.5,249.03,271.91,232.06,184.81,232.66,206.23,178.26,155.97,124.61,-,56.61,-,-19.4,-19.4
32,Comprehensive Income & Other,2.32,1.28,1757,-,1.71,1.01,0.32,-,-,-,-,-,-,-,-,-,-,-,-
33,Shareholders' Equity,2295,2288,2395,2357,2327,2295,2317,2277,2229,2277,2251,2223,799.75,768.39,700.39,700.39,624.38,624.38,624.38
34,Total Liabilities & Equity,2437,2429,2542,2547,2499,2493,2481,2499,2313,2382,2361,2330,904.73,862.05,-,803.25,-,812.16,812.16
35,Total Debt,5.22,5.57,5.92,6.66,6.94,7.13,7.47,7.4,-,-,-,-,-,-,-,-,79,79,79
36,Net Cash (Debt),1612,1615,1776,1817,1848,1849,1922,1955,1889,1944,1912,1860,412.54,394.85,345.52,345.52,332.31,332.31,332.31
37,Net Cash Growth,-12.75%,-12.63%,-7.58%,-7.04%,-2.20%,-4.90%,0.52%,5.10%,357.98%,392.31%,453.46%,438.28%,24.14%,18.82%,3.97%,-,-,-,-
38,Net Cash Per Share,5.55,5.70,6.18,6.31,6.43,6.28,6.74,7.22,6.29,6.63,6.84,8.93,1.87,1.88,1.58,1.57,1.55,1.53,1.53
39,Filing Date Shares Outstanding,288,288,288,288,288,288,288,288,288,288,288,288,216,216,219.13,216,214.43,216,216
40,Total Common Shares Outstanding,288,288,288,288,288,288,288,288,288,288,288,288,216,216,219.13,216,214.43,216,216
41,Working Capital,1748,1774,1929,1924,1959,1957,2046,2018,2016,2081,2057,2026,601.97,572.14,-,504.57,-,424.33,424.33
42,Book Value Per Share,7.97,7.95,8.32,8.18,8.08,7.97,8.04,7.90,7.74,7.91,7.82,7.72,3.70,3.56,3.24,3.24,2.89,2.89,2.89
43,Tangible Book Value,2226,2218,2324,2286,2255,2222,2244,2203,2156,2211,2185,2156,732.6,707.84,638.94,638.94,562.28,562.28,562.28
44,Tangible Book Value Per Share,7.73,7.70,8.07,7.94,7.83,7.72,7.79,7.65,7.49,7.68,7.59,7.49,3.39,3.28,2.96,2.96,2.60,2.60,2.60
45,Buildings,-,114.69,-,114.69,-,107.54,-,107.54,-,99.84,-,103.36,95.95,95.95,-,96.62,-,95.97,95.97
46,Machinery,-,189.34,-,185.73,-,180.43,-,180.96,-,182.58,-,173.8,181.54,179.53,-,175.42,-,174.13,174.13
47,Construction In Progress,-,312.05,-,228.77,-,112.9,-,51.56,-,4.21,-,2.17,4.11,0.26,-,-,-,-,-
