,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
31,Free Cash Flow,-10.33,-16.95,-42.89,-34.29,-0.48,16.81,-31.51,67.91,17.02,31.85,58.07,40.38,15.13,25.06,22.35,38.37,-21.95,45.93,45.93
32,Free Cash Flow Per Share,-0.04,-0.06,-0.15,-0.12,-0.00,0.06,-0.11,0.25,0.06,0.11,0.21,0.19,0.07,0.12,0.10,0.17,-0.10,0.21,0.21
33,Dividend Per Share,-,-,-,0.480,-,-,-,0.333,-,-,-,0.250,-,-,-,-,-,-,-
34,Dividend Growth,-,-,-,44.01%,-,-,-,33.32%,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,15.96%,32.68%,37.92%,36.86%,45.59%,45.39%,32.22%,25.49%,37.21%,21.97%,29.76%,25.62%,36.92%,29.91%,43.07%,47.27%,51.95%,50.02%,50.02%
36,Operating Margin,-10.70%,9.84%,18.12%,13.78%,19.02%,32.65%,19.68%,19.02%,10.72%,10.51%,15.67%,7.75%,25.48%,23.23%,30.03%,29.96%,34.96%,35.39%,35.39%
37,Profit Margin,6.69%,29.97%,27.08%,26.21%,23.03%,34.41%,20.65%,27.91%,22.94%,23.57%,21.81%,18.23%,22.16%,20.19%,30.19%,22.63%,29.15%,31.31%,31.31%
38,Free Cash Flow Margin,-11.21%,-16.33%,-31.07%,-28.44%,-0.35%,7.91%,-16.30%,40.12%,16.17%,28.40%,45.28%,33.03%,10.69%,16.08%,18.47%,22.52%,-17.08%,31.24%,31.24%
39,EBITDA,-4.8,15.13,30.08,21.68,31.09,74.53,43.13,37.28,16.13,16.75,24.94,14.34,40.95,41.01,40.87,56.28,49.71,56.13,56.13
40,EBITDA Margin,-5.21%,14.58%,21.79%,17.98%,22.75%,35.08%,22.31%,22.03%,15.32%,14.94%,19.44%,11.73%,28.93%,26.31%,33.79%,33.04%,38.67%,38.18%,38.18%
41,D&A For EBITDA,5.06,4.92,5.06,5.06,5.09,5.16,5.09,5.09,4.84,4.97,4.84,4.86,4.88,4.81,4.55,5.24,4.76,4.09,4.09
42,EBIT,-9.85,10.21,25.02,16.62,26,69.37,38.03,32.19,11.28,11.78,20.09,9.48,36.06,36.2,36.33,51.04,44.94,52.03,52.03
43,EBIT Margin,-10.70%,9.84%,18.12%,13.78%,19.02%,32.65%,19.68%,19.02%,10.72%,10.51%,15.67%,7.75%,25.48%,23.23%,30.03%,29.96%,34.96%,35.39%,35.39%
44,Effective Tax Rate,-,14.90%,15.66%,1.34%,15.25%,14.69%,16.72%,12.32%,14.38%,16.38%,17.12%,10.56%,17.38%,13.85%,8.16%,20.82%,7.10%,16.02%,16.02%
45,Revenue as Reported,92.13,103.81,138.06,120.58,136.69,212.47,193.29,169.25,105.28,112.13,128.25,122.28,141.52,155.85,120.98,170.36,422.56,-,-
