,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q2 2017,Q1 2017,Q2 2016,Q1 2016
13,Goodwill,0.81,0.81,0.81,0.81,0.81,0.81,-,0.81,-,-,-,0.81,0.81,0.81,0.81,-,-,-,-
14,Other Intangible Assets,693.28,12.84,10.35,9.36,0.21,-,-,0,-,-,-,0.12,0.12,0.17,0.17,11.74,11.74,-,-
15,Long-Term Deferred Tax Assets,32.87,26.17,27.57,28.33,23.23,20.03,-,16.63,-,-,-,9.87,9.87,9.21,9.21,0.89,0.89,-,-
16,Long-Term Deferred Charges,6.11,5.7,5.95,4.96,0.46,0.55,-,0.72,-,-,-,1.21,1.21,1.43,1.43,2.32,2.32,-,-
17,Other Long-Term Assets,3.23,132.1,-,0.11,3.67,0.17,-,0.25,-,-,-,136.88,136.88,136.74,136.74,-,-,-,-
18,Total Assets,2872,2408,2157,2048,2013,2137,-,1126,-,-,-,605.18,605.18,546.15,546.15,170.73,170.73,-,-
19,Accounts Payable,107.96,65.62,83.66,85.26,104,2.28,-,136.8,-,-,-,5.12,5.12,3.68,3.68,27.18,27.18,-,-
20,Accrued Expenses,6.58,30.59,6.58,25.79,5.71,121.3,-,24.74,-,-,-,55.58,55.58,74.65,74.65,1.79,1.79,-,-
21,Short-Term Debt,669.35,416.45,229.99,103.12,135.12,255.26,-,197.45,-,-,-,25.03,25.03,24.33,24.33,2,2,-,-
22,Current Portion of Long-Term Debt,-,-,1.53,-,0.37,6.65,-,6.48,-,-,-,5.82,5.82,5.66,5.66,-,-,-,-
23,Current Portion of Leases,1.55,1.53,-,1.46,-,0.4,-,0.48,-,-,-,-,-,-,-,-,-,-,-
24,Current Income Taxes Payable,26.5,7.67,26.72,11.63,21.53,8.71,-,12.39,-,-,-,3.92,3.92,1.48,1.48,5.03,5.03,-,-
25,Current Unearned Revenue,28.06,25.17,20.23,48.61,33.3,17.67,-,16.14,-,-,-,19.52,19.52,9.63,9.63,-,-,-,-
26,Other Current Liabilities,105.46,11.24,17.07,13.09,6.29,3.36,-,3.21,-,-,-,1.89,1.89,1.34,1.34,8.68,8.68,-,-
27,Total Current Liabilities,945.46,558.25,385.77,288.97,306.33,415.63,-,397.69,-,-,-,116.89,116.89,120.79,120.79,44.69,44.69,-,-
28,Long-Term Debt,82.07,84.08,43.57,56.62,67.26,108.81,-,76.06,-,-,-,70.04,70.04,58.42,58.42,-,-,-,-
29,Long-Term Leases,2.69,3.17,4.26,4.05,-,0.03,-,0.21,-,-,-,-,-,-,-,-,-,-,-
30,Long-Term Deferred Tax Liabilities,0.83,0.89,0.45,0.85,0.08,0.08,-,0.14,-,-,-,-,-,-,-,-,-,-,-
31,Total Liabilities,1031,646.39,434.05,350.49,373.66,524.55,-,474.1,-,-,-,186.93,186.93,179.21,179.21,44.69,44.69,-,-
32,Common Stock,220.39,220.39,169.58,169.58,169.58,169.58,-,127.18,-,-,-,127.18,127.18,127.18,127.18,68.43,68.43,-,-
33,Additional Paid-In Capital,873.7,871.85,926.25,927.91,919.77,918.96,-,63.74,-,-,-,57.24,57.24,55.61,55.61,25.74,25.74,-,-
34,Retained Earnings,668.65,648.99,636.59,604.08,551.92,524.75,-,461.99,-,-,-,230.44,230.44,180.86,180.86,31.87,31.87,-,-
35,Treasury Stock,-36.27,-15.79,-5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,Comprehensive Income & Other,-11.95,-11.95,-11.95,-11.95,-8.79,-8.79,-,-8.79,-,-,-,-5.21,-5.21,-5.61,-5.61,-,-,-,-
37,Total Common Equity,1715,1713,1715,1690,1632,1605,644.12,644.12,-,-,519.54,409.65,409.65,358.05,358.05,126.04,126.04,-,56.9
38,Minority Interest,126.77,48.18,7.82,8,6.77,7.55,-,7.47,-,-,-,8.6,8.6,8.9,8.9,-,-,-,-
39,Shareholders' Equity,1841,1762,1723,1698,1639,1612,651.59,651.59,-,-,528.25,418.25,418.25,366.95,366.95,126.04,126.04,-,56.9
40,Total Liabilities & Equity,2872,2408,2157,2048,2013,2137,-,1126,-,-,-,605.18,605.18,546.15,546.15,170.73,170.73,-,-
41,Total Debt,755.66,505.23,279.35,165.26,202.75,371.15,280.68,280.68,-,-,208.66,100.89,100.89,88.42,88.42,2,2,-,-
42,Net Cash (Debt),-698.14,-32.84,106.73,293.4,282.39,436.79,-263.81,-263.81,-,-,-110.76,-26.75,-26.75,-12.32,-12.32,11.52,11.52,-,15.06
43,Net Cash Per Share,-3.20,-0.15,0.48,1.33,2.40,1.54,-1.60,-1.57,-,-,-0.66,-0.16,-0.16,-0.08,-0.08,0.17,0.17,-,0.48
44,Filing Date Shares Outstanding,218.67,219.67,220.25,220.46,220.46,220.46,165.32,165.34,161.61,166.86,166.86,165.34,165.34,165.34,165.34,67.21,67.21,31.07,31.07
45,Total Common Shares Outstanding,218.67,219.67,220.25,220.46,220.46,220.46,165.32,165.34,161.61,166.86,166.86,165.34,165.34,165.34,165.34,67.21,67.21,31.07,31.07
46,Working Capital,959.18,1441,1506,1493,1475,1555,-,566.65,-,-,-,329.16,329.16,266.83,266.83,95.92,95.92,-,-
47,Book Value Per Share,7.84,7.80,7.79,7.66,7.40,7.28,3.90,3.90,-,-,3.15,2.48,2.48,2.17,2.17,1.88,1.88,-,2.01
48,Tangible Book Value,1020,1700,1704,1679,1631,1604,643.31,643.31,-,-,518.7,408.72,408.72,357.06,357.06,114.31,114.31,-,49.75
49,Tangible Book Value Per Share,4.67,7.74,7.74,7.62,7.40,7.27,3.89,3.89,-,-,3.15,2.47,2.47,2.16,2.16,1.70,1.70,-,1.76
50,Buildings,-,212.28,-,200.02,-,139.38,-,139.38,-,-,-,-,-,-,-,-,-,-,-
51,Machinery,-,10.79,-,9,-,7.74,-,7.7,-,-,-,4.61,4.61,4.63,4.63,-,-,-,-
