,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
17,Other Long-Term Assets,25.89,21.81,23.13,10.52,9.81,7.03,9.16,10.24,40.55,34.32,70.21,65.31,168.19,118.26,69.72,41.18,-,2.81,-,4.8
18,Total Assets,2064,2013,2035,2028,1993,1947,1461,1430,1408,1438,1486,1427,1379,1346,1389,1355,489.14,442.28,-,448.12
19,Accounts Payable,125.51,136.73,140.57,148.07,155.21,143.61,118.16,95.88,93.65,122.07,133.9,113.01,88.62,82.37,83.89,68.08,47.87,37.28,-,49.79
20,Accrued Expenses,9.66,14,6.46,17.12,6.3,11.28,5.29,14.46,5.39,11.2,4.49,13.73,6.02,8.07,3.61,13.19,5.29,7.41,-,9.69
21,Short-Term Debt,17.9,26.9,9,20.25,16.15,13.89,11.47,10.82,-,-,-,-,-,-,-,-,-,-,-,-
22,Current Portion of Leases,0.32,0.32,0.32,0.38,0.23,1.15,0.23,0.23,0.4,0.4,0.4,0.64,-,-,-,-,-,-,-,-
23,Current Income Taxes Payable,10.89,7.26,8.95,6.24,12.59,6.33,6.98,6.4,11.58,5.05,7.91,5.15,6.21,6.62,5.7,5.53,10.24,7.18,-,5.59
24,Current Unearned Revenue,2.28,2.63,1.75,1.65,3.99,4.14,6.33,2.01,4.28,11.73,7.89,3.28,6.22,4.46,8.81,5,-,2.29,-,-
25,Other Current Liabilities,1.94,5.88,2.3,1.59,2.34,3.4,1.81,0.89,1.87,6.67,8.6,1.56,4.84,1.07,1.75,5.37,6.11,1.1,-,3.21
26,Total Current Liabilities,168.49,193.72,169.36,195.29,196.81,183.79,150.27,130.69,117.17,157.1,163.19,137.37,111.92,102.59,103.76,97.16,69.52,55.26,-,68.28
27,Long-Term Debt,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,Long-Term Leases,0.12,0.15,0.18,0.4,0.8,0.32,0.24,0.49,0.31,0.71,0.7,0.7,0.93,0.66,-,-,-,-,-,-
29,Long-Term Unearned Revenue,2.47,2.53,2.59,2.65,2.71,2.77,2.83,2.89,2.95,3.01,3.07,3.15,3.21,3.28,3.34,3.4,3.42,3.48,-,3.76
30,Long-Term Deferred Tax Liabilities,3.44,3.85,4.14,4.4,1.5,2.68,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,Total Liabilities,208.53,200.25,176.27,202.75,201.83,189.56,153.34,134.07,120.42,160.82,166.96,141.22,116.05,106.53,107.1,100.56,72.94,58.74,-,72.05
32,Common Stock,177.83,176.3,176.3,176.3,176.3,176.3,144,144,144,144,144,144,144,144,72,72,54,54,-,54
33,Additional Paid-In Capital,1333,1318,1313,1305,1294,1294,877.17,877.17,877.17,877.17,877.17,877.17,877.17,877.17,949.17,949.17,70.84,155.26,-,155.26
34,Retained Earnings,317.4,291.93,350.45,324.64,299.37,265.93,266.86,253.95,244.61,237.53,284.14,264.65,241.31,218.34,260.87,233.4,291.35,174.29,-,166.81
35,Comprehensive Income & Other,1.72,1.78,1.83,2.32,2.6,2.65,1.74,2.19,2.84,0.98,0,-,-,-,-,-,-,-,-,-
36,Total Common Equity,1830,1788,1841,1808,1772,1739,1290,1277,1269,1260,1305,1286,1262,1240,1282,1255,416.19,383.55,376.07,376.07
37,Minority Interest,26.12,24.67,16.91,17.6,18.5,18.6,18.32,18.4,18.55,17.88,13.25,-,-,-,-,-,-,-,-,-
38,Shareholders' Equity,1856,1813,1858,1826,1791,1757,1308,1296,1287,1278,1319,1286,1262,1240,1282,1255,416.19,383.55,376.07,376.07
39,Total Liabilities & Equity,2064,2013,2035,2028,1993,1947,1461,1430,1408,1438,1486,1427,1379,1346,1389,1355,489.14,442.28,-,448.12
40,Total Debt,52.34,27.37,9.5,21.03,17.19,15.36,11.94,11.54,0.71,1.12,1.1,1.35,0.93,0.66,-,-,-,-,-,-
41,Net Cash (Debt),387.52,349.63,409.58,434.77,427.35,432.32,398.48,393.89,426.61,477.63,536.06,615.92,637.6,705.15,786.26,874.15,87.14,84.66,104.15,104.15
42,Net Cash Growth,-9.32%,-19.13%,2.79%,10.38%,0.17%,-9.49%,-25.67%,-36.05%,-33.09%,-32.27%,-31.82%,-29.54%,631.69%,732.93%,654.95%,739.34%,-,-,-,-
43,Net Cash Per Share,2.28,1.89,2.38,2.53,2.34,2.92,2.78,2.89,2.96,3.32,3.72,4.35,4.33,5.03,5.44,6.77,0.80,1.05,0.77,0.96
44,Filing Date Shares Outstanding,177.83,176.3,176.3,176.3,176.3,176.3,144,144,144,144,144,144,144,144,144,144,108,80.68,134.92,108.81
45,Total Common Shares Outstanding,177.83,176.3,176.3,176.3,176.3,176.3,144,144,144,144,144,144,144,144,144,144,108,80.68,134.92,108.81
46,Working Capital,836.22,759.43,826.96,815.36,793.09,752.4,609.93,599.86,635.16,643.42,720.18,760.45,838.21,891.97,1002,1021,252.89,231.56,-,240.3
47,Book Value Per Share,10.29,10.14,10.45,10.26,10.05,9.86,8.96,8.87,8.81,8.75,9.06,8.93,8.77,8.61,8.90,8.71,3.85,3.55,3.46,3.46
48,Tangible Book Value,1550,1507,1563,1528,1490,1454,1271,1258,1249,1240,1285,1274,1251,1228,1271,1244,405.44,372.65,364.87,364.87
49,Tangible Book Value Per Share,8.72,8.55,8.86,8.67,8.45,8.25,8.82,8.74,8.67,8.61,8.93,8.85,8.69,8.53,8.83,8.64,3.75,3.45,3.35,3.35
50,Buildings,-,429.03,-,297.35,-,287.64,-,259.3,-,253.94,-,57.12,-,57.12,-,57.12,-,57.12,-,57.12
51,Machinery,-,456.89,-,448.59,-,443.36,-,392.88,-,377.87,-,139.17,-,130.2,-,118.52,-,100.98,-,95.27
52,Construction In Progress,-,60.73,-,142.68,-,124.24,-,113.52,-,23.36,-,314.46,-,87.26,-,63.86,-,34.09,-,18.05
