,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
38,Shareholders' Equity,1229,1153,1079,992.36,854.03,796.09,1148,1060,892.72,846.32
39,Total Liabilities & Equity,2363,2280,2143,2221,2177,2293,2635,2549,1622,1386
40,Total Debt,99.06,114.94,141.67,165.35,234.21,423.03,525.21,526.86,267.14,117.29
41,Net Cash (Debt),889.37,869.56,728.03,692.46,675.23,786.19,1005,979.31,720.8,705.6
42,Net Cash Growth,22.16%,25.58%,7.82%,-11.92%,-32.84%,-19.72%,39.49%,38.79%,-26.89%,255.37%
43,Net Cash Per Share,1.22,1.20,1.00,0.95,0.93,1.08,1.38,1.35,0.99,0.97
44,Filing Date Shares Outstanding,726.25,726.25,726.25,726.25,726.25,726.25,726.25,726.25,726.25,726.25
45,Total Common Shares Outstanding,726.25,726.25,726.25,726.25,726.25,726.25,726.25,726.25,726.25,726.25
46,Working Capital,754.52,658.8,535.9,476.06,336.53,295.92,771.73,602.34,645.12,508.07
47,Book Value Per Share,1.63,1.52,1.39,1.28,1.10,1.03,1.54,1.43,1.23,1.16
48,Tangible Book Value,1010,922.38,785.68,701.5,565.08,504.27,735.59,735.16,883.77,837.26
49,Tangible Book Value Per Share,1.39,1.27,1.08,0.97,0.78,0.69,1.01,1.01,1.22,1.15
50,Buildings,-,19.54,-,14.61,-,14.11,-,12.94,-,0.61
51,Machinery,-,49.81,-,45.61,-,43.16,-,39.96,-,25.55
52,Leasehold Improvements,-,19.52,-,16.16,-,16.16,-,19.63,-,12.68
