,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
33,Dividend Per Share,-,-,-,0.480,-,-,-,0.300,-,-,-,-,-,-,-
34,Dividend Growth,-,-,-,60.00%,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,21.76%,17.67%,19.11%,15.33%,22.42%,20.59%,20.10%,20.40%,23.83%,17.82%,19.91%,20.19%,22.60%,20.30%,20.30%
36,Operating Margin,7.61%,1.62%,0.02%,-0.56%,4.54%,3.95%,1.04%,-5.65%,10.18%,6.02%,6.59%,6.37%,9.96%,6.63%,6.63%
37,Profit Margin,3.41%,1.84%,0.32%,-0.41%,2.49%,2.36%,0.20%,1.31%,6.35%,4.40%,5.64%,8.13%,8.66%,6.90%,6.90%
38,Free Cash Flow Margin,-6.24%,-11.83%,-42.07%,-15.70%,-25.82%,-32.33%,-35.25%,-12.47%,2.37%,-24.52%,-7.14%,-11.40%,-6.62%,-16.57%,-16.57%
39,EBITDA,153.57,87.33,42.12,33.37,88.69,73.18,38.22,-12.65,119.43,89.71,69.08,74.68,98.33,71.74,71.74
40,EBITDA Margin,10.46%,6.60%,4.24%,2.17%,6.92%,7.44%,5.16%,-1.65%,12.19%,8.86%,9.22%,8.66%,12.09%,8.74%,8.74%
41,D&A For EBITDA,41.91,65.94,41.91,41.91,30.56,34.34,30.56,30.56,19.7,28.82,19.7,19.7,17.32,17.32,17.32
42,EBIT,111.66,21.39,0.21,-8.54,58.14,38.84,7.67,-43.21,99.74,60.89,49.39,54.98,81.01,54.42,54.42
43,EBIT Margin,7.61%,1.62%,0.02%,-0.56%,4.54%,3.95%,1.04%,-5.65%,10.18%,6.02%,6.59%,6.37%,9.96%,6.63%,6.63%
44,Effective Tax Rate,-,-,-,-,-,-,-,-,11.10%,-,-,0.81%,-,11.55%,11.55%
45,Revenue as Reported,1468,1322,993.59,1535,1282,983.92,740.44,764.35,979.86,1012,749.44,862.59,813.53,820.94,820.94
