,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
25,Total Current Liabilities,-,207.6,166.1,154.38,163.56,151.58,127.29,141.74,233.58,267.19,221.64,186.79,173.18,158.11,182.23,135.82,115.65,121.59,113.66,-
26,Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.5,5.5,-
27,Long-Term Leases,-,7.85,8.76,9,11.11,18.33,20.32,14.77,15.33,15.99,5.22,-,-,-,-,-,-,-,-,-
28,Long-Term Unearned Revenue,-,82.92,43.29,45.04,43.13,45.16,47.19,49.23,34.57,31,32.42,31.17,31.06,30.93,26.97,27.49,27.93,27.67,27.95,-
29,Long-Term Deferred Tax Liabilities,-,1.89,1.91,2,2.06,2.15,2.2,2.27,2.31,-,-,-,-,-,0.11,0.38,-,-,-,-
30,Other Long-Term Liabilities,-,0.84,1.54,2.97,3.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,Total Liabilities,-,301.1,221.6,213.4,223.23,217.22,197,208.01,285.78,314.18,259.27,217.96,204.24,189.04,209.3,163.69,143.58,152.76,147.11,-
32,Common Stock,-,138.73,138.73,99.09,98.84,98.84,98.84,98.84,98.84,85.48,85.14,85.14,85.14,85.14,85.14,85.14,85.14,63.85,63.85,-
33,Additional Paid-In Capital,-,1254,1250,1287,1282,1287,1286,1285,1283,508.03,497.41,493.31,489.21,485.41,484.2,484.2,484.2,127.27,127.27,-
34,Retained Earnings,-,374.97,345.93,364.41,346.17,332.64,324.63,382.01,348.79,316.75,267.83,263.64,231.41,208.21,179.3,186.66,164.6,145.95,127.26,-
35,Comprehensive Income & Other,-,2.79,-0.86,-1.07,-0.24,-0.08,-0.05,0,0.36,0.02,-,-,-,-,-,-,-,-,-,-
36,Shareholders' Equity,1771,1771,1734,1749,1727,1719,1709,1766,1731,910.27,850.38,842.09,805.76,778.76,748.64,756,733.94,337.06,318.38,282.98
37,Total Liabilities & Equity,-,2072,1956,1963,1950,1936,1906,1974,2017,1224,1110,1060,1010,967.8,957.94,919.69,877.51,489.82,465.49,-
38,Total Debt,13.97,13.97,14.71,16.5,18.64,20.37,22.37,19.37,89.25,89.74,27,-,16.02,31.03,35.04,35.04,35.04,23.5,7.51,12.52
39,Net Cash (Debt),115.35,115.35,500.91,204.13,622.05,653.48,714.04,806.24,854.68,18.43,106.79,157.85,213.26,234.04,250.94,325.53,352.97,-18.87,4.79,35.17
40,Net Cash Growth,-81.46%,-82.35%,-29.85%,-74.68%,-27.22%,3446.68%,568.61%,410.77%,300.76%,-92.13%,-57.44%,-51.51%,-39.58%,-,5140.12%,825.64%,-,-,-,-
41,Net Cash Per Share,0.79,0.83,3.79,1.44,4.39,4.72,5.20,5.90,6.80,0.15,0.90,1.33,1.78,1.97,2.08,2.74,3.46,-0.25,0.05,0.39
42,Filing Date Shares Outstanding,138.73,138.73,138.73,138.73,138.37,138.37,138.37,138.37,138.37,119.67,119.2,119.2,119.2,119.2,119.2,119.2,119.2,89.39,89.39,90.01
43,Total Common Shares Outstanding,138.73,138.73,138.73,138.73,138.37,138.37,138.37,138.37,138.37,119.67,119.2,119.2,119.2,119.2,119.2,119.2,119.2,89.39,89.39,90.01
44,Working Capital,-,1009,993.07,1045,1054,1130,1148,1255,1252,445.04,447.41,476.78,470.79,491.14,491.61,533.15,525.18,134.97,129.33,-
45,Book Value Per Share,12.77,12.77,12.50,12.61,12.48,12.42,12.35,12.76,12.51,7.61,7.13,7.06,6.76,6.53,6.28,6.34,6.16,3.77,3.56,3.17
46,Tangible Book Value,1637,1637,1600,1614,1653,1644,1634,1692,1658,836.15,806.22,797.61,760.97,733.66,703.26,710.31,687.94,290.75,271.9,236.19
47,Tangible Book Value Per Share,11.80,11.80,11.53,11.64,11.94,11.88,11.81,12.23,11.98,6.99,6.76,6.69,6.38,6.16,5.90,5.96,5.77,3.25,3.04,2.64
48,Buildings,-,-,192.59,-,192.69,-,192.7,-,190.42,-,97.55,-,97.5,-,75.98,-,57.04,56.2,55.36,-
49,Machinery,-,-,450.58,-,418.16,-,385.43,-,335.33,-,289.95,-,237.59,-,190.55,-,156.14,149.43,138.3,-
50,Construction In Progress,-,-,173.02,-,116.49,-,52.98,-,7.78,-,85.61,-,54.01,-,27.79,-,26.38,21.6,24.1,-
