,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
40,Shareholders' Equity,3189,3069,2997,2849,2758,2748,2555,2451,2351,2274
41,Total Liabilities & Equity,5102,5019,4743,4725,4471,4777,3906,3865,3751,3997
42,Total Debt,326.89,243.55,135.76,212.76,204.63,233.95,109.2,117.04,121.44,116.54
43,Net Cash (Debt),255.85,347.07,293.98,501.93,318.04,571.95,494.68,647.19,456.58,577.59
44,Net Cash Growth,-12.97%,-30.85%,-7.56%,-12.24%,-35.71%,-11.63%,8.34%,12.05%,-4.42%,-26.44%
45,Net Cash Per Share,0.26,0.35,0.29,0.50,0.32,0.57,0.50,0.65,0.46,0.57
46,Filing Date Shares Outstanding,1006,1006,1006,1006,1006,1006,1007,1007,1007,1007
47,Total Common Shares Outstanding,1006,1006,1006,1006,1006,1006,1007,1007,1007,1007
48,Working Capital,1053,1015,1007,906.59,710.95,690.54,922.26,764.98,713.22,510.8
49,Book Value Per Share,3.14,3.03,2.95,2.82,2.73,2.73,2.54,2.43,2.33,2.26
50,Tangible Book Value,2657,2512,2405,2251,1955,1942,1872,1754,1593,1501
51,Tangible Book Value Per Share,2.64,2.50,2.39,2.24,1.94,1.93,1.86,1.74,1.58,1.49
52,Machinery,-,436.66,-,354.49,-,269.64,-,263.52,-,255.88
53,Construction In Progress,-,121.09,-,96.26,-,139.76,-,10.35,-,-
