,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2020,Q3 2020,Q2 2020,Q1 2020
13,Currency Exchange Gain (Loss),-12.5,12.5,-,12.03,-8.61,8.61,-,21.69,-11.53,5.77,5.77,-7.15,-7.15,1.12,1.12
14,Other Non Operating Income (Expenses),6.83,-4.79,4.02,-11.62,9.68,4.71,-3.83,-27.89,25.62,0.52,0.52,-0.5,-0.5,-0.37,-0.37
15,EBT Excluding Unusual Items,75.32,84.75,57.79,16.49,88.17,71.51,59.4,12.09,110,66.22,66.22,38.15,38.15,57.66,57.66
16,Gain (Loss) on Sale of Investments,-0.16,-7.97,3.35,9.56,1.44,2.1,-4.21,0.67,-,-0.04,-0.04,0.87,0.87,-0.1,-0.1
17,Gain (Loss) on Sale of Assets,-0.02,-0.65,0.14,-1.21,0.6,0.01,0.01,0.04,-0,-0.04,-0.04,-0.02,-0.02,-,-
18,Asset Writedown,-10.71,2.45,-7.49,9.4,-9.5,5.57,-5.58,19.07,-19.09,-0.01,-0.01,-0.02,-0.02,-0.07,-0.07
19,Other Unusual Items,-2.67,5.71,4.16,12.09,-3.51,3.51,-,22.49,-,-,-,5.8,5.8,3.15,3.15
20,Pretax Income,61.76,84.29,57.96,46.32,77.21,82.71,49.63,54.35,90.9,66.14,66.14,44.77,44.77,60.63,60.63
21,Income Tax Expense,3.09,8.74,7.45,3.08,9.09,10,5.51,6.95,9.62,8.2,8.2,4.79,4.79,8.46,8.46
22,Earnings From Continuing Operations,58.68,75.55,50.51,43.25,68.12,72.71,44.12,47.4,81.28,57.94,57.94,39.98,39.98,52.17,52.17
23,Minority Interest in Earnings,1.03,0.94,0.4,0.73,0.23,0.32,0.72,0.12,0.15,0.31,0.31,0.31,0.31,0.82,0.82
24,Net Income,59.71,76.49,50.9,43.97,68.35,73.03,44.84,47.53,81.43,58.24,58.24,40.3,40.3,52.99,52.99
25,Net Income to Common,59.71,76.49,50.9,43.97,68.35,73.03,44.84,47.53,81.43,58.24,58.24,40.3,40.3,52.99,52.99
26,Net Income Growth,-12.64%,4.74%,13.53%,-7.47%,-16.07%,25.38%,-23.01%,17.94%,102.09%,9.92%,9.92%,-,-,-,-
27,Shares Outstanding (Basic),103,105,104,105,96,78,79,78,78,79,79,78,78,79,79
28,Shares Outstanding (Diluted),103,105,104,105,96,78,79,78,78,79,79,78,78,79,79
29,Shares Change (YoY),7.71%,33.71%,32.06%,35.16%,22.28%,-0.28%,-0.05%,-0.29%,-0.10%,0.26%,0.26%,-,-,-,-
30,EPS (Basic),0.58,0.73,0.49,0.42,0.71,0.93,0.57,0.61,1.04,0.74,0.74,0.51,0.51,0.68,0.68
31,EPS (Diluted),0.58,0.73,0.49,0.42,0.71,0.93,0.57,0.61,1.04,0.74,0.74,0.51,0.51,0.68,0.68
32,EPS Growth,-18.89%,-21.67%,-14.04%,-31.54%,-31.36%,25.73%,-22.97%,18.29%,102.28%,9.63%,9.63%,-,-,-,-
33,Free Cash Flow,40.29,44.91,21,25.4,52.72,46.95,71.13,72.54,76.51,40.72,40.72,41.97,41.97,30.81,30.81
34,Free Cash Flow Per Share,0.39,0.43,0.20,0.24,0.55,0.60,0.90,0.93,0.98,0.52,0.52,0.54,0.54,0.39,0.39
35,Dividend Per Share,-,-,-,1.926,-,0.470,-,-,-,-,-,-,-,-,-
36,Gross Margin,34.42%,28.10%,30.91%,26.89%,36.75%,31.74%,32.55%,28.58%,36.70%,28.63%,28.63%,30.06%,30.06%,36.16%,36.16%
37,Operating Margin,18.20%,11.02%,12.01%,3.02%,20.83%,15.24%,17.06%,3.89%,24.42%,15.28%,15.28%,16.63%,16.63%,19.88%,19.88%
38,Profit Margin,14.41%,16.35%,14.59%,11.28%,17.54%,18.27%,12.83%,13.81%,21.68%,15.63%,15.63%,15.75%,15.75%,19.38%,19.38%
39,Free Cash Flow Margin,9.72%,9.60%,6.02%,6.52%,13.53%,11.75%,20.36%,21.07%,20.37%,10.93%,10.93%,16.40%,16.40%,11.27%,11.27%
40,EBITDA,82.39,59.09,48.83,18.72,87.57,67.92,66.05,19.81,98,63.21,63.21,46.02,45.6,57.41,57.41
41,EBITDA Margin,19.88%,12.63%,14.00%,4.80%,22.48%,16.99%,18.90%,5.76%,26.09%,16.96%,16.96%,17.99%,17.83%,20.99%,20.99%
42,D&A For EBITDA,6.95,7.55,6.95,6.95,6.43,7.02,6.43,6.43,6.26,6.26,6.26,3.47,3.05,3.05,3.05
43,EBIT,75.44,51.54,41.88,11.77,81.15,60.9,59.62,13.39,91.74,56.95,56.95,42.55,42.55,54.36,54.36
44,EBIT Margin,18.20%,11.02%,12.01%,3.02%,20.83%,15.24%,17.06%,3.89%,24.42%,15.28%,15.28%,16.63%,16.63%,19.88%,19.88%
45,Effective Tax Rate,5.00%,10.37%,12.85%,6.64%,11.77%,12.09%,11.09%,12.78%,10.58%,12.40%,12.40%,10.70%,10.70%,13.96%,13.96%
46,Revenue as Reported,414.43,467.69,348.8,389.91,389.57,399.72,349.43,344.23,375.64,372.57,372.57,255.82,255.82,273.46,273.46
