,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
31,Additional Paid-In Capital,-,371.85,371.85,371.85,370.95,-,371.52,369.79,369.79,-,369.79,369.79,369.79,368.66,366.85,197.62,197.62,-,-,-
32,Retained Earnings,-,196.86,189.32,210.7,202.72,201.34,205.23,228.39,221.03,-,199.25,190.1,178.56,154.6,142.73,132.47,127.6,-,-,-
33,Comprehensive Income & Other,-,7.45,7.65,7.21,6.5,379.5,7.4,6.77,6.95,-,5.92,5.47,5.07,5.1,4.67,3.89,5.15,-,-,-
34,Total Common Equity,721.59,721.59,714.25,701.63,692.03,692.7,696.02,716.82,709.64,-,686.83,677.22,665.29,640.23,626.12,417.87,414.27,-,-,361.94
35,Minority Interest,-,39.56,3.6,4.61,10.66,9.05,9.34,16.36,16.59,-,20.2,20.31,20.03,18.01,17.54,17.32,17.18,-,-,-
36,Shareholders' Equity,761.15,761.15,717.84,706.24,702.7,701.75,705.36,733.19,726.23,-,707.02,697.53,685.31,658.24,643.66,435.19,431.45,-,-,376.99
37,Total Liabilities & Equity,-,2007,1707,1359,867.71,845.74,840.58,857.97,903.64,-,871.98,851.45,866.35,827.93,845.51,644.7,662.58,-,-,-
38,Total Debt,761.21,761.21,721.14,489.91,10.01,13,11,8.69,21.31,-,35.05,40.05,40.05,42.5,56.5,76.29,93.33,-,-,134.48
39,Net Cash (Debt),-652.7,-652.7,-662.77,-449.64,84.46,173.63,201.27,245.75,280.79,-,236.61,246.52,294,187.92,203.99,-33.12,5.54,-,-,36.1
40,Net Cash Growth,-,-,-,-,-69.92%,-,-14.94%,-0.31%,-4.49%,-,16.00%,-,5203.68%,-,-,-,-,-,-,-
41,Net Cash Per Share,-4.39,-4.41,-4.75,-3.03,0.73,1.45,1.26,1.80,1.93,-,1.57,1.66,2.05,1.30,1.62,-0.31,0.05,-,-,0.24
42,Filing Date Shares Outstanding,145.43,145.43,145.43,145.43,145.43,145.43,145.43,145.43,145.43,136.62,145.43,145.43,145.43,145.43,145.43,145.43,109.07,108.45,64.2,149.97
43,Total Common Shares Outstanding,145.43,145.43,145.43,145.43,145.43,145.43,145.43,145.43,145.43,136.62,145.43,145.43,145.43,145.43,145.43,109.07,109.07,108.45,64.2,149.97
44,Working Capital,-,-268.97,-376.95,-173.64,264.21,371.58,392.52,437.3,446.32,-,467.23,462.77,457.53,434.26,431.19,217.35,221.25,-,-,-
45,Book Value Per Share,4.96,4.96,4.91,4.82,4.76,4.76,4.79,4.93,4.88,-,4.72,4.66,4.57,4.40,4.31,3.83,3.80,-,-,3.66
46,Tangible Book Value,686.8,686.8,680.34,667.02,656.57,658.64,663,698.16,690.22,-,667.28,662.65,650.37,626.96,612.68,404.14,403.04,-,-,356.14
47,Tangible Book Value Per Share,4.72,4.72,4.68,4.59,4.51,4.53,4.56,4.80,4.75,-,4.59,4.56,4.47,4.31,4.21,3.71,3.70,-,-,3.60
48,Buildings,-,-,107.74,-,107.74,-,107.74,-,107.74,-,106.24,-,93.78,-,55.9,-,55.9,-,-,-
49,Machinery,-,-,375.91,-,237.23,-,221.4,-,203.51,-,223.25,-,210.96,-,215.47,-,186.81,-,-,-
50,Construction In Progress,-,-,692.51,-,35.23,-,6.7,-,5.09,-,0.16,-,0.2,-,41.18,-,64.65,-,-,-
