,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Total Current Assets,3600,3595,3607,3333,3435,3178,3188,1273,-,1190,-,1122,1075,881.67,881.67,848.56,848.56,586.32,586.32
10,"Property, Plant & Equipment",837.85,400.7,397.94,380.52,364.71,358.31,369.05,362.03,-,339.02,-,317.29,317.29,260.55,260.55,174.05,174.05,164.54,164.54
11,Other Intangible Assets,61.06,61.46,61.78,49.44,50.14,50.77,37.63,37.94,-,38.37,-,38.82,38.82,38.82,38.82,38.09,38.09,28.07,28.07
12,Long-Term Deferred Tax Assets,17.25,19,12.98,14.58,19.51,19.03,12.92,14.06,-,4.81,-,3.68,7.06,7.08,7.08,3.24,3.24,2.97,2.97
13,Long-Term Deferred Charges,1.24,1.48,0.58,0.71,0.92,1,1.18,1.3,-,1.51,-,1.27,1.27,0.39,0.39,0.38,0.38,0.49,0.49
14,Other Long-Term Assets,4.03,10.51,4.63,9.26,2.73,2.32,2.3,2.52,-,1.4,-,5.01,5.01,0.75,0.75,2,2,1.05,1.05
15,Total Assets,4522,4088,4085,3787,3873,3609,3611,1691,-,1575,-,1488,1444,1189,1189,1066,1066,783.43,783.43
16,Accounts Payable,738.21,557.27,447.22,408.99,362.01,321.23,271.86,294.33,-,291.47,-,375.34,299.68,289.95,289.95,311.07,311.07,187.52,187.52
17,Accrued Expenses,32.15,39.77,24.18,39.5,61.75,37.94,29.12,32.24,-,51.19,-,33.65,90.4,63.68,63.68,60.02,60.02,20.77,20.77
18,Short-Term Debt,500.82,405.47,442.51,224.28,440.97,308.86,272.79,264.1,-,278.87,-,221.7,221.7,122.14,122.14,122.17,122.17,146.79,146.79
19,Current Portion of Long-Term Debt,36.19,0.3,29.24,0.3,23.4,0.4,-,0.2,-,-,-,-,-,-,-,-,-,-,-
20,Current Portion of Leases,-,26.82,-,27,-,21.02,-,24.76,-,21.52,-,22.15,22.15,17.6,17.6,-,-,-,-
21,Current Income Taxes Payable,53.61,32.85,25.56,18.04,-,17.28,-,0.84,-,13.2,-,5.95,5.95,14.02,14.02,12.53,12.53,11.27,11.27
22,Current Unearned Revenue,31.1,25.59,47.81,25.99,32.54,31.97,42.11,32.95,-,19.91,-,22.31,22.31,29.32,29.32,26.98,26.98,26.59,26.59
23,Other Current Liabilities,7.51,10.8,9.85,1.24,4.73,4.73,68.37,2.57,-,17.4,-,0.52,19.43,6.62,6.62,6.74,6.74,6.89,6.89
24,Total Current Liabilities,1400,1099,1026,745.35,925.4,743.43,684.25,651.98,-,693.55,-,681.63,681.63,543.33,543.33,539.52,539.52,399.82,399.82
25,Long-Term Debt,14.37,14.37,14.53,14.53,14.67,14.57,14.77,9.04,-,-,-,-,-,-,-,5.92,5.92,6.42,6.42
26,Long-Term Leases,38.84,30.48,37.14,33.04,31.74,29.58,35.31,34.77,-,25.47,-,33.12,33.12,31.58,31.58,-,-,-,-
27,Long-Term Unearned Revenue,12.64,12.87,13.11,13.35,10.68,10.84,11.01,11.17,-,11.49,-,11.81,11.81,12.14,12.14,11.86,11.86,9.8,9.8
28,Long-Term Deferred Tax Liabilities,3.8,3.09,3.27,3.51,9.09,10.07,3.11,3.51,-,0,-,0.03,0.03,0.01,0.01,0.01,0.01,0.01,0.01
29,Other Long-Term Liabilities,18.9,14.15,12.26,35.88,17.4,9.71,9.73,26.49,-,5.37,-,20.53,20.53,10.25,10.25,16.19,16.19,4.65,4.65
30,Total Liabilities,1488,1174,1107,845.65,1009,818.21,758.19,736.95,-,735.89,-,747.12,747.12,597.3,597.3,573.49,573.49,420.71,420.71
31,Common Stock,109.75,109.33,109.33,109.33,109.33,109.33,109.33,82,-,82,-,82,82,82,82,82,82,82,82
32,Additional Paid-In Capital,1921,1908,1904,1900,1895,1893,1892,54.79,-,54.79,-,54.79,54.79,54.79,54.79,54.79,54.79,54.79,54.79
33,Retained Earnings,1066,947.09,979.31,928.44,852.44,782.45,851.67,811.96,-,702.91,-,605.69,561.92,455.15,455.15,356.33,356.33,230.72,230.72
34,Treasury Stock,-63.84,-55.52,-19.73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,Comprehensive Income & Other,0.5,5.5,5.34,4.54,6.9,6.59,-,4.92,-,-0.58,-,-1.46,-1.5,0.01,0.01,-0.29,-0.29,-4.79,-4.79
36,Total Common Equity,3034,2914,2978,2942,2864,2791,2853,953.67,-,839.13,741.02,741.02,697.21,591.95,591.95,492.83,492.83,362.72,362.72
37,Minority Interest,0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,Shareholders' Equity,3034,2914,2978,2942,2864,2791,2853,953.67,-,839.13,741.02,741.02,697.21,591.95,591.95,492.83,492.83,362.72,362.72
39,Total Liabilities & Equity,4522,4088,4085,3787,3873,3609,3611,1691,-,1575,-,1488,1444,1189,1189,1066,1066,783.43,783.43
40,Total Debt,590.22,477.43,523.41,299.15,510.78,374.44,322.88,332.86,-,325.86,276.97,276.97,276.97,171.31,171.31,128.09,128.09,153.22,153.22
41,Net Cash (Debt),1118,1639,1829,1638,1652,1744,1931,-141.88,-,-101.91,-63.42,-63.42,-63.42,-6.18,-6.18,116.77,116.77,134.89,134.89
42,Net Cash Growth,-32.29%,-6.04%,-5.30%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,Net Cash Per Share,10.33,14.76,16.54,14.85,15.02,15.91,23.81,-1.73,-,-1.25,-0.77,-0.77,-0.77,-0.08,-0.08,1.42,1.42,1.65,1.65
44,Filing Date Shares Outstanding,108.63,108.4,108.98,108.98,109.33,109.33,109.33,109.33,82.99,82,81.84,82,82,82,82,82,82,82,82
45,Total Common Shares Outstanding,108.63,108.4,108.98,109.33,109.33,109.33,109.33,82,82.99,82,81.84,82,82,82,82,82,82,82,82
46,Working Capital,2201,2496,2580,2588,2510,2434,2504,620.79,-,496.35,-,440.44,393.25,338.34,338.34,309.05,309.05,186.5,186.5
47,Book Value Per Share,27.93,26.88,27.33,26.91,26.20,25.53,26.09,11.63,-,10.23,9.04,9.04,8.50,7.22,7.22,6.01,6.01,4.42,4.42
48,Tangible Book Value,2973,2853,2916,2892,2814,2740,2815,915.74,-,800.75,702.2,702.2,658.39,553.14,553.14,454.73,454.73,334.65,334.65
49,Tangible Book Value Per Share,27.36,26.32,26.76,26.45,25.74,25.06,25.75,11.17,-,9.77,8.56,8.56,8.03,6.75,6.75,5.55,5.55,4.08,4.08
50,Buildings,-,253.71,-,250.46,-,241.26,-,237.8,-,199.95,-,198.55,198.55,133.17,133.17,128.21,128.21,124.3,124.3
51,Machinery,-,180.55,-,147.2,-,128.76,-,121.11,-,90.63,-,75.98,75.98,67.16,67.16,57.69,57.69,41.5,41.5
52,Construction In Progress,-,7.28,-,4.25,-,10.06,-,2.38,-,50.78,-,26.3,26.3,42.12,42.12,13.53,13.53,20.06,20.06
