,no,s,n,marketCap,price,change,revenue,url
425,426,sha/601666,"Pingdingshan Tianan Coal. Mining Co., Ltd.",22138104418.0,8.96,2.52,31740845905.0,quote/sha/601666
426,427,sha/688425,China Railway Construction Heavy Industry Corporation Limited,22080677580.0,4.17,-0.71,10046044500.0,quote/sha/688425
427,428,sha/603707,"Nanjing King-Friend Biochemical Pharmaceutical Co.,Ltd.",22053417327.0,13.71,3.24,3877478280.0,quote/sha/603707
428,429,sha/603589,"Anhui Kouzi Distillery Co., Ltd.",21985881960.0,37.65,2.64,5877921858.0,quote/sha/603589
429,430,sha/600312,"Henan Pinggao Electric Co.,Ltd.",21914279140.0,16.15,0.06,11515070401.0,quote/sha/600312
430,431,sha/601118,"China Hainan Rubber Industry Group Co.,Ltd.",21910670321.0,5.06,-1.17,45749860731.0,quote/sha/601118
431,432,sha/600546,"Shanxi Coal International Energy Group Co.,Ltd",21906140347.0,10.99,5.07,30437000458.0,quote/sha/600546
432,433,sha/603179,"Jiangsu Xinquan Automotive Trim Co.,Ltd.",21879940440.0,45.01,-1.29,12858166502.0,quote/sha/603179
433,434,sha/688778,"XTC New Energy Materials(Xiamen) Co.,Ltd.",21871676632.0,51.66,-0.62,13296790300.0,quote/sha/688778
434,435,sha/603920,"Olympic Circuit Technology Co., Ltd",21841341550.0,31.1,-0.06,4845517341.0,quote/sha/603920
435,436,sha/603236,"Quectel Wireless Solutions Co., Ltd.",21835331226.0,87.25,5.66,17140279932.000002,quote/sha/603236
436,437,sha/600098,Guangzhou Development Group Incorporated,21809228719.0,6.22,1.47,49962053878.0,quote/sha/600098
437,438,sha/600906,"Caida Securities Co., Ltd.",21773950000.0,6.84,1.63,2261824829.0,quote/sha/600906
438,439,sha/600004,Guangzhou Baiyun International Airport Company Limited,21418800461.0,9.08,0.33,7123963342.0,quote/sha/600004
439,440,sha/600548,Shenzhen Expressway Corporation Limited,21406922995.13126,11.61,0.17,8783795062.0,quote/sha/600548
440,441,sha/601997,"Bank of Guiyang Co.,Ltd.",21242510822.0,5.87,1.38,9568229000.0,quote/sha/601997
441,442,sha/601128,"Jiangsu Changshu Rural Commercial Bank Co., Ltd.",21225490345.0,7.11,2.01,8300597000.0,quote/sha/601128
442,443,sha/600380,"Joincare Pharmaceutical Group Industry Co.,Ltd.",21197206750.0,11.37,0.26,15893921867.0,quote/sha/600380
443,444,sha/601212,"Baiyin Nonferrous Group Co., Ltd.",21177655101.0,2.93,2.09,86454397220.0,quote/sha/601212
444,445,sha/600764,China Marine Information Electronics Company Limited,21063055001.0,30.31,8.13,3523870838.0,quote/sha/600764
445,446,sha/600392,"Shenghe Resources Holding Co., Ltd",21033918840.0,11.94,-1.32,13011789490.0,quote/sha/600392
446,447,sha/603613,"Beijing United Information Technology Co.,Ltd.",20951338424.0,29.77,-1.85,60422659807.0,quote/sha/603613
447,448,sha/600835,"Shanghai Mechanical & Electrical Industry Co.,Ltd.",20885929962.0,23.51,-5.66,20742744785.0,quote/sha/600835
448,449,sha/601869,Yangtze Optical Fibre And Cable Joint Stock Limited Company,20877747680.33301,37.78,1.67,12017929802.0,quote/sha/601869
449,450,sha/600383,Gemdale Corporation,20857376103.0,4.77,1.92,86748128375.0,quote/sha/600383
450,451,sha/601001,"Jinneng Holding Shanxi Coal Industry Co.,ltd.",20837565000.0,12.29,5.58,15320214825.0,quote/sha/601001
451,452,sha/601399,"SINOMACH HEAVY EQUIPMENT GROUP CO.,LTD",20775040963.0,2.9,0.69,12079957964.0,quote/sha/601399
452,453,sha/688200,"Beijing Huafeng Test & Control Technology Co.,Ltd.",20711397177.0,142.83,-6.6,905345400.0,quote/sha/688200
453,454,sha/600737,"Cofco Sugar Holding CO.,LTD.",20682662365.0,9.74,2.63,31953675203.0,quote/sha/600737
454,455,sha/603005,"China Wafer Level CSP Co., Ltd.",20660799646.0,32.19,-4.17,1061269290.0,quote/sha/603005
455,456,sha/601608,"CITIC Heavy Industries Co., Ltd.",20653786001.0,4.5,-3.02,8448333748.999999,quote/sha/601608
456,457,sha/600329,Tianjin Pharmaceutical Da Ren Tang Group Corporation Limited,20543948791.0,31.32,1.82,8040204620.0,quote/sha/600329
457,458,sha/600977,"China Film Co., Ltd.",20499660000.0,11.0,0.18,4138938042.0,quote/sha/600977
458,459,sha/600601,"Founder Technology Group Co.,Ltd.",20476140039.0,5.4,8.22,3321953245.0,quote/sha/600601
459,460,sha/688387,"CICT Mobile Communication Technology Co., Ltd.",20444125000.0,6.05,-0.66,6487759800.0,quote/sha/688387
460,461,sha/601019,"Shandong Publishing&Media Co.,Ltd",20368144000.0,9.83,0.31,12154324488.0,quote/sha/601019
461,462,sha/688019,"Anji Microelectronics Technology (Shanghai) Co., Ltd.",20305930145.0,154.68,-1.67,1835015200.0,quote/sha/688019
462,463,sha/603766,"Loncin Motor Co., Ltd.",20247922641.0,9.96,0.2,15920836802.0,quote/sha/603766
463,464,sha/600072,"CSSC Science& Technology Co., Ltd",20187391155.0,13.37,2.22,11508258590.0,quote/sha/600072
464,465,sha/688088,ArcSoft Corporation Limited,20168811362.0,50.61,-5.22,815173500.0,quote/sha/688088
465,466,sha/603565,"Shanghai Zhonggu Logistics Co., Ltd.",20160605789.0,9.48,-1.76,11593275427.0,quote/sha/603565
466,467,sha/688208,"Autel Intelligent Technology Corp., Ltd.",20034343594.0,44.95,-1.08,3932256400.0,quote/sha/688208
467,468,sha/688676,"Hainan Jinpan Smart Technology Co., Ltd.",19944427251.0,46.66,3.9,6905865484.0,quote/sha/688676
468,469,sha/603650,"Red Avenue New Materials Group Co., Ltd.",19919426958.0,33.39,-2.14,3172931318.0,quote/sha/603650
469,470,sha/601016,"CECEP Wind-power Corporation Co.,Ltd.",19874301483.0,3.07,0.33,5100926032.0,quote/sha/601016
470,471,sha/601702,Shanghai Huafon Aluminium Corporation,19870758940.0,19.63,-1.36,10275097437.0,quote/sha/601702
471,472,sha/603662,"Keli Sensing Technology (Ningbo) Co.,Ltd.",19868255910.0,71.26,-4.55,1185216517.0,quote/sha/603662
472,473,sha/600062,"China Resources Double-Crane Pharmaceutical Co.,Ltd.",19758750146.0,19.25,0.84,10321965332.0,quote/sha/600062
473,474,sha/600516,"FangDa Carbon New Material Co.,Ltd",19749493483.0,5.11,0.59,4405420002.0,quote/sha/600516
474,475,sha/601333,Guangshen Railway Company Limited,19744368234.12294,3.06,0.66,27046165710.0,quote/sha/601333
475,476,sha/603171,"Servyou Software Group Co., Ltd.",19650732608.0,48.1,-3.78,1916932773.0,quote/sha/603171
476,477,sha/600720,"CCCC Design & Consulting Group Co., Ltd.",19618792081.0,8.59,-0.23,11503227643.0,quote/sha/600720
477,478,sha/688295,"Zhongfu Shenying Carbon Fiber Co.,Ltd.",19593000000.0,21.77,-0.73,1557045600.0,quote/sha/688295
478,479,sha/600763,"Topchoice Medical Co., Inc.",19591263325.0,45.32,1.89,2894791661.0,quote/sha/600763
479,480,sha/600820,"Shanghai Tunnel Engineering Co., Ltd.",19524836744.0,6.33,1.93,70174603266.0,quote/sha/600820
480,481,sha/688433,"Farsoon Technologies Co., Ltd.",19453508536.0,46.97,-3.75,491966800.0,quote/sha/688433
481,482,sha/603699,"Neway Valve (Suzhou) Co., Ltd.",19269916637.0,25.15,-0.2,5760216226.0,quote/sha/603699
482,483,sha/600933,"IKD Co., Ltd.",19185012334.0,19.25,-4.28,6696861199.0,quote/sha/600933
483,484,sha/600095,"Xiangcai Co.,Ltd",19167079969.0,6.84,1.33,1518370998.0,quote/sha/600095
484,485,sha/603927,"Sinosoft Co.,Ltd",19147161600.0,23.41,-0.64,6706248494.0,quote/sha/603927
485,486,sha/601139,Shenzhen Gas Corporation Ltd.,19130321958.0,6.65,0.45,28348120000.0,quote/sha/601139
486,487,sha/688772,"Zhuhai CosMX Battery Co., Ltd.",18968854800.0,17.05,-0.81,11544856100.0,quote/sha/688772
487,488,sha/688192,"Dizal (Jiangsu) Pharmaceutical Co., Ltd.",18915281815.0,45.29,-0.66,360394500.0,quote/sha/688192
488,489,sha/601020,"Tibet Huayu Mining Co., Ltd.",18859188054.0,24.05,1.69,1093555056.0,quote/sha/601020
489,490,sha/600166,"Beiqi Foton Motor Co.,Ltd.",18843412873.0,2.39,-0.42,48916299786.0,quote/sha/600166
490,491,sha/688327,"CloudWalk Technology Co., Ltd.",18747853269.0,18.08,-6.8,398250065.0,quote/sha/688327
491,492,sha/688248,"China Southern Power Grid Technology Co.,Ltd",18714158000.0,32.75,-1.95,3013539800.0,quote/sha/688248
492,493,sha/688037,"KINGSEMI Co., Ltd.",18690428605.0,96.65,4.1,1770026000.0,quote/sha/688037
493,494,sha/688100,"Willfar Information Technology Co., Ltd.",18639784984.0,38.02,-2.81,2744771073.0,quote/sha/688100
494,495,sha/688798,"Shanghai Awinic Technology Co.,Ltd.",18613547120.0,79.32,-2.07,2932929800.0,quote/sha/688798
495,496,sha/600633,"Zhejiang Daily Digital Culture Group Co.,Ltd",18602652504.0,14.5,-4.48,2959003675.0,quote/sha/600633
496,497,sha/688281,"Shaanxi Huaqin Technology Industry Co.,Ltd.",18593213875.0,91.89,-3.78,1145322300.0,quote/sha/688281
497,498,sha/601965,"China Automotive Engineering Research Institute Co., Ltd.",18590883780.0,18.77,1.3,4697705100.0,quote/sha/601965
498,499,sha/600361,"Innovation New Material Technology Co., Ltd.",18565610200.0,4.47,0.68,78906334099.0,quote/sha/600361
499,500,sha/603678,"Fujian Torch Electron Technology Co., Ltd.",18528616338.0,38.91,-6.24,2940861926.0,quote/sha/603678
500,501,sha/601106,China First Heavy Industries,18516013903.0,2.71,-0.73,15834370889.0,quote/sha/601106
501,502,sha/600927,"Yongan Futures Co.,Ltd.",18514666672.0,13.12,2.02,23688604210.0,quote/sha/600927
502,503,sha/601921,"Zhejiang Publishing & Media Co., Ltd.",18488888895.0,8.18,-1.68,10985682801.0,quote/sha/601921
503,504,sha/603039,"Weaver Network Technology Co., Ltd.",18353238718.0,71.63,-6.35,2381056630.0,quote/sha/603039
504,505,sha/600032,"Zhejiang Provincial New Energy Investment Group Co., Ltd.",18275532462.0,7.55,-0.13,4945324153.0,quote/sha/600032
505,506,sha/600271,Aisino Co.Ltd.,18269442531.0,9.64,-2.23,8311328839.0,quote/sha/600271
506,507,sha/600339,China Petroleum Engineering Corporation,18089397806.0,3.26,1.56,78664440390.0,quote/sha/600339
507,508,sha/603225,"Xinfengming Group Co., Ltd.",18072974795.0,12.13,-0.66,66465578947.0,quote/sha/603225
508,509,sha/600850,"CETC Digital Technology Co.,Ltd.",18038675802.0,26.3,-2.84,10173607061.0,quote/sha/600850
509,510,sha/603583,"Zhejiang Jiecang Linear Motion Technology Co.,Ltd.",17956757125.0,46.07,-11.2,3500594069.0,quote/sha/603583
510,511,sha/600702,"Shede Spirits Co., Ltd.",17911054493.0,59.59,8.94,6292006396.0,quote/sha/600702
511,512,sha/600761,"Anhui Heli Co.,Ltd.",17902924496.0,20.2,-4.4,17747168371.0,quote/sha/600761
512,513,sha/688166,"BrightGene Bio-Medical Technology Co., Ltd.",17871848853.0,42.34,3.9,1282551600.0,quote/sha/688166
513,514,sha/600435,"North Navigation Control Technology Co.,Ltd.",17846474484.0,11.6,-1.53,1962744355.0,quote/sha/600435
514,515,sha/600959,Jiangsu Broadcasting Cable Information Network Corporation Limited,17702540608.0,3.53,-5.36,7838329497.0,quote/sha/600959
515,516,sha/688567,"Farasis Energy (Gan Zhou) Co., Ltd.",17696064255.0,14.59,-3.57,11742281139.0,quote/sha/688567
516,517,sha/601519,Shanghai DZH Limited,17593939968.0,8.83,0.57,747678591.0,quote/sha/601519
517,518,sha/600726,Huadian Energy Company Limited,17562746301.0,2.25,1.35,18566699287.0,quote/sha/600726
518,519,sha/600323,"Grandblue Environment Co., Ltd.",17350587267.0,21.29,0.52,12310384428.0,quote/sha/600323
519,520,sha/600446,"Shenzhen Kingdom Sci-Tech Co., Ltd",17317729717.0,18.68,-2.45,5651349371.0,quote/sha/600446
520,521,sha/688520,Sinocelltech Group Limited,17238945489.0,38.92,-1.02,2512708100.0,quote/sha/688520
521,522,sha/603233,"DaShenLin Pharmaceutical Group Co., Ltd.",17230768651.0,15.15,1.13,26539247211.0,quote/sha/603233
522,523,sha/600595,"Henan Zhongfu Industrial Co.,Ltd",17200455189.0,4.21,-1.41,21883345758.0,quote/sha/600595
523,524,sha/688005,"Ningbo Ronbay New Energy Technology Co.,Ltd.",17167705789.0,24.03,-0.91,15406317914.0,quote/sha/688005
524,525,sha/600711,"Chengtun Mining Group Co., Ltd.",17121987992.999998,5.85,5.6,23754100643.0,quote/sha/600711
525,526,sha/688050,"Eyebright Medical Technology (Beijing) Co., Ltd.",17059007520.0,93.53,3.21,1409803900.0,quote/sha/688050
526,527,sha/601137,Ningbo Boway Alloy Material Company Limited,17025892392.999998,21.33,-1.2,19820264812.0,quote/sha/601137
527,528,sha/601918,"China Coal Xinji Energy Co.,Ltd",17019859626.000002,7.15,8.83,12791188000.0,quote/sha/601918
528,529,sha/600528,China Railway Hi-tech Industry Corporation Limited,16994869648.0,7.71,0.52,28858689040.0,quote/sha/600528
529,530,sha/600559,"Hebei Hengshui Laobaigan Liquor Co., Ltd.",16968565085.999998,19.3,3.54,5499129765.0,quote/sha/600559
530,531,sha/603868,"Shanghai Flyco Electrical Appliance Co., Ltd.",16923060000.000002,38.44,1.59,4386666520.0,quote/sha/603868
531,532,sha/600884,"Ningbo Shanshan Co.,Ltd.",16919610288.0,7.97,0.38,17644581296.0,quote/sha/600884
532,533,sha/603358,"Huada Automotive Technology Corp.,Ltd",16881088000.0,38.58,-0.05,5278696030.0,quote/sha/603358
533,534,sha/600388,"Fujian Longking Co., Ltd.",16867484874.000002,13.25,-0.67,10095801552.0,quote/sha/600388
534,535,sha/688428,InnoCare Pharma Limited,16867434481.7997,17.58,-1.95,898923626.0,quote/sha/688428
535,536,sha/688631,"Nanjing LES Information Technology Co., Ltd.",16687017600.0,100.53,-2.76,1626895287.0,quote/sha/688631
536,537,sha/688409,"Shenyang Fortune Precision Equipment Co., Ltd.",16621182890.0,54.64,-3.24,3041655400.0,quote/sha/688409
537,538,sha/603638,"Yantai Eddie Precision Machinery Co., Ltd.",16610953690.999998,19.86,-2.17,2663109711.0,quote/sha/603638
538,539,sha/601326,"Qinhuangdao Port Co., Ltd.",16568506616.917526,3.15,0.64,6762454412.0,quote/sha/601326
539,540,sha/688116,"Jiangsu Cnano Technology Co., Ltd.",16564828354.000002,49.25,2.01,1449417800.0,quote/sha/688116
540,541,sha/603712,"TianJin 712 Communication & Broadcasting Co., Ltd.",16551680000.0,20.78,-1.93,2611473713.0,quote/sha/603712
541,542,sha/600155,"Huachuang Yunxin Digital Technology Co., Ltd.",16548570907.000002,7.68,1.32,3095864324.0,quote/sha/600155
542,543,sha/600739,"Liaoning Cheng Da Co., Ltd.",16501904660.0,10.9,0.55,11293817606.0,quote/sha/600739
543,544,sha/605358,"Hangzhou Lion Electronics Co.,Ltd",16495460851.0,24.62,-3.68,2953417265.0,quote/sha/605358
544,545,sha/688301,iRay Group,16462225445.0,112.93,-0.42,1862174181.0,quote/sha/688301
545,546,sha/688336,"Sunshine Guojian Pharmaceutical (Shanghai) Co., Ltd",16462012814.999998,26.88,1.01,1193568300.0,quote/sha/688336
546,547,sha/688536,3Peak Incorporated,16408477399.0,120.25,-3.69,1128543910.0,quote/sha/688536
547,548,sha/605090,"Jiangxi Jovo Energy Co., Ltd",16259336448.0,25.82,0.86,24074889065.0,quote/sha/605090
548,549,sha/601858,China Science Publishing & Media Ltd.,16213155000.0,20.65,-1.2,2881451168.0,quote/sha/601858
549,550,sha/603882,"Guangzhou Kingmed Diagnostics Group Co., Ltd.",16207916209.0,35.98,-0.55,7848858227.0,quote/sha/603882
550,551,sha/600577,"Tongling Jingda Special Magnet Wire Co., Ltd.",16198882406.0,7.37,-2.25,20847987988.0,quote/sha/600577
551,552,sha/601568,"Shaanxi Beiyuan Chemical Industry Group Co., Ltd.",16166944452.0,4.08,0.25,10078198300.0,quote/sha/601568
552,553,sha/600480,Ling Yun Industrial Corporation Limited,16101332779.0,16.15,-5.67,18645170233.0,quote/sha/600480
553,554,sha/600872,"Jonjee Hi-Tech Industrial and Commercial Holding Co.,Ltd",16098448706.0,21.67,2.95,5132225729.0,quote/sha/600872
554,555,sha/603688,"Jiangsu Pacific Quartz Co., Ltd",16058027672.0,29.27,2.63,2281382848.0,quote/sha/603688
555,556,sha/601375,"Central China Securities Co., Ltd.",16039866458.583773,4.16,1.22,1748882230.0,quote/sha/601375
556,557,sha/603858,"Shandong Buchang Pharmaceuticals Co., Ltd.",16028329115.0,15.09,0.53,11776314490.0,quote/sha/603858
557,558,sha/600416,Xiangtan Electric Manufacturing Co. Ltd.,16024163920.0,12.23,1.16,4643950688.0,quote/sha/600416
558,559,sha/600675,China Enterprise Company Limited,16022258627.0,2.67,-0.37,5392800001.0,quote/sha/600675
559,560,sha/600777,Shandong Xinchao Energy Corporation Limited,15981165189.0,2.36,0.43,8380299208.0,quote/sha/600777
560,561,sha/600248,Shaanxi Construction Engineering Group Corporation Limited,15974548893.0,4.28,1.42,157984141304.0,quote/sha/600248
561,562,sha/600373,"Chinese Universe Publishing and Media Group Co., Ltd.",15925359881.0,11.33,-1.05,10083626565.0,quote/sha/600373
562,563,sha/600056,"China Meheco Group Co., Ltd.",15901201721.0,10.69,0.09,35127393034.0,quote/sha/600056
563,564,sha/603025,"Beijing Dahao Technology Corp.,Ltd",15883382749.0,14.36,-2.11,2535163913.0,quote/sha/603025
564,565,sha/603733,"Xianhe Co.,Ltd.",15863282136.0,22.47,-0.75,9602960731.0,quote/sha/603733
565,566,sha/600718,Neusoft Corporation,15861688843.0,12.85,-4.03,11171559250.0,quote/sha/600718
566,567,sha/603444,"G-bits Network Technology (Xiamen) Co., Ltd.",15851408691.0,226.1,1.3,3696360966.0,quote/sha/603444
567,568,sha/600320,"Shanghai Zhenhua Heavy Industries Co., Ltd.",15832500053.0,3.94,5.07,35784639854.0,quote/sha/600320
568,569,sha/688198,"Beijing Balance Medical Technology Co.,Ltd.",15792198311.0,116.19,-2.11,502830700.0,quote/sha/688198
569,570,sha/601677,"Henan Mingtai Al.Industrial Co.,Ltd.",15757730022.0,12.77,0.16,26442183723.0,quote/sha/601677
570,571,sha/600827,"Shanghai Bailian (Group) Co., Ltd.",15733812586.0,9.47,0.85,28558994460.0,quote/sha/600827
571,572,sha/688146,"Peric Special Gases Co., Ltd.",15728823538.0,30.21,-0.79,1928659900.0,quote/sha/688146
572,573,sha/600877,CETC Chips Technology Inc.,15688788269.0,13.26,0.15,1403555814.0,quote/sha/600877
573,574,sha/600325,"Zhuhai Huafa Properties Co.,Ltd",15687267061.0,5.72,1.06,56452794466.0,quote/sha/600325
574,575,sha/600859,"Wangfujing Group Co., Ltd.",15658459535.0,14.22,2.97,11458110032.0,quote/sha/600859
575,576,sha/688484,"Southchip Semiconductor Technology(Shanghai) Co., Ltd.",15588771704.0,36.8,-2.77,2567209900.0,quote/sha/688484
576,577,sha/688153,"Vanchip (Tianjin) Technology Co., Ltd.",15583119801.0,36.24,-3.36,2103040200.0,quote/sha/688153
577,578,sha/600621,"Shanghai Chinafortune Co., Ltd.",15563392614.0,14.76,0.61,1512990149.0,quote/sha/600621
578,579,sha/600529,Shandong Pharmaceutical Glass Co.Ltd,15555114809.0,23.84,1.36,5133401716.0,quote/sha/600529
579,580,sha/600667,Wuxi Taiji Industry Limited Corporation,15522621612.0,7.39,-2.12,37552165479.0,quote/sha/600667
580,581,sha/600206,"Grinm Advanced Materials Co., Ltd.",15508857042.0,18.16,-7.11,9261661506.0,quote/sha/600206
581,582,sha/603056,"DEPPON LOGISTICS Co., LTD.",15501193898.0,15.43,1.51,40378869800.0,quote/sha/603056
582,583,sha/688400,"LUSTER LightTech Co., LTD.",15426764547.0,33.72,-10.08,2234584400.0,quote/sha/688400
583,584,sha/601811,"Xinhua Winshare Publishing and Media Co., Ltd.",15426588031.00434,14.09,-0.63,12316505791.0,quote/sha/601811
584,585,sha/603667,"Zhejiang XCC Group Co.,Ltd",15425015582.0,43.23,-4.04,3061893665.0,quote/sha/603667
585,586,sha/601992,BBMG Corporation,15416175655.37542,1.67,0.6,112396793955.0,quote/sha/601992
586,587,sha/603871,"Jiayou International Logistics Co.,Ltd",15409946802.0,16.29,3.23,8438643280.0,quote/sha/603871
587,588,sha/601126,"Beijing Sifang Automation Co.,Ltd",15385228560.0,18.13,-0.77,6607739653.0,quote/sha/601126
588,589,sha/600301,"Guangxi Huaxi Nonferrous Metal Co.,Ltd",15384041089.0,26.75,13.35,4152501468.000001,quote/sha/600301
589,590,sha/600928,"Bank of Xi'an Co.,Ltd.",15377777780.0,3.48,0.58,4325483000.0,quote/sha/600928
590,591,sha/603009,"Shanghai Beite Technology Co., Ltd.",15362317504.0,45.72,-6.92,2023501675.0,quote/sha/603009
591,592,sha/601636,"Zhuzhou Kibing Group Co.,Ltd",15280851931.0,5.74,-0.35,16098668719.0,quote/sha/601636
592,593,sha/600420,"Shanghai Shyndec Pharmaceutical Co., Ltd.",15275956962.0,11.44,1.15,11501371216.0,quote/sha/600420
593,594,sha/603505,"China Kings Resources Group Co.,Ltd.",15210725703.0,25.34,-0.94,2571316064.0,quote/sha/603505
594,595,sha/688165,"EFORT Intelligent Equipment Co., Ltd.",15189015800.0,31.14,0.03,1362296100.0,quote/sha/688165
595,596,sha/603355,"Kingclean Electric Co.,Ltd",15146476745.0,26.34,-1.57,9567165435.0,quote/sha/603355
596,597,sha/688352,"Hefei Chipmore Technology Co.,Ltd.",15124554303.0,12.72,-2.38,1959901300.0,quote/sha/688352
597,598,sha/688432,"GRINM Semiconductor Materials Co., Ltd.",15102957865.0,12.15,-1.38,943182899.0,quote/sha/688432
598,599,sha/603556,"Hexing Electrical Co.,Ltd.",15015837570.0,31.11,-2.26,4737259977.0,quote/sha/603556
599,600,sha/600258,"BTG Hotels (Group) Co., Ltd.",14973647920.0,13.54,1.04,7771025887.0,quote/sha/600258
600,601,sha/600499,"Keda Industrial Group Co., Ltd.",14951823377.0,7.93,0.13,11231326515.0,quote/sha/600499
601,602,sha/603360,Dalian BIO-CHEM Company Limited,14937552713.0,31.04,-1.43,1110406738.0,quote/sha/603360
602,603,sha/600710,Sumec Corporation Limited,14870808559.0,11.2,2.0,117277287700.0,quote/sha/600710
603,604,sha/600022,Shandong Iron and Steel Company Ltd.,14843750743.0,1.4,-0.71,86426966870.0,quote/sha/600022
604,605,sha/600006,DongFeng Automobile Co. LTD,14840000000.0,7.36,-0.81,10881321565.0,quote/sha/600006
605,606,sha/601975,Nanjing Tanker Corporation,14837735497.0,3.12,1.3,6557361337.0,quote/sha/601975
606,607,sha/601187,"Xiamen Bank Co., Ltd.",14831898731.0,5.66,1.43,2750000000.0,quote/sha/601187
607,608,sha/603194,"Zhejiang E-P Equipment Co., Ltd.",14828980000.0,37.04,-2.68,6270021162.0,quote/sha/603194
608,609,sha/603077,Sichuan Hebang Biotechnology Corporation Limited,14766785783.0,1.85,0.54,9203337725.0,quote/sha/603077
609,610,sha/603127,"Joinn Laboratories(China)Co.,Ltd.",14757752163.0,21.65,0.23,2124563068.0,quote/sha/603127
610,611,sha/605296,"Yunnan Shennong Agricultural Industry Group Co.,LTD.",14749968244.0,28.0,-1.79,5099624829.0,quote/sha/605296
611,612,sha/688141,"JoulWatt Technology Co., Ltd.",14697883200.0,32.03,-4.39,1686264454.0,quote/sha/688141
612,613,sha/601369,"Xi'an Shaangu Power Co., Ltd.",14684847771.0,8.49,2.29,10162928732.0,quote/sha/601369
613,614,sha/600916,"China National Gold Group Gold Jewellery Co.,Ltd.",14649600000.0,8.77,1.5,61625276270.0,quote/sha/600916
614,615,sha/600782,"Xinyu Iron & Steel Co., Ltd",14595825971.0,4.55,0.89,40040007377.0,quote/sha/600782
615,616,sha/605333,"Kunshan Huguang Auto Harness Co.,Ltd.",14583953345.0,33.35,-9.35,7167701578.0,quote/sha/605333
616,617,sha/600452,"Chongqing Fuling Electric Power Industrial Co., Ltd.",14504953214.0,9.45,0.64,3114610825.0,quote/sha/600452
617,618,sha/600867,"Tonghua Dongbao Pharmaceutical Co., Ltd.",14465279963.0,7.54,-0.26,2431641556.0,quote/sha/600867
618,619,sha/688306,Ningbo PIA Automation Holding Corp.,14412016972.0,13.11,-2.38,2644466900.0,quote/sha/688306
619,620,sha/688332,"Shenzhen Bluetrum Technology Co., Ltd.",14410162845.0,119.78,0.17,1819034000.0,quote/sha/688332
620,621,sha/603983,"Guangdong Marubi Biotechnology Co., Ltd.",14399910000.0,35.87,1.99,2641488738.0,quote/sha/603983
621,622,sha/688097,"Bozhon Precision Industry Technology Co.,Ltd.",14382683314.0,32.34,-6.56,4955009700.0,quote/sha/688097
622,623,sha/605111,"Wuxi NCE Power Co.,Ltd.",14374660144.0,34.8,-2.68,1727979937.0,quote/sha/605111
623,624,sha/600331,"Sichuan Hongda Co.,Ltd",14305280000.0,7.08,-0.42,3202786093.0,quote/sha/600331
624,625,sha/688502,MLOptic Corp.,14277827613.0,271.69,-1.3,522833999.99999994,quote/sha/688502
625,626,sha/600456,"Baoji Titanium Industry Co., Ltd.",14271215090.0,34.38,15.1,6824530142.0,quote/sha/600456
626,627,sha/600750,"Jiang Zhong Pharmaceutical Co.,Ltd",14229096749.0,22.73,0.93,4435450000.0,quote/sha/600750
627,628,sha/603193,"Runben Biotechnology Co., Ltd.",14205271255.0,34.68,2.69,1246943743.0,quote/sha/603193
628,629,sha/688110,"Dosilicon Co., Ltd.",14189778251.0,33.63,3.51,640953500.0,quote/sha/688110
629,630,sha/688289,Sansure Biotech Inc.,14123413660.0,24.73,-1.08,1496594800.0,quote/sha/688289
630,631,sha/603337,"Jack Technology Co.,Ltd",14068541591.0,30.23,-0.98,5900155434.0,quote/sha/603337
631,632,sha/603108,"Shanghai Runda Medical Technology Co., Ltd.",14064818501.0,22.45,-0.71,8433326577.0,quote/sha/603108
632,633,sha/603997,"Ningbo Jifeng Auto Parts Co., Ltd.",14061707195.0,11.03,-2.82,22538646370.0,quote/sha/603997
633,634,sha/688032,Hoymiles Power Electronics Inc.,14053085809.0,115.44,0.73,2031159600.0,quote/sha/688032
634,635,sha/601969,"Hainan Mining Co., Ltd.",14044072406.0,7.19,-0.83,4150122700.0,quote/sha/601969
635,636,sha/603887,"Shanghai CDXJ Digital Technology Co.,LTD",14036168904.0,22.24,-2.5,1946494814.0,quote/sha/603887
636,637,sha/600428,"COSCO SHIPPING Specialized Carriers Co.,Ltd.",14017629535.0,6.49,-0.92,14994776739.0,quote/sha/600428
637,638,sha/688789,Hangzhou Honghua Digital Technology Stock Company LTD.,13992881336.0,79.57,3.19,1797400400.0,quote/sha/688789
638,639,sha/600986,"Zhewen Interactive Group Co., Ltd.",13964133627.0,9.25,-7.5,8175719306.0,quote/sha/600986
639,640,sha/603730,"Shanghai Daimay Automotive Interior Co., Ltd",13932735179.0,8.43,-1.06,6256493013.0,quote/sha/603730
640,641,sha/688522,"Naruida Technology Co., Ltd.",13920940001.0,65.28,-3.25,345275600.0,quote/sha/688522
641,642,sha/600755,"Xiamen ITG Group Corp.,Ltd",13871766707.0,6.43,0.47,353860247393.0,quote/sha/600755
642,643,sha/688158,"UCloud Technology Co., Ltd.",13869240429.0,28.09,-8.23,1505773800.0,quote/sha/688158
643,644,sha/601222,"Jiangsu Linyang Energy Co., Ltd.",13859884859.0,6.88,1.33,7288229751.0,quote/sha/601222
644,645,sha/603063,"Shenzhen Hopewind Electric Co., Ltd.",13841470156.0,34.3,8.68,3733285492.0,quote/sha/603063
