,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,P/OCF Ratio,29.83,29.83,-,-,55.03,-77.51,-,-,391.45,-15753.11,-,-,-58.88,-,121.95,-,-,-,-,-
10,EV/Sales Ratio,1.49,1.24,0.98,1.23,1.69,2.11,2.18,2.20,1.97,2.07,2.82,2.89,2.62,2.46,3.03,-,-,-,-,-
11,EV/EBITDA Ratio,28.85,20.98,16.24,19.39,27.50,36.93,37.50,37.82,34.45,18.11,24.60,25.98,22.56,19.83,26.22,-,-,-,-,-
12,EV/EBIT Ratio,48.37,29.48,22.00,26.06,36.39,51.18,52.67,51.68,47.70,21.12,28.64,30.57,26.49,23.67,31.72,-,-,-,-,-
13,EV/FCF Ratio,51.04,42.22,-,-,189.75,-33.77,-,-,-30.62,-52.36,-,-,-29.81,-,-75.99,-,-,-,-,-
14,Debt / Equity Ratio,0.11,0.11,0.11,0.09,0.07,0.12,0.12,0.08,0.06,0.08,0.08,0.06,0.04,0.05,0.06,0.07,0.07,-,-,0.09
15,Debt / EBITDA Ratio,1.46,2.88,1.26,1.81,0.41,2.56,1.24,1.88,0.59,1.96,0.93,1.61,0.12,0.74,0.77,0.97,0.16,-,-,0.72
16,Debt / FCF Ratio,2.59,2.59,-,-,5.54,-1.57,-,-,-0.83,-1.78,-,-,-0.42,-,-1.36,-,1.35,-,-,22.25
17,Asset Turnover,0.44,0.59,0.24,1.36,0.42,0.53,0.24,1.17,0.36,0.47,0.24,1.24,0.49,-,-,-,-,-,-,
18,Inventory Turnover,1.14,0.85,1.10,0.44,2.63,0.72,0.92,0.47,2.25,0.62,0.86,0.48,2.40,0.99,-,-,-,-,-,-
19,Quick Ratio,0.62,0.62,0.65,0.63,0.77,0.46,0.57,0.62,0.77,0.62,0.70,0.72,0.94,0.75,0.92,-,1.00,-,-,-
20,Current Ratio,1.62,1.62,1.66,1.64,1.60,1.52,1.63,1.63,1.64,1.66,1.70,1.77,1.82,1.74,1.81,-,1.79,-,-,-
21,Return on Equity (ROE),1.62%,5.24%,2.05%,8.63%,2.30%,5.76%,1.97%,10.56%,2.34%,5.29%,1.97%,24.04%,2.61%,7.22%,3.56%,-,-,-,-,
22,Return on Assets (ROA),0.40%,1.80%,0.77%,3.89%,0.82%,2.05%,0.70%,2.54%,0.66%,2.10%,0.50%,11.06%,1.33%,-,-,-,-,-,-,
23,Return on Capital (ROIC),0.77%,3.48%,1.54%,8.06%,1.64%,3.92%,1.36%,4.91%,1.26%,3.95%,0.93%,20.72%,2.45%,3.74%,2.74%,-,-,-,-,
24,Return on Capital Employed (ROCE),4.26%,5.78%,6.16%,6.15%,6.15%,4.83%,4.67%,4.64%,4.46%,10.64%,11.08%,10.58%,11.11%,11.07%,10.34%,-,14.60%,-,-,-
25,Earnings Yield,1.97%,2.41%,3.02%,2.58%,1.89%,1.94%,1.88%,1.86%,2.09%,3.30%,2.37%,2.32%,2.59%,2.78%,2.67%,-,-,-,-,-
26,FCF Yield,1.90%,2.34%,1.76%,0.44%,0.51%,-2.94%,-4.53%,-2.58%,-3.04%,-1.78%,-4.27%,-3.50%,-3.10%,-5.62%,-1.25%,-,-,-,-,-
27,Dividend Yield,1.15%,-,-,-,1.09%,-,-,-,0.58%,-,-,-,0.86%,-,-,-,-,-,-,-
28,Payout Ratio,66.02%,663.29%,5.12%,10.77%,3.34%,244.58%,5.15%,13.61%,2.06%,355.18%,59.27%,8.32%,0.65%,6.22%,3.16%,7.57%,0.83%,3.43%,11.31%,11.31%
29,Buyback Yield / Dilution,2.11%,0.05%,-0.09%,0.13%,7.70%,-13.21%,9.80%,-8.25%,-18.94%,8.85%,-30.16%,-20.35%,-18.04%,-28.53%,-14.54%,-3.27%,-,-,-,-
30,Total Shareholder Return,3.25%,0.05%,-0.09%,0.13%,8.79%,-13.21%,9.80%,-8.25%,-18.36%,8.85%,-30.16%,-20.35%,-17.18%,-28.53%,-14.54%,-3.27%,-,-,-,-
