,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
21,Current Portion of Long-Term Debt,0.7,10.01,-,5.01,-,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-
22,Current Portion of Leases,-,0.69,5.71,0.67,0.67,0.66,0.65,0.64,0.63,0.63,0.85,0.84,0.99,0.99,-,-,-,-,-
23,Current Income Taxes Payable,4.76,2.25,2.51,2.84,12.58,1.66,1.54,2.37,5.7,1.4,5.86,8.77,2,1.83,-,8.51,-,-,-
24,Current Unearned Revenue,551.75,467.48,534.21,405.12,582.59,498.29,451.66,379.12,485.24,434.11,378.06,310.38,391.7,308.75,-,204.67,-,-,-
25,Other Current Liabilities,6.9,32.39,11.26,9.33,9.04,18.4,5.45,5.04,6.45,20.87,6.49,6.7,15.03,5.45,-,5.3,-,-,-
26,Total Current Liabilities,927.94,865.9,924.81,943.43,1066,867.21,851.58,827.08,811.53,776.9,738.86,709.69,703.14,653.28,-,478.13,-,-,-
27,Long-Term Debt,10,10,20,10,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-
28,Long-Term Leases,1.18,1.35,1.53,1.7,1.88,2.04,2.21,2.38,2.54,2.7,2.55,2.77,2.75,2.95,-,-,-,-,-
29,Long-Term Unearned Revenue,19.38,20.2,21.02,21.83,22.65,21.6,22.36,23.13,23.16,23.47,23.78,20.11,6.49,6.8,-,7.42,-,-,-
30,Other Long-Term Liabilities,7.42,7.3,6.63,6.82,4.85,4.67,4.09,4.32,4.81,6.79,6.64,6.95,6.11,5.47,-,5.72,-,-,-
31,Total Liabilities,965.92,904.75,973.99,983.78,1106,905.53,880.25,856.91,842.05,809.86,771.83,739.52,718.49,668.49,-,491.27,-,-,-
32,Common Stock,108,108,108,108,108,108,108,108,108,108,108,108,108,108,-,81,-,-,-
33,Additional Paid-In Capital,396.5,396.5,396.5,396.5,396.5,396.5,396.5,396.5,396.5,396.5,396.5,396.5,396.5,396.5,-,266.28,-,-,-
34,Retained Earnings,317.9,314.54,325.26,321.01,303.33,298.62,297.69,293.62,272.75,268.13,279.45,275.46,229.79,224.97,-,208.36,-,-,-
35,Comprehensive Income & Other,7.09,6.66,6.28,5.91,5.73,5.51,5.21,4.93,4.81,4.65,4.47,4.06,3.95,3.94,-,3.24,-,-,-
36,Total Common Equity,829.48,825.69,836.04,831.42,813.55,808.62,807.4,803.05,782.07,777.28,788.42,784.02,738.24,733.41,558.88,558.88,-,-,497.87
37,Minority Interest,0.28,0.3,0.29,0.27,0.21,0.25,0.35,0.45,0.39,0.45,0.37,0.48,0.38,0.4,-,0.38,-,-,-
38,Shareholders' Equity,829.76,825.99,836.34,831.7,813.77,808.87,807.74,803.5,782.45,777.73,788.79,784.5,738.62,733.81,559.26,559.26,-,-,498.24
39,Total Liabilities & Equity,1796,1731,1810,1815,1919,1714,1688,1660,1625,1588,1561,1524,1457,1402,-,1051,-,-,-
40,Total Debt,90.63,92.5,76.67,56.92,98.09,96.24,62.4,48.06,62.23,63.39,43.44,33.64,34.77,43.98,41.31,41.31,-,-,45.09
41,Net Cash (Debt),52.43,19.23,71.21,186.22,68.6,17.56,109.32,192.75,131.79,132.79,164.66,253.54,193.76,267.97,121.73,121.73,-,-,100.98
42,Net Cash Growth,-23.57%,9.52%,-34.86%,-3.39%,-47.95%,-86.78%,-33.61%,-23.97%,-31.98%,-50.44%,35.26%,108.28%,-,-,20.55%,-,-,-,-
43,Net Cash Per Share,0.49,0.18,0.66,1.72,0.64,0.16,1.01,1.65,1.38,1.11,1.65,2.58,1.85,2.91,1.47,1.46,-,-,1.26
44,Filing Date Shares Outstanding,108,108,108,108,108,108,108,108,108,108,108,108,108,108,82.91,81,81.45,80.29,80.29
45,Total Common Shares Outstanding,108,108,108,108,108,108,108,108,108,108,108,108,108,108,82.91,81,81.45,80.29,80.29
46,Working Capital,578.75,570.59,589.46,570.41,553.51,545.04,536.7,530.69,535.21,544.36,567.97,579.03,522.9,526.52,-,379.93,-,-,-
47,Book Value Per Share,7.68,7.65,7.74,7.70,7.53,7.49,7.48,7.44,7.24,7.20,7.30,7.26,6.84,6.79,6.90,6.90,-,-,6.11
48,Tangible Book Value,783.05,778.85,790.04,785.2,767.1,762.04,760.72,756.01,734.74,731.97,742.82,738.12,692.03,687.17,512.3,512.3,-,-,450.18
49,Tangible Book Value Per Share,7.25,7.21,7.32,7.27,7.10,7.06,7.04,7.00,6.80,6.78,6.88,6.83,6.41,6.36,6.32,6.32,-,-,5.53
50,Buildings,-,181.22,-,181.22,-,181.22,-,180.89,-,95.06,-,95.06,-,95.04,-,95.04,-,-,-
51,Machinery,-,185.27,-,184.41,-,173.2,-,169.36,-,135.01,-,133.22,-,119.25,-,116.91,-,-,-
52,Construction In Progress,-,-,-,-,-,2.53,-,2.38,-,71.53,-,50.17,-,43.9,-,21.06,-,-,-
