,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
30,EPS (Basic),-0.10,0.21,0.11,0.17,0.14,0.17,0.11,0.03,0.08,0.45,0.11,0.11,0.24,0.21,0.20,0.19,0.27,0.39,0.18
31,EPS (Diluted),-0.10,0.21,0.11,0.14,0.12,0.17,0.11,0.03,0.08,0.45,0.11,0.11,0.24,0.21,0.20,0.19,0.27,0.39,0.18
32,EPS Growth,-,21.94%,-0.80%,324.17%,55.83%,-62.13%,-1.57%,-70.61%,-66.84%,111.41%,-42.11%,-41.88%,-11.96%,-45.72%,9.78%,-,-,-,-
33,Free Cash Flow,28.63,16.16,-136.11,-17.87,61.18,-0.09,13.12,-24.04,-39.01,-41.06,-27.55,-14.14,-60.92,14.07,-1.79,-19.73,4.28,-13.82,2.92
34,Free Cash Flow Per Share,0.32,0.18,-1.50,-0.16,0.60,-0.00,0.14,-0.26,-0.43,-0.45,-0.30,-0.15,-0.67,0.18,-0.03,-0.30,0.06,-0.20,0.04
35,Dividend Per Share,-,-,-,0.075,-,-,-,0.072,-,-,-,0.069,-,-,-,-,0.100,-,0.100
36,Dividend Growth,-,-,-,4.17%,-,-,-,4.35%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,25.28%,21.97%,26.95%,17.97%,29.93%,20.12%,22.87%,21.60%,22.76%,17.49%,19.46%,13.88%,21.96%,23.84%,23.10%,22.44%,34.14%,33.25%,29.26%
38,Operating Margin,7.25%,5.03%,10.11%,2.18%,14.37%,5.76%,10.53%,4.24%,8.48%,7.80%,11.73%,3.06%,11.37%,14.44%,14.01%,9.27%,26.37%,24.46%,20.02%
39,Profit Margin,-7.09%,8.85%,5.91%,6.74%,7.18%,8.82%,7.42%,1.98%,5.81%,27.17%,8.00%,5.59%,16.43%,12.14%,11.30%,9.73%,18.42%,23.42%,15.14%
40,Free Cash Flow Margin,21.76%,7.63%,-79.31%,-7.91%,34.71%,-0.05%,9.53%,-16.01%,-31.44%,-27.45%,-21.22%,-7.94%,-46.36%,10.60%,-1.50%,-15.32%,4.20%,-12.27%,3.63%
41,EBITDA,17.1,20.46,24.92,12.48,32.04,17.15,21.22,13.07,16.44,18.86,21.14,11.37,17.81,24.07,19.55,15.94,29.33,29.76,16.43
42,EBITDA Margin,13.00%,9.66%,14.52%,5.52%,18.18%,9.84%,15.40%,8.70%,13.25%,12.61%,16.28%,6.38%,13.55%,18.14%,16.42%,12.38%,28.78%,26.42%,20.45%
43,D&A For EBITDA,7.56,9.8,7.56,7.56,6.71,7.1,6.71,6.71,5.92,7.19,5.92,5.92,2.87,4.91,2.87,4.01,2.46,2.21,0.35
44,EBIT,9.54,10.66,17.36,4.93,25.33,10.05,14.51,6.36,10.52,11.67,15.23,5.45,14.94,19.16,16.69,11.93,26.87,27.55,16.09
45,EBIT Margin,7.25%,5.03%,10.11%,2.18%,14.37%,5.76%,10.53%,4.24%,8.48%,7.80%,11.73%,3.06%,11.37%,14.44%,14.01%,9.27%,26.37%,24.46%,20.02%
46,Effective Tax Rate,-,-,16.55%,14.75%,6.74%,5.60%,9.12%,18.23%,20.29%,10.31%,2.77%,-,8.49%,10.13%,15.74%,10.91%,12.41%,12.87%,13.96%
47,Revenue as Reported,131.57,211.89,171.62,226,176.25,174.39,137.76,150.17,124.07,149.57,129.84,178.07,131.43,132.73,119.1,128.73,101.88,112.63,80.35
