,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Total Current Assets,-,910.89,996.32,1036,1141,1219,1253,1350,1395,1463,1547,1678,364.29,-,303.57,-,292.94,292.94,322.12,322.12
10,"Property, Plant & Equipment",-,370.83,370.41,360.4,358.21,293.97,283.55,279.4,258.05,225.41,204.42,197.12,184.2,-,124.7,-,66.59,66.59,10.45,10.45
11,Long-Term Investments,-,75.95,75.12,74.33,73.96,81.1,81.59,54.58,52.58,-,-,-,-,-,-,-,-,-,-,-
12,Goodwill,-,92.83,92.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,Other Intangible Assets,-,27.37,28.33,19.61,20.2,20.83,21.46,22.08,22.71,20.75,21.32,21.88,22.42,-,23.41,-,24.44,24.44,25.54,25.54
14,Long-Term Deferred Tax Assets,-,23.87,21.61,15.32,11.59,6.95,4.99,4.24,4.26,3.51,2.52,2.34,1.92,-,1.43,-,1.38,1.38,1,1
15,Long-Term Deferred Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.16,-,0.32,0.32,0.47,0.47
16,Other Long-Term Assets,-,30.49,31.91,29.79,30.75,27.63,28.68,27.77,22.5,37.86,26.61,14.92,14.96,-,5.67,-,32.1,32.1,1.08,1.08
17,Total Assets,-,1532,1617,1536,1636,1650,1674,1738,1756,1751,1802,1915,587.79,-,458.94,-,417.77,417.77,360.67,360.67
18,Accounts Payable,-,171.8,205.8,176.89,225.07,169.43,170.52,175.48,176.3,191.87,238.87,270.84,229.92,-,147.64,-,133.16,133.16,201.31,201.31
19,Accrued Expenses,-,8.53,7.2,3,6.75,2.65,2.45,2.42,3.87,1.91,1.87,1.63,3.09,-,1.83,-,3.21,3.21,1.1,1.1
20,Short-Term Debt,-,3,26.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,Current Portion of Long-Term Debt,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,Current Portion of Leases,-,4.92,1.96,1.14,1.12,1.11,1.1,1.08,1.07,0.29,0.57,0.85,1.12,-,-,-,-,-,-,-
23,Current Income Taxes Payable,-,0.98,-,1.05,-,0.23,-,0.41,2.53,7.61,5.54,4.45,3.06,-,2.01,-,1.17,1.17,-,-
24,Current Unearned Revenue,-,17.76,13.98,2.78,3.54,1.5,4.16,3.55,4.14,-,0.24,0.24,1.62,-,2.06,-,1.69,1.69,-,-
25,Other Current Liabilities,-,16.32,17.26,10.85,11.7,2,9.26,25,48.36,36.69,63.09,42.93,43.32,-,86.17,-,91.13,91.13,7.56,7.56
26,Total Current Liabilities,-,223.31,277.26,195.7,248.19,176.92,187.48,207.94,236.26,238.37,310.17,320.93,282.14,-,239.71,-,230.35,230.35,209.96,209.96
27,Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,68.29,45.16,-,-,-,-,-,-,-
28,Long-Term Leases,-,0.3,0.62,0.89,1.18,1.46,1.74,2.02,2.3,-,-,-,-,-,-,-,-,-,-,-
29,Long-Term Unearned Revenue,-,1.54,3.66,3.7,3.75,2.07,2.54,2.54,2.54,-,-,-,-,-,-,-,-,-,-,-
30,Long-Term Deferred Tax Liabilities,-,3.58,3.51,2.18,2.07,3.18,3.22,1.98,1.76,0.19,0.31,0.08,-,-,-,-,-,-,-,-
31,Other Long-Term Liabilities,-,6.75,6.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32,Total Liabilities,-,235.49,291.79,202.47,255.18,183.63,194.99,214.48,242.86,238.56,310.48,389.3,327.3,-,239.71,-,230.35,230.35,209.96,209.96
33,Common Stock,-,88,88,88,88,88,88,88,88,88,88,88,66,-,66,-,66,66,66,66
34,Additional Paid-In Capital,-,1283,1282,1281,1281,1281,1281,1281,1281,1280,1280,1280,51.43,-,51.43,-,51.43,51.43,51.43,51.43
35,Retained Earnings,-,39.82,42.31,55.15,72.91,99.95,109.82,154.84,143.86,144.48,123.42,157.29,143.06,-,101.8,-,69.99,69.99,33.28,33.28
36,Treasury Stock,-,-158.39,-133.22,-91.51,-60.91,-2.41,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,Total Common Equity,1252,1252,1279,1333,1381,1466,1479,1524,1513,1512,1491,1525,260.49,-,219.23,187.41,187.41,187.41,150.71,150.71
38,Minority Interest,-,44.44,45.52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,Shareholders' Equity,1297,1297,1325,1333,1381,1466,1479,1524,1513,1512,1491,1525,260.49,-,219.23,187.41,187.41,187.41,150.71,150.71
40,Total Liabilities & Equity,-,1532,1617,1536,1636,1650,1674,1738,1756,1751,1802,1915,587.79,-,458.94,-,417.77,417.77,360.67,360.67
41,Total Debt,8.22,8.22,33.63,2.02,2.3,2.57,2.84,3.11,3.37,0.29,0.57,69.13,46.28,-,-,-,-,-,-,-
42,Net Cash (Debt),472.56,472.56,557.52,705.23,840.49,909.96,935.58,999.4,1014,1083,1186,1240,-11.65,-,53.44,72.9,72.9,72.9,120.45,120.45
43,Net Cash Growth,-43.78%,-48.07%,-40.41%,-29.43%,-17.10%,-15.95%,-21.13%,-19.43%,-,-,2119.59%,1601.50%,-,-,-55.63%,-39.48%,-,-,-,-
44,Net Cash Per Share,5.97,5.59,6.53,8.34,10.79,10.16,10.64,10.92,11.73,12.30,13.32,19.18,-0.18,-,0.80,1.10,1.10,1.10,1.83,1.83
45,Filing Date Shares Outstanding,79.11,82.33,83.44,85.33,86.47,88,88,88,88,88,88,88,88,65.04,66,65.98,88,88,66,66
46,Total Common Shares Outstanding,82.33,82.33,83.44,85.33,86.47,88,88,88,88,88,88,88,66,65.04,66,65.98,66,66,66,66
47,Working Capital,-,687.57,719.06,840.36,893.08,1043,1066,1142,1159,1225,1237,1357,82.14,-,63.85,-,62.59,62.59,112.16,112.16
48,Book Value Per Share,15.21,15.21,15.33,15.62,15.97,16.66,16.80,17.31,17.19,17.19,16.95,17.33,3.95,-,3.32,2.84,2.84,2.84,2.28,2.28
49,Tangible Book Value,1132,1132,1158,1313,1361,1445,1457,1502,1490,1492,1470,1503,238.07,-,195.81,162.98,162.98,162.98,125.17,125.17
50,Tangible Book Value Per Share,13.75,13.75,13.88,15.39,15.73,16.43,16.56,17.06,16.93,16.95,16.71,17.08,3.61,-,2.97,2.47,2.47,2.47,1.90,1.90
51,Buildings,-,-,327.06,-,327.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52,Machinery,-,-,55.39,-,36.93,-,23.16,-,22.48,-,10.96,-,10.7,-,10.61,-,10.58,10.58,9.12,9.12
53,Construction In Progress,-,-,-,-,-,-,263.65,-,237.45,-,197.53,-,176.4,-,116.91,-,58.87,58.87,3.63,3.63
