,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
12,Interest & Investment Income,6.22,12.01,6.14,23.89,8.1,10.5,7.14,16.42,14.88,13.21,7.98,5.24,2.11,1.82,1.04,0.95,1.28,0.57,0.57
13,Currency Exchange Gain (Loss),0.03,-0.03,-,-0.14,0.03,-0.03,-,-0.23,0.03,-0.03,-,-0.07,0.01,-0.01,-,-0.02,0.05,-0.03,-0.03
14,Other Non Operating Income (Expenses),-0.57,-0.71,-0.79,-0.94,-0.75,-1.07,-0.99,-0.92,-1.06,-0.82,-1.28,-1.27,-0.64,-1.41,-1.72,-1.94,-1.94,-1.19,-1.19
15,EBT Excluding Unusual Items,69.34,-3.14,42.61,0.69,40.86,8.17,44.6,29.91,81.21,21.35,63.35,36.91,42.7,46.56,75.06,79.32,57.35,35.13,35.13
16,Gain (Loss) on Sale of Investments,8.58,6.57,7.75,-11.85,5.38,6.43,9.77,-2.56,1.95,2.48,7.44,3.14,0.18,0.65,0.46,0.6,0.15,0.54,0.54
17,Gain (Loss) on Sale of Assets,-,-,-,0,0.04,-0,-0.01,-,-,-,-,0.08,-,0.07,-,-,-,0.04,0.04
18,Asset Writedown,-53.94,18.42,-18.42,39.65,-39.65,9.09,-9.09,37.49,-37.49,9.63,-9.63,15.98,-15.98,5.46,-5.46,16.94,-16.94,-,-
19,Other Unusual Items,0.14,0.19,0.19,-0.21,-,-,-,5.97,-,-,-,6.85,-,-,-,5.34,-0.45,0.22,0.22
20,Pretax Income,24.11,22.04,32.13,28.29,6.63,23.69,45.27,70.81,45.67,33.46,61.15,62.98,26.91,52.74,70.07,102.2,40.12,35.94,35.94
21,Income Tax Expense,3.55,2.67,6.13,6.94,-0.49,3.79,8.92,15.41,8.9,6.43,13.32,14.21,5.79,12.77,17.24,24.62,9.85,8.82,8.82
22,Net Income,20.56,19.37,26,21.35,7.13,19.9,36.34,55.4,36.78,27.03,47.83,48.77,21.11,39.97,52.83,77.57,30.27,27.11,27.11
23,Net Income to Common,20.56,19.37,26,21.35,7.13,19.9,36.34,55.4,36.78,27.03,47.83,48.77,21.11,39.97,52.83,77.57,30.27,27.11,27.11
24,Net Income Growth,188.50%,-2.68%,-28.46%,-61.47%,-80.62%,-26.37%,-24.02%,13.60%,74.19%,-32.37%,-9.45%,-37.13%,-30.24%,47.41%,94.84%,-,-,-,-
25,Shares Outstanding (Basic),228,228,228,228,228,228,228,228,228,228,228,210,171,172,170,165,178,169,169
26,Shares Outstanding (Diluted),228,228,228,228,228,228,228,228,228,228,228,210,171,172,170,165,178,169,169
27,Shares Change (YoY),0.02%,-0.03%,0.03%,-0.02%,-0.05%,0.02%,0.00%,8.63%,33.30%,32.86%,33.79%,27.20%,-4.11%,1.25%,0.56%,-,-,-,-
28,EPS (Basic),0.09,0.08,0.11,0.09,0.03,0.09,0.16,0.24,0.16,0.12,0.21,0.23,0.12,0.23,0.31,0.47,0.17,0.16,0.16
29,EPS (Diluted),0.09,0.08,0.11,0.09,0.03,0.09,0.16,0.24,0.16,0.12,0.21,0.23,0.12,0.23,0.31,0.47,0.17,0.16,0.16
30,EPS Growth,188.45%,-2.64%,-28.48%,-61.46%,-80.61%,-26.39%,-24.02%,4.57%,30.68%,-49.09%,-32.32%,-50.58%,-27.25%,45.60%,93.75%,-,-,-,-
31,Free Cash Flow,9.42,-26.76,25.12,3.97,-248.44,-90.54,7.18,85.51,-20.98,-12.04,4.77,34.95,-90.9,-9.42,-16.03,96.07,-4.98,22.19,22.19
32,Free Cash Flow Per Share,0.04,-0.12,0.11,0.02,-1.09,-0.40,0.03,0.37,-0.09,-0.05,0.02,0.17,-0.53,-0.05,-0.09,0.58,-0.03,0.13,0.13
33,Dividend Per Share,0.038,-,-,0.439,-,-,-,0.366,-,-,-,0.178,-,-,-,-,-,-,-
34,Dividend Growth,-,-,-,19.95%,-,-,-,105.62%,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,63.96%,18.09%,43.57%,13.67%,58.42%,22.97%,39.25%,24.12%,50.51%,26.38%,44.89%,32.53%,54.84%,42.18%,48.27%,36.97%,51.81%,41.46%,41.46%
36,Operating Margin,43.94%,-8.69%,20.66%,-9.01%,25.85%,-0.66%,18.59%,4.38%,29.62%,4.92%,27.81%,10.21%,31.21%,24.49%,33.29%,22.05%,34.29%,22.49%,22.49%
37,Profit Margin,14.19%,11.69%,14.42%,8.70%,5.50%,10.72%,17.57%,16.56%,16.17%,14.75%,23.48%,15.04%,15.99%,21.20%,23.22%,21.30%,17.91%,17.05%,17.05%
38,Free Cash Flow Margin,6.50%,-16.14%,13.93%,1.62%,-191.89%,-48.79%,3.47%,25.56%,-9.22%,-6.57%,2.34%,10.78%,-68.82%,-5.00%,-7.04%,26.38%,-2.94%,13.95%,13.95%
39,EBITDA,66.65,-10.18,40.25,-19.12,34.89,0.58,39.87,16.06,68.01,9.73,57.29,33.74,41.86,46.8,76.37,80.96,58.6,36.41,36.41
40,EBITDA Margin,46.00%,-6.14%,22.32%,-7.79%,26.95%,0.31%,19.27%,4.80%,29.91%,5.31%,28.12%,10.41%,31.69%,24.83%,33.56%,22.23%,34.67%,22.89%,22.89%
41,D&A For EBITDA,2.99,4.22,2.99,2.99,1.41,1.81,1.41,1.41,0.64,0.71,0.64,0.64,0.63,0.64,0.63,0.63,0.64,0.64,0.64
42,EBIT,63.66,-14.41,37.26,-22.11,33.48,-1.23,38.45,14.65,67.37,9.02,56.64,33.1,41.22,46.16,75.74,80.33,57.97,35.77,35.77
43,EBIT Margin,43.94%,-8.69%,20.66%,-9.01%,25.85%,-0.66%,18.59%,4.38%,29.62%,4.92%,27.81%,10.21%,31.21%,24.49%,33.29%,22.05%,34.29%,22.49%,22.49%
44,Effective Tax Rate,14.74%,12.12%,19.08%,24.54%,-,15.98%,19.71%,21.77%,19.48%,19.22%,21.78%,22.57%,21.52%,24.22%,24.61%,24.10%,24.55%,24.55%,24.55%
45,Revenue as Reported,144.89,165.73,180.3,245.35,129.47,185.59,206.9,334.51,227.4,183.2,203.7,324.2,132.08,188.5,227.53,364.25,169.02,159.05,159.05
