,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
19,Current Portion of Leases,-,-,-,0.86,-,-,0.13,1.11,0.44,0.75,1.59,1.59,-,-,-,-,-,-,-
20,Current Income Taxes Payable,11.97,5.05,22.4,12.25,1.35,2.48,16.83,21.59,14.29,9.93,16.92,19.52,9.52,14.9,-,26.82,-,10.77,10.77
21,Other Current Liabilities,0.22,104.4,0.23,0.75,0.2,83.9,0.31,0.87,0.33,48.34,0.26,0.79,4.06,7.8,-,0.94,-,0.35,0.35
22,Total Current Liabilities,65.41,168.01,71.5,91.93,64.09,173.06,90.34,139.18,107.28,156.44,47.54,93.68,35.32,43.52,-,71.9,-,46.2,46.2
23,Long-Term Leases,-,-,-,-,-,-,-,-,-,-,0.13,0.3,-,-,-,-,-,-,-
24,Long-Term Unearned Revenue,1.85,1.87,1.88,1.9,1.92,1.93,1.95,1.97,1.98,2,2,2,-,2,-,-,-,-,-
25,Long-Term Deferred Tax Liabilities,7.58,5.19,3.28,4.2,8.71,6.75,3.73,3.46,3.45,2.87,2.55,1.9,0.52,0.63,-,0.54,-,0.66,0.66
26,Total Liabilities,74.83,175.06,76.67,98.04,74.72,181.74,96.02,144.61,112.71,161.3,52.22,97.88,35.84,46.15,-,72.44,-,46.86,46.86
27,Common Stock,228,228,228,228,228,228,228,228,228,228,228,228,171,171,-,171,-,171,171
28,Additional Paid-In Capital,1782,1782,1782,1782,1782,1782,1782,1782,1782,1782,1782,1782,106.53,106.53,-,106.53,-,106.53,106.53
29,Retained Earnings,525.36,504.8,585.52,559.52,538.17,531.05,594.59,558.25,502.85,466.07,479.63,431.79,383.03,361.91,-,269.12,-,161.28,161.28
30,Shareholders' Equity,2536,2515,2596,2570,2548,2541,2605,2568,2513,2476,2490,2442,660.56,639.44,546.65,546.65,-,438.81,438.81
31,Total Liabilities & Equity,2610,2690,2672,2668,2623,2723,2701,2713,2626,2638,2542,2540,696.39,685.59,-,619.09,-,485.67,485.67
32,Total Debt,-,-,-,0.86,-,-,0.13,1.11,0.44,0.75,1.72,1.89,-,-,-,-,-,-,-
33,Net Cash (Debt),1414,1491,1505,1518,1642,1961,2035,1911,1916,1966,1966,1947,182.47,271.27,293.12,293.12,-,200.76,200.76
34,Net Cash Growth,-13.90%,-23.97%,-26.01%,-20.55%,-14.30%,-0.27%,3.51%,-1.86%,950.10%,624.80%,570.63%,564.23%,-,35.12%,46.00%,-,-,-,-
35,Net Cash Per Share,6.20,6.54,6.60,6.66,7.21,8.60,8.92,8.38,8.40,8.63,8.62,9.27,1.07,1.58,1.72,1.78,-,1.18,1.18
36,Filing Date Shares Outstanding,228,228,228,228,228,228,228,228,228,228,228,228,171,171,170.41,171,178.39,171,171
37,Total Common Shares Outstanding,228,228,228,228,228,228,228,228,228,228,228,228,171,171,170.41,171,178.39,171,171
38,Working Capital,1818,1798,1880,1899,2021,2161,2330,2194,2244,2221,2306,2260,547.68,547.02,-,478.97,-,374.3,374.3
39,Book Value Per Share,11.12,11.03,11.38,11.27,11.18,11.15,11.42,11.27,11.02,10.86,10.92,10.71,3.86,3.74,3.20,3.20,-,2.57,2.57
40,Tangible Book Value,2518,2498,2578,2552,2531,2524,2587,2550,2495,2458,2472,2424,642.03,620.8,527.88,527.88,-,419.82,419.82
41,Tangible Book Value Per Share,11.05,10.95,11.31,11.19,11.10,11.07,11.35,11.19,10.94,10.78,10.84,10.63,3.75,3.63,3.09,3.09,-,2.46,2.46
42,Buildings,-,492.24,-,438.69,-,177.92,-,177.55,-,180.59,-,21.84,-,21.84,-,21.84,-,21.84,21.84
43,Machinery,-,22.17,-,20.79,-,20.19,-,17.49,-,14.39,-,12.94,-,11.74,-,11.35,-,10.96,10.96
44,Construction In Progress,-,-,-,53.33,-,52.99,-,52.06,-,31.74,-,120.17,-,34.3,-,8.51,-,7.2,7.2
