,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
13,EV/EBIT Ratio,26.43,22.52,-,23.32,-,22.60,-,17.67,13.78,9.55,16.35,23.60,29.17,-,-,-,-,-,-,-
14,EV/FCF Ratio,141.64,123.39,-,-3.57,-5.58,-,-,38.34,35.54,-,-,-68.95,-70.30,-,-,-,-,-,-,-
15,Debt / Equity Ratio,-,-,-,-,0.00,-,-,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-
16,Debt / EBITDA Ratio,-,-,-,-,-,-,-,0.00,0.02,0.00,0.02,0.01,0.01,-,-,-,-,-,-,-
17,Debt / FCF Ratio,-,-,-,-,0.00,-,-,0.00,0.02,-,-,-0.03,-0.02,-,-,-,-,-,-,-
18,Asset Turnover,0.22,0.25,0.27,0.37,0.19,0.27,0.31,0.50,0.35,0.28,0.32,0.80,0.76,-,-,-,-,1.31,-,
19,Inventory Turnover,1.35,0.53,1.42,1.06,2.28,0.64,1.73,1.44,2.82,1.29,1.62,1.36,2.58,0.78,-,-,-,-,1.88,-
20,Quick Ratio,21.62,21.62,8.89,21.06,16.53,25.63,11.33,22.53,13.74,17.93,12.59,41.40,20.82,5.19,6.24,-,4.08,-,4.35,4.35
21,Current Ratio,28.80,28.80,11.70,27.30,21.66,32.54,13.49,26.79,16.76,21.91,15.20,49.52,25.12,16.51,13.57,-,7.66,-,9.10,9.10
22,Return on Equity (ROE),3.26%,3.03%,4.03%,3.34%,1.12%,3.09%,5.62%,8.72%,5.90%,4.35%,7.76%,12.57%,12.99%,26.96%,38.65%,-,-,24.71%,-,
23,Return on Assets (ROA),6.00%,-1.34%,3.49%,-2.09%,3.13%,-0.11%,3.55%,1.37%,6.40%,0.87%,5.57%,5.11%,14.91%,-,-,-,-,18.41%,-,
24,Return on Capital (ROIC),6.30%,-1.41%,3.61%,-2.16%,3.29%,-0.12%,3.72%,1.44%,6.75%,0.91%,5.74%,5.33%,15.86%,19.46%,34.64%,-,-,20.38%,-,
25,Return on Capital Employed (ROCE),2.48%,2.53%,-,1.82%,-,3.33%,-,4.96%,5.74%,6.60%,5.64%,7.10%,8.02%,36.83%,40.52%,-,38.35%,-,16.28%,8.14%
26,Earnings Yield,2.83%,2.97%,2.89%,2.71%,2.44%,3.05%,3.64%,3.70%,4.23%,4.52%,3.40%,3.62%,2.75%,-,-,-,-,-,-,-
27,FCF Yield,0.38%,0.40%,-9.64%,-11.28%,-9.44%,-6.33%,-0.46%,1.42%,1.45%,0.19%,-1.49%,-1.39%,-1.38%,-,-,-,-,-,-,-
28,Dividend Yield,0.57%,3.71%,-,-,3.01%,-,-,-,2.25%,-,-,-,0.74%,-,-,-,-,-,-,-
29,Payout Ratio,114.69%,486.84%,-,-,-,1171.00%,-,-,-,110.35%,-,-,-,-,-,-,-,-,-,-
30,Buyback Yield / Dilution,0.00%,-0.02%,0.03%,-0.03%,0.02%,0.05%,-0.02%,-0.00%,-8.63%,-33.30%,-32.86%,-33.79%,-27.20%,4.11%,-1.25%,-0.56%,-,-,-,-
31,Total Shareholder Return,0.57%,3.69%,0.03%,-0.03%,3.03%,0.05%,-0.02%,-0.00%,-6.38%,-33.30%,-32.86%,-33.79%,-26.46%,4.11%,-1.25%,-0.56%,-,-,-,-
