,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
19,Quick Ratio,2.88,2.88,2.94,3.61,3.27,2.62,3.29,5.06,5.19,6.66,10.72,11.69,10.22,13.02,15.82,3.82,4.32,-,4.24,-
20,Current Ratio,3.58,3.58,3.58,4.36,3.77,3.29,4.20,6.59,6.28,7.80,12.28,12.93,11.15,14.07,16.82,4.81,5.22,-,5.34,-
21,Return on Equity (ROE),10.95%,3.87%,1.16%,9.56%,17.67%,9.38%,6.88%,10.43%,9.59%,7.00%,5.37%,6.61%,7.61%,14.35%,23.74%,-,-,41.10%,-,
22,Return on Assets (ROA),5.39%,2.37%,0.90%,3.92%,9.78%,5.31%,3.76%,3.37%,5.75%,3.61%,2.37%,2.54%,4.07%,8.72%,14.93%,-,-,-,-,
23,Return on Capital (ROIC),6.66%,2.87%,1.08%,4.89%,12.11%,6.21%,4.27%,3.80%,6.30%,3.89%,2.57%,2.74%,4.33%,9.47%,17.46%,-,-,29.32%,-,
24,Return on Capital Employed (ROCE),5.99%,5.99%,8.16%,9.05%,10.27%,10.02%,7.99%,6.88%,6.30%,6.02%,5.34%,6.15%,7.36%,9.17%,10.14%,32.19%,29.86%,-,14.29%,-
25,Earnings Yield,1.38%,1.77%,2.90%,2.55%,2.43%,2.53%,1.73%,1.83%,1.49%,1.29%,1.84%,2.65%,1.81%,3.25%,3.43%,-,-,-,-,-
26,FCF Yield,1.94%,2.49%,-1.51%,-3.65%,-2.39%,-4.77%,-2.42%,-3.26%,-2.82%,-2.28%,-3.74%,-4.18%,-2.11%,-2.05%,-1.36%,-,-,-,-,-
27,Dividend Yield,1.05%,-,-,-,1.15%,-,-,-,0.90%,-,-,-,1.47%,-,1.07%,-,-,-,-,-
28,Payout Ratio,75.63%,-,498.44%,-,0.05%,7.37%,179.53%,-,-,-,190.40%,-,11.88%,132.21%,-,-,-,-,-,-
29,Buyback Yield / Dilution,-1.97%,-2.72%,0.34%,-2.68%,-2.86%,2.46%,-4.34%,2.79%,-0.56%,-1.30%,-4.53%,-36.31%,-32.64%,-34.98%,-20.94%,0.07%,-,-,-,-
30,Total Shareholder Return,-0.92%,-2.72%,0.34%,-2.68%,-1.71%,2.46%,-4.34%,2.79%,0.34%,-1.30%,-4.53%,-36.31%,-31.18%,-34.98%,-19.87%,0.07%,-,-,-,-
