,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
33,Total Liabilities & Equity,2219,2140,2127,2175,2193,1981,1888,1859,1771,1669,1699,1694,1634,1630,585.36,548.17,-,459.07,-
34,Total Debt,17.3,10.28,15.61,15.95,13.49,12.88,1.69,1.87,1.94,1.94,2.07,1,0.87,0.69,-,-,-,-,0.08
35,Net Cash (Debt),381.11,301.53,280.93,398.53,344.97,460.1,593.06,655.36,724.09,731.98,871.48,933.53,961.08,1017,75.53,105.19,-,71.51,69.62
36,Net Cash Growth,10.48%,-34.46%,-52.63%,-39.19%,-52.36%,-37.14%,-31.95%,-29.80%,-24.66%,-27.99%,1053.87%,787.50%,-,1321.50%,8.49%,-,-,-,-
37,Net Cash Per Share,2.21,1.80,1.64,2.31,2.05,2.73,3.56,3.91,4.21,4.54,5.08,5.60,5.65,6.58,0.60,0.84,-,0.56,0.55
38,Filing Date Shares Outstanding,168.48,168.48,168.48,168.48,168.48,168.48,168.48,168.48,168.48,168.48,168.48,168.48,168.48,168.48,168.48,126.36,125.93,126.36,125.97
39,Total Common Shares Outstanding,168.48,168.48,168.48,168.48,168.48,168.48,168.48,168.48,168.48,168.48,168.48,168.48,168.48,168.48,126.36,126.36,125.93,126.36,125.97
40,Working Capital,1027,975.37,1028,1032,1013,997.48,1090,1066,1100,1098,1221,1214,1235,1265,312.93,310.71,-,262.92,-
41,Book Value Per Share,10.55,10.21,10.54,10.46,10.15,9.69,9.88,9.68,9.42,9.19,9.34,9.22,9.07,9.14,3.95,3.72,-,3.13,2.73
42,Tangible Book Value,1629,1570,1626,1611,1557,1478,1508,1474,1428,1460,1486,1465,1443,1455,448.45,419.49,-,343.58,293.68
43,Tangible Book Value Per Share,9.67,9.32,9.65,9.56,9.24,8.77,8.95,8.75,8.48,8.67,8.82,8.69,8.57,8.64,3.55,3.32,-,2.72,2.32
44,Buildings,-,438.81,-,306.14,-,306.8,-,233.06,-,185.07,-,180.64,-,44.98,-,44.84,-,30.61,-
45,Machinery,-,226.66,-,173.42,-,156.84,-,146.33,-,90.73,-,85.68,-,26.8,-,26.61,-,29.89,-
46,Construction In Progress,-,63.52,-,205.84,-,100.93,-,103.62,-,62.07,-,39.13,-,154.23,-,66.71,-,36.26,-
