,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,77.68,78.32,64.53,106.91,87.92,66.05,48.65,69.36,40.3,32.98,27.42,42.18,30.84,27.86,23.32,16.56,25.33,21.04,13.78
10,Operating Income,46.97,20.21,7.72,34.28,81.64,41.11,28.19,24.47,39.55,24.33,16.07,16.92,26.58,38.61,33.84,42.1,42.65,43.42,13.52
11,Interest Expense,-0.11,-0.12,-0.14,-0.12,-0.14,-0.14,-0.02,-0.02,-0.02,-0.02,-0.02,-0.04,-,-,-,-0.17,-,-,-
12,Interest & Investment Income,1.93,2.28,3.21,0.58,2.48,3.01,4.93,3.99,3.91,13.76,3.72,2.09,2.21,2.62,0.03,-,0.02,0.14,0.12
13,Currency Exchange Gain (Loss),0.41,-0.41,-,1.99,-1.9,1.9,-,1.71,0.89,-0.89,-,-1.65,0.29,-0.29,-,0.4,-0.36,0.36,-
14,Other Non Operating Income (Expenses),0.48,0.24,-0.52,-1.01,0.88,-0.64,0.46,-2.77,-1.64,4.79,0.43,-0.06,-0.63,0.19,-0.28,-0.33,0.44,-0.03,-0.1
15,EBT Excluding Unusual Items,49.69,22.21,10.26,35.72,82.96,45.23,33.56,27.38,42.68,41.96,20.2,17.25,28.45,41.13,33.59,42,42.75,43.89,13.54
16,Gain (Loss) on Sale of Investments,0.1,-0.34,-1.23,0.5,0.03,0.48,-1.41,-0.43,0.34,-11.75,3.1,5.04,4.9,0.08,-0.04,0.22,0.29,0.23,-
17,Gain (Loss) on Sale of Assets,-0,-0.03,-,-,-,-,-0,0.01,-,0.13,-,-0.15,-,-,0.02,-,-,-,-
18,Asset Writedown,3.08,-4.41,-3.38,3.15,0.88,-3.18,-0.85,0.81,-0.81,0.03,-0.03,0.33,-0.33,0,-,0.31,-0.31,0.05,-0.05
19,Other Unusual Items,-1.98,1.66,0.32,7.83,-0,0,-,12.22,-0.1,0.1,-,6.36,0,-0,-,1.44,-0.04,0.04,-
20,Pretax Income,50.89,19.08,5.98,47.21,83.87,42.53,31.3,39.97,42.12,30.48,23.28,28.83,33.02,41.21,33.56,43.96,42.69,44.2,13.49
21,Income Tax Expense,3.02,2.18,0.84,5.71,10.03,3.85,2.94,-1.96,4.52,3.17,2.31,3.37,3.84,4.65,4.81,5.91,5.71,6.16,1.82
22,Net Income,47.88,16.9,5.14,41.5,73.84,38.68,28.36,41.94,37.6,27.31,20.97,25.46,29.18,36.56,28.75,38.05,36.98,38.04,11.66
23,Net Income to Common,47.88,16.9,5.14,41.5,73.84,38.68,28.36,41.94,37.6,27.31,20.97,25.46,29.18,36.56,28.75,38.05,36.98,38.04,11.66
24,Net Income Growth,-35.16%,-56.30%,-81.88%,-1.05%,96.41%,41.62%,35.23%,64.73%,28.86%,-25.30%,-27.07%,-33.09%,-21.10%,-3.90%,146.48%,-,-,-,-
25,Shares Outstanding (Basic),173,168,171,172,168,168,167,168,172,161,172,167,170,154,126,126,126,128,126
26,Shares Outstanding (Diluted),173,168,171,172,168,168,167,168,172,161,172,167,170,154,126,126,126,128,126
27,Shares Change (YoY),2.72%,-0.34%,2.68%,2.86%,-2.46%,4.34%,-2.79%,0.56%,1.30%,4.53%,36.31%,32.64%,34.98%,20.94%,-0.07%,-,-,-,-
28,EPS (Basic),0.28,0.10,0.03,0.24,0.44,0.23,0.17,0.25,0.22,0.17,0.12,0.15,0.17,0.24,0.23,0.30,0.29,0.30,0.09
29,EPS (Diluted),0.28,0.10,0.03,0.24,0.44,0.23,0.17,0.25,0.22,0.17,0.12,0.15,0.17,0.24,0.23,0.30,0.29,0.30,0.09
30,EPS Growth,-36.88%,-56.15%,-82.35%,-3.79%,101.35%,35.73%,39.12%,63.82%,27.21%,-28.54%,-46.50%,-49.56%,-41.55%,-20.53%,146.65%,-,-,-,-
31,Free Cash Flow,77.86,102.87,-114.01,89.94,-150.12,-53.85,-65.57,-75.4,-10.52,-89.81,-66.61,-29.38,-23.33,-57.59,-29.82,27.24,4.38,4.16,-3.13
32,Free Cash Flow Per Share,0.45,0.61,-0.67,0.52,-0.89,-0.32,-0.39,-0.45,-0.06,-0.56,-0.39,-0.18,-0.14,-0.37,-0.24,0.22,0.03,0.03,-0.02
33,Dividend Per Share,-,-,-,0.500,-,-,-,0.444,-,-,-,0.309,-,0.247,-,-,-,-,-
34,Dividend Growth,-,-,-,12.51%,-,-,-,43.96%,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,21.71%,18.77%,26.33%,27.22%,27.29%,24.79%,28.16%,27.78%,29.75%,26.82%,23.16%,25.26%,27.73%,30.55%,33.45%,30.08%,38.46%,38.09%,38.29%
36,Operating Margin,8.18%,3.85%,2.81%,6.61%,13.14%,9.51%,10.33%,7.25%,14.73%,11.38%,8.56%,7.23%,12.83%,17.75%,19.81%,21.59%,24.13%,25.66%,18.96%
37,Profit Margin,8.34%,3.22%,1.87%,8.00%,11.88%,8.95%,10.39%,12.42%,14.01%,12.78%,11.17%,10.88%,14.09%,16.81%,16.83%,19.51%,20.92%,22.48%,16.36%
38,Free Cash Flow Margin,13.56%,19.59%,-41.54%,17.34%,-24.16%,-12.46%,-24.03%,-22.33%,-3.92%,-42.03%,-35.48%,-12.56%,-11.27%,-26.47%,-17.46%,13.97%,2.48%,2.46%,-4.40%
39,EBITDA,55.53,31.26,16.28,42.84,87.99,49.79,34.54,30.82,42.05,30.35,18.57,19.42,28.28,40.39,35.54,43.8,44.02,45.11,14.89
40,EBITDA Margin,9.67%,5.95%,5.93%,8.26%,14.16%,11.52%,12.66%,9.13%,15.66%,14.20%,9.89%,8.30%,13.65%,18.57%,20.80%,22.46%,24.91%,26.65%,20.89%
41,D&A For EBITDA,8.56,11.05,8.56,8.56,6.35,8.69,6.35,6.35,2.5,6.03,2.5,2.5,1.7,1.78,1.7,1.7,1.37,1.68,1.37
42,EBIT,46.97,20.21,7.72,34.28,81.64,41.11,28.19,24.47,39.55,24.33,16.07,16.92,26.58,38.61,33.84,42.1,42.65,43.42,13.52
43,EBIT Margin,8.18%,3.85%,2.81%,6.61%,13.14%,9.51%,10.33%,7.25%,14.73%,11.38%,8.56%,7.23%,12.83%,17.75%,19.81%,21.59%,24.13%,25.66%,18.96%
44,Effective Tax Rate,5.93%,11.43%,14.04%,12.10%,11.95%,9.05%,9.41%,-,10.73%,10.40%,9.91%,11.68%,11.64%,11.28%,14.33%,13.44%,13.37%,13.93%,13.51%
45,Revenue as Reported,574.08,525.05,274.43,518.63,621.37,432.25,272.89,337.7,268.42,213.7,187.75,233.93,207.1,217.55,170.86,195.03,176.73,169.25,71.28
