,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
18,Pretax Income,25.55,222.8,227.45,154.88,-46.7,-47.97,-45.09,6.44,12.38,26.29,20.51,40.53,22.76,23.39,23.39,22.66,22.66,23.48,23.48
19,Income Tax Expense,-8.52,30.61,31.84,18.37,-15.15,-12.64,-1.29,-2.48,-2,1.13,1.54,6.3,0.89,2.36,2.36,4.27,4.27,3.31,3.31
20,Earnings From Continuing Operations,34.07,192.19,195.62,136.51,-31.56,-35.34,-43.79,8.92,14.38,25.16,18.97,34.23,21.87,21.03,21.03,18.39,18.39,20.17,20.17
21,Minority Interest in Earnings,-0.01,-0.03,-0.12,-0.32,-0.22,-0.3,0.01,0.07,-,-,-,-,-,-,-,-,-,-,-
22,Net Income,34.06,192.15,195.49,136.19,-31.78,-35.63,-43.78,8.99,14.38,25.16,18.97,34.23,21.87,21.03,21.03,18.39,18.39,20.17,20.17
23,Net Income to Common,34.06,192.15,195.49,136.19,-31.78,-35.63,-43.78,8.99,14.38,25.16,18.97,34.23,21.87,21.03,21.03,18.39,18.39,20.17,20.17
24,Net Income Growth,-,-,-,1414.59%,-,-,-,-73.73%,-34.25%,19.62%,-9.81%,86.17%,18.92%,4.27%,4.27%,-,-,-,-
25,Shares Outstanding (Basic),148,148,147,153,145,148,146,146,146,109,108,110,108,109,109,108,108,110,110
26,Shares Outstanding (Diluted),148,148,147,153,145,148,146,146,147,109,111,110,114,109,109,110,110,110,110
27,Shares Change (YoY),1.92%,-0.20%,0.65%,5.01%,-1.62%,35.75%,31.02%,32.98%,29.40%,-0.20%,1.84%,-0.18%,3.65%,-0.20%,-0.20%,-,-,-,-
28,EPS (Basic),0.23,1.30,1.33,0.89,-0.22,-0.24,-0.30,0.06,0.10,0.23,0.18,0.31,0.20,0.19,0.19,0.17,0.17,0.18,0.18
29,EPS (Diluted),0.23,1.30,1.33,0.89,-0.22,-0.24,-0.30,0.06,0.10,0.23,0.17,0.31,0.19,0.19,0.19,0.17,0.17,0.18,0.18
30,EPS Growth,-,-,-,1342.37%,-,-,-,-80.25%,-49.19%,19.86%,-11.44%,86.49%,14.73%,4.48%,4.48%,-,-,-,-
31,Free Cash Flow,-310.99,-583.59,-164.6,-138.68,-516.31,-440.75,-21.84,-88.87,-174.43,-113.42,-76.36,96.13,-144.03,0.69,0.69,-12.47,-12.47,-34.21,-34.21
32,Free Cash Flow Per Share,-2.11,-3.95,-1.12,-0.91,-3.57,-2.97,-0.15,-0.61,-1.19,-1.04,-0.69,0.88,-1.27,0.01,0.01,-0.11,-0.11,-0.31,-0.31
33,Dividend Per Share,-,-,-,0.100,-,-,-,0.103,-,-,-,-,-,-,-,-,-,-,-
34,Dividend Growth,-,-,-,-2.72%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,14.77%,23.43%,37.29%,26.66%,17.86%,-17.71%,5.87%,2.49%,21.56%,16.36%,21.22%,17.86%,22.50%,18.12%,18.12%,23.25%,23.25%,15.87%,15.87%
36,Operating Margin,8.85%,17.22%,29.93%,17.48%,5.62%,-30.62%,-4.22%,-11.69%,8.10%,9.97%,11.44%,9.76%,14.15%,10.89%,10.89%,11.60%,11.69%,9.23%,9.23%
37,Profit Margin,2.40%,14.08%,24.11%,17.03%,-8.24%,-12.35%,-14.50%,2.53%,4.83%,8.71%,7.65%,9.54%,9.24%,8.69%,8.69%,7.22%,7.22%,12.41%,12.41%
38,Free Cash Flow Margin,-21.89%,-42.75%,-20.30%,-17.34%,-133.85%,-152.74%,-7.23%,-24.96%,-58.55%,-39.28%,-30.79%,26.79%,-60.86%,0.28%,0.28%,-4.89%,-4.89%,-21.05%,-21.05%
39,EBITDA,127.95,239.36,244.81,141.96,24.43,-85.04,-9.99,-38.87,27.28,30.51,31.5,38.18,34.46,27.34,27.34,30.15,30.38,15.42,15.42
40,EBITDA Margin,9.00%,17.53%,30.19%,17.75%,6.33%,-29.47%,-3.31%,-10.92%,9.16%,10.57%,12.70%,10.64%,14.56%,11.29%,11.29%,11.83%,11.92%,9.49%,9.49%
41,D&A For EBITDA,2.14,4.31,2.14,2.14,2.77,3.31,2.77,2.77,3.14,1.72,3.14,3.14,0.98,0.98,0.98,0.6,0.6,0.42,0.42
42,EBIT,125.81,235.05,242.66,139.82,21.66,-88.35,-12.75,-41.64,24.13,28.8,28.36,35.03,33.48,26.36,26.36,29.55,29.78,15,15
43,EBIT Margin,8.85%,17.22%,29.93%,17.48%,5.62%,-30.62%,-4.22%,-11.69%,8.10%,9.97%,11.44%,9.76%,14.15%,10.89%,10.89%,11.60%,11.69%,9.23%,9.23%
44,Effective Tax Rate,-,13.74%,14.00%,11.86%,-,-,-,-,-,4.32%,7.50%,15.54%,3.91%,10.08%,10.08%,18.85%,18.85%,14.09%,14.09%
45,Revenue as Reported,1421,1365,810.87,799.66,385.72,288.56,301.97,356.04,297.91,288.71,248,358.87,236.67,242.12,242.12,-,-,-,-
