,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
33,EPS Growth,-36.98%,-76.40%,-74.74%,4.17%,42.97%,40.10%,133.15%,300.00%,-56.70%,17.33%,-53.06%,-71.43%,-27.36%,-14.93%,-15.37%,23.53%,-,-,-,-
34,Free Cash Flow,-,-47.14,-103.45,-108.61,-35.57,-87.59,-69.81,-58.39,14.59,24.84,-0.32,-55.48,7.48,6.4,20.93,-2.83,9.31,18.11,82.13,-32.86
35,Free Cash Flow Per Share,-,-0.31,-0.65,-0.69,-0.22,-0.57,-0.44,-0.37,0.09,0.15,-0.00,-0.35,0.05,0.04,0.16,-0.02,0.08,0.15,0.69,-0.27
36,Dividend Per Share,-,-,-,-,0.530,-,-,-,0.240,-,-,-,0.380,-,-,-,0.370,-,-,-
37,Dividend Growth,-,-,-,-,120.90%,-,-,-,-36.84%,-,-,-,2.70%,-,-,-,-,-,-,-
38,Gross Margin,170.88%,66.21%,65.53%,68.82%,63.97%,71.95%,65.24%,68.19%,58.94%,68.78%,65.76%,68.23%,64.61%,69.42%,68.21%,69.63%,68.90%,67.25%,64.84%,66.45%
39,Operating Margin,18.10%,16.09%,0.55%,22.32%,12.51%,33.71%,31.79%,24.49%,-15.74%,35.32%,17.40%,3.42%,8.87%,31.75%,41.25%,36.10%,19.77%,33.58%,51.04%,34.32%
40,Profit Margin,12.70%,9.94%,10.41%,23.11%,23.64%,34.55%,36.43%,26.41%,24.67%,39.01%,22.48%,11.14%,40.84%,33.61%,44.98%,33.89%,44.01%,30.46%,46.88%,31.74%
41,Free Cash Flow Margin,-,-27.93%,-61.30%,-64.23%,-17.53%,-42.29%,-36.43%,-40.79%,11.05%,18.32%,-0.24%,-65.21%,4.33%,4.77%,18.04%,-2.81%,5.10%,14.24%,68.21%,-50.16%
42,EBITDA,47.11,31.4,9.31,41.97,29.61,73.83,65.1,39.08,-16.76,50.75,26.79,5.76,18.15,45.29,51.48,39.07,38.75,45.1,64.06,24.88
43,EBITDA Margin,19.89%,18.60%,5.52%,24.82%,14.59%,35.64%,33.98%,27.30%,-12.70%,37.42%,19.73%,6.76%,10.52%,33.75%,44.36%,38.77%,21.24%,35.46%,53.21%,37.97%
44,D&A For EBITDA,4.23,4.23,8.38,4.23,4.23,4.02,4.2,4.02,4.02,2.84,3.16,2.84,2.84,2.69,3.61,2.69,2.69,2.39,2.61,2.39
45,EBIT,42.88,27.16,0.93,37.74,25.38,69.81,60.91,35.06,-20.77,47.91,23.63,2.91,15.31,42.59,47.87,36.38,36.06,42.71,61.45,22.48
46,EBIT Margin,18.10%,16.09%,0.55%,22.32%,12.51%,33.71%,31.79%,24.49%,-15.74%,35.32%,17.40%,3.42%,8.87%,31.75%,41.25%,36.10%,19.77%,33.58%,51.04%,34.32%
47,Effective Tax Rate,-,7.16%,5.43%,8.29%,17.13%,0.58%,-,12.63%,3.28%,0.75%,17.65%,18.42%,11.49%,5.16%,11.66%,12.71%,11.90%,11.40%,12.61%,12.01%
48,Revenue as Reported,-,168.77,168.76,169.1,202.93,207.12,191.61,143.15,132,135.64,135.81,85.08,172.52,134.17,116.04,100.77,182.43,127.17,120.4,65.51
