,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q1 2019
9,Total Current Assets,2943,2964,2806,2800,2323,2021,2067,2080,2218,1902,1409,1465,1551,1386,1340,771.61,-,773.01,-,622.96
10,"Property, Plant & Equipment",477.53,461.57,450.93,432.87,610.85,591.63,359.32,365.32,347.3,334.59,319.78,307.73,288.25,274.92,255.42,258.46,-,230.56,-,219.38
11,Long-Term Investments,11,4.37,-,11,27,29.93,62.98,63.84,39.63,66.07,-,100,25,-,-,-,-,-,-,-
12,Goodwill,271.65,271.65,271.65,271.65,271.65,271.65,271.65,271.65,273.84,273.84,-,-,-,-,-,-,-,-,-,-
13,Other Intangible Assets,202.53,130.68,132.11,133.67,134.95,136.23,137.76,111.53,111.43,112.63,85.36,85.98,86.54,87.23,87.92,88.61,-,89.34,-,58.28
14,Long-Term Deferred Tax Assets,39.42,29.27,34.16,26.27,43.54,34.89,20.85,19.2,19.83,14.44,13.32,13.58,13.01,12.94,9.76,10.6,-,11.28,-,9.39
15,Long-Term Deferred Charges,6.47,7.36,8.24,5.79,0.41,0.43,0.45,0.46,0.48,0.34,-,-,-,-,-,-,-,-,-,-
16,Other Long-Term Assets,25.86,72.25,55.04,13.53,20.09,18.17,24.59,5.33,37.34,9.73,111.97,26.71,30.73,20.41,17.47,12,-,10.99,-,32.2
17,Total Assets,3978,3941,3758,3695,3431,3104,2945,2917,3048,2714,1940,1999,1994,1781,1711,1141,-,1115,-,942.21
18,Accounts Payable,911.24,863.18,680.26,651.28,396.21,403.48,358.28,337.67,532.47,387.21,178.44,250.82,257.11,261.21,161.01,210.85,-,208.36,-,118.16
19,Accrued Expenses,32.1,29.22,29.39,48.1,23.08,29.79,16.21,36.22,24.12,29.44,14.31,34.28,21.83,23.25,17.75,29.65,-,38.16,-,26.15
20,Short-Term Debt,90,98.57,98.57,68.57,168.66,80.05,101.03,121.57,229.46,239.5,204.19,202.2,239.73,72.55,110.61,113.53,-,190.84,-,258.2
21,Current Portion of Long-Term Debt,26.5,17.61,43.26,106.62,152.25,147.34,-,2.13,-,-,-,-,-,-,-,-,-,-,-,-
22,Current Portion of Leases,-,4,-,3.99,-,1.62,3.31,1.66,2.17,2.46,0.75,0.76,-,-,-,-,-,-,-,-
23,Current Income Taxes Payable,66.54,15.68,8.57,27.83,31.17,12.6,9.7,14.74,21.03,2.91,8.88,5.9,8.96,6.48,6.02,3.32,-,7.9,-,1.72
24,Current Unearned Revenue,274.67,372.89,309.55,271.82,17.8,27.39,26.41,3.7,4.79,29.05,5.82,6.56,1.04,2.27,11.65,7.73,-,0.43,-,-
25,Other Current Liabilities,134.22,284.26,401.21,402.56,368.71,287.14,406.34,405.82,202.5,31.56,26.47,20.92,21.62,24.54,33.86,18.68,-,4.88,-,24.52
26,Total Current Liabilities,1535,1685,1571,1581,1158,989.41,921.28,923.51,1017,722.14,438.84,521.44,550.29,390.3,340.9,383.76,-,450.58,-,428.74
27,Long-Term Debt,21,27,30,24,141.57,148.19,139,138,220,250,-,-,-,-,-,-,-,-,-,-
28,Long-Term Leases,0.35,2.31,5.8,2.65,1.74,3.4,2.14,2.14,3.45,4.24,-,0.04,0.88,1.05,1.28,-,-,-,-,-
29,Long-Term Unearned Revenue,105.45,59.73,34.81,34.79,54.75,2.92,3.08,3.23,3.38,3.53,3.69,3.84,3.98,4.11,4.25,4.38,-,3.26,-,3.94
30,Long-Term Deferred Tax Liabilities,0.6,0.71,4.33,0.71,1.61,1.61,1.16,1.61,5.56,4.97,-,-,-,-,-,-,-,-,-,0
31,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0
32,Total Liabilities,1663,1775,1646,1643,1358,1146,1067,1068,1249,984.88,442.53,525.32,555.14,395.46,346.43,388.14,-,453.84,-,432.69
33,Common Stock,168,176,176,176,178,178,178,178,178,168,168,168,168,168,168,126,-,126,-,126
34,Additional Paid-In Capital,752.54,883.26,883.26,883.26,965.13,953.63,940.08,930.35,920.3,752.25,751.59,751.59,751.59,751.59,751.59,201.43,-,201.43,-,201.43
35,Retained Earnings,1009,927.95,913.37,872.04,801.53,731.67,695.93,678.72,644.32,585.96,577.54,554.56,519.6,466.09,445.04,425.71,-,333.9,-,182.09
36,Treasury Stock,-,-138.72,-138.72,-138.72,-173.4,-173.4,-173.4,-173.4,-173.4,-,-,-,-,-,-,-,-,-,-,-
37,Comprehensive Income & Other,17.73,16.38,14.79,13.14,11.69,9.82,7.95,6.48,-,-,-,-,-,-,-,-,-,-,-,0
38,Total Common Equity,1947,1865,1849,1806,1783,1700,1649,1620,1569,1506,1497,1474,1439,1386,1365,753.14,-,661.33,605.81,509.52
39,Minority Interest,367.73,301.27,263.71,246.5,290.94,258.85,229.8,228.84,229.66,223.01,-,-,-,-,-,-,-,-,-,-
40,Shareholders' Equity,2315,2166,2112,2052,2074,1959,1878,1849,1799,1729,1497,1474,1439,1386,1365,753.14,-,661.33,605.81,509.52
41,Total Liabilities & Equity,3978,3941,3758,3695,3431,3104,2945,2917,3048,2714,1940,1999,1994,1781,1711,1141,-,1115,-,942.21
42,Total Debt,137.85,149.48,177.63,205.83,464.22,380.61,245.48,265.5,455.09,496.2,204.93,203,240.61,73.6,111.88,113.53,-,190.84,198.71,258.2
43,Net Cash (Debt),426.15,398.45,481.27,521.67,175.85,187.24,425.93,482.69,509.05,220.43,331.74,281.62,278.97,392.91,513.16,13.53,-,-106.24,-64.38,-186.17
44,Net Cash Growth,142.33%,112.80%,12.99%,8.07%,-65.46%,-15.06%,28.39%,71.39%,82.47%,-43.90%,-35.35%,1980.85%,-,-,-,-,-,-,-,-
45,Net Cash Per Share,2.72,2.33,2.68,3.03,0.98,1.03,2.47,2.95,2.91,1.31,2.02,1.58,1.67,2.48,3.72,0.11,-,-0.87,-0.50,-1.44
46,Filing Date Shares Outstanding,168,176,176,176,178,178,178,178,178,168,168,168,168,168,168,126,126.6,126,128.14,126
47,Total Common Shares Outstanding,168,176,176,176,178,178,178,178,178,168,168,168,168,168,168,126,126.6,126,128.14,126
48,Working Capital,1408,1279,1235,1220,1165,1032,1146,1157,1201,1180,970.39,944.03,1001,995.34,999.57,387.86,-,322.43,-,194.21
49,Book Value Per Share,11.59,10.60,10.50,10.26,10.02,9.55,9.26,9.10,8.82,8.97,8.91,8.77,8.57,8.25,8.12,5.98,-,5.25,4.81,4.04
50,Tangible Book Value,1473,1463,1445,1400,1376,1292,1239,1237,1184,1120,1412,1388,1353,1298,1277,664.53,-,572,523.95,451.25
51,Tangible Book Value Per Share,8.77,8.31,8.21,7.96,7.73,7.26,6.96,6.95,6.65,6.67,8.40,8.26,8.05,7.73,7.60,5.27,-,4.54,4.16,3.58
52,Buildings,-,274.56,-,8.58,-,231.91,-,231.91,-,223.56,-,222.71,-,188.24,-,163.3,-,162.18,-,148.41
53,Machinery,-,359.13,-,618.5,-,489.69,-,299.33,-,279.02,-,269.97,-,248.43,-,234.11,-,218.51,-,191.78
54,Construction In Progress,-,95.95,-,59.97,-,108.54,-,55.13,-,35.88,-,10.2,-,19.15,-,30.3,-,7.13,-,9.22
