,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q1 2019
9,Operating Expenses,67.56,61.21,40.18,-10.92,82.61,75.78,49.75,64.3,74.44,45.55,34.76,43.64,43.17,44.96,30.48,32.61,32.85,39.97,17.91,26.59
10,Operating Income,209.01,120.63,72.04,90.51,139.65,27.36,12.89,41.41,66.95,33.25,25.78,32.54,60.74,45.76,25.45,38.92,67.11,53.01,14.56,22.79
11,Interest Expense,-1.31,-1.33,-2,-5.26,-3.28,-2.26,-1.87,-2.24,-5.04,-3.76,-1.31,-2.28,-1.84,-0.85,-0.96,-1.28,-1.63,-1.8,-1.73,-2.63
12,Interest & Investment Income,3.36,-,5.18,32.41,2.99,2.82,1.96,1.93,2.53,0.45,4.09,4.52,1.74,1.37,0.34,0.44,0.35,0.25,0.56,0.21
13,Currency Exchange Gain (Loss),-0,0,-,-0.01,-0,0,-,0,-0,0,-,-0,0,-0,-,-0,-0,0,-,-0
14,Other Non Operating Income (Expenses),-17.91,11.95,0.03,-31.53,10.67,9.17,0.22,-9.58,0.81,-0.72,0.12,1.08,-1.83,1.94,-1.72,-0.08,-0.05,0.21,-0.06,-0.03
15,EBT Excluding Unusual Items,193.15,131.25,75.26,86.12,150.03,37.09,13.2,31.52,65.24,29.21,28.69,35.86,58.8,48.22,23.11,38.01,65.78,51.67,13.33,20.34
16,Gain (Loss) on Sale of Investments,0.04,-0.04,0.04,0.66,-0.62,0.71,-0.76,-2.67,0.86,1.74,-1.76,-1.39,1.4,1.87,0,-0.05,0.05,-0.08,0.04,-0.01
17,Gain (Loss) on Sale of Assets,0.03,-0.15,-,-0.13,0.06,-0,-0.04,-0.41,0.11,-0.08,-0.01,-1.95,1.88,-2.02,0,-0.55,0.22,-1.08,-0.17,0.11
18,Asset Writedown,0.84,-,-,-,-,-,-,0.08,-0.03,0.31,-0.31,0.18,-0.17,0.12,-0.12,0.24,-0.24,0.12,-0.12,-
19,Other Unusual Items,-0.67,0.67,-,13.31,-23.48,23.48,-,2.68,-0,0,-,7.23,-,-,-,5.39,-,-,-,0.57
20,Pretax Income,193.38,131.74,75.3,99.97,125.99,61.28,12.39,31.2,66.18,31.18,26.61,39.94,61.92,48.18,23,43.03,65.81,50.62,13.08,21.01
21,Income Tax Expense,29.73,12.72,16.76,-0.3,35.08,3.11,3.56,9.85,5.63,4.23,3.62,4.97,8.41,5.29,3.67,6.74,10.29,7.02,1.55,2.91
22,Earnings From Continuing Operations,163.64,119.01,58.54,100.26,90.91,58.17,8.83,21.35,60.56,26.95,22.98,34.96,53.51,42.89,19.33,36.29,55.52,43.61,11.53,18.1
23,Minority Interest in Earnings,-66.46,-37.56,-17.21,-27.3,-21.04,-1.08,8.38,13.04,-2.19,1.62,-,-,-,-,-,-,-,-,-,-
24,Net Income,97.18,81.46,41.33,72.97,69.87,57.1,17.21,34.39,58.37,28.57,22.98,34.96,53.51,42.89,19.33,36.29,55.52,43.61,11.53,18.1
25,Net Income to Common,97.18,81.46,41.33,72.97,69.87,57.1,17.21,34.39,58.37,28.57,22.98,34.96,53.51,42.89,19.33,36.29,55.52,43.61,11.53,18.1
26,Net Income Growth,39.10%,42.66%,140.15%,112.16%,19.70%,99.84%,-25.11%,-1.63%,9.08%,-33.38%,18.88%,-3.66%,-3.62%,-1.64%,67.62%,100.47%,-,-,-,-
27,Shares Outstanding (Basic),157,171,180,172,180,182,172,164,175,168,164,178,167,158,138,125,127,122,128,129
28,Shares Outstanding (Diluted),157,171,180,172,180,182,172,164,175,168,164,178,167,158,138,125,127,122,128,129
29,Shares Change (YoY),-12.95%,-5.85%,4.41%,5.05%,3.09%,7.89%,4.85%,-8.09%,4.86%,6.47%,18.88%,42.49%,31.61%,29.16%,7.76%,-3.22%,-,-,-,-
30,EPS (Basic),0.62,0.48,0.23,0.42,0.39,0.31,0.10,0.21,0.33,0.17,0.14,0.20,0.32,0.27,0.14,0.29,0.44,0.36,0.09,0.14
31,EPS (Diluted),0.62,0.48,0.23,0.42,0.39,0.31,0.10,0.21,0.33,0.17,0.14,0.20,0.32,0.27,0.14,0.29,0.44,0.36,0.09,0.14
32,EPS Growth,59.79%,51.52%,130.00%,101.97%,16.11%,85.23%,-28.57%,7.03%,4.03%,-37.43%,0%,-32.39%,-26.77%,-23.85%,55.56%,107.13%,-,-,-,-
33,Free Cash Flow,131.92,-3.02,-5.13,165.8,-11.01,-16.4,-60.81,74.81,82.75,-108.02,50.2,83.7,-89.61,-93.88,-100.81,39.92,83.39,-24.19,-17.52,-53.98
34,Free Cash Flow Per Share,0.84,-0.02,-0.03,0.96,-0.06,-0.09,-0.35,0.46,0.47,-0.64,0.31,0.47,-0.54,-0.59,-0.73,0.32,0.66,-0.20,-0.14,-0.42
35,Dividend Per Share,-,0.120,-,0.380,-,-,-,0.120,-,-,-,0.120,-,-,-,0.130,-,-,-,-
36,Dividend Growth,-,-,-,216.67%,-,-,-,0%,-,-,-,-7.69%,-,-,-,-,-,-,-,-
37,Gross Margin,29.25%,21.67%,23.07%,12.37%,29.23%,16.65%,15.28%,15.93%,17.84%,14.56%,13.30%,12.05%,15.72%,14.35%,15.11%,15.67%,18.87%,17.18%,14.64%,18.09%
38,Operating Margin,22.11%,14.37%,14.81%,14.07%,18.36%,4.42%,3.15%,6.24%,8.45%,6.14%,5.66%,5.15%,9.19%,7.24%,6.88%,8.53%,12.67%,9.79%,6.56%,8.35%
39,Profit Margin,10.28%,9.70%,8.50%,11.34%,9.19%,9.22%,4.20%,5.18%,7.37%,5.28%,5.05%,5.53%,8.10%,6.78%,5.22%,7.95%,10.48%,8.06%,5.20%,6.63%
40,Free Cash Flow Margin,13.95%,-0.36%,-1.05%,25.78%,-1.45%,-2.65%,-14.83%,11.28%,10.44%,-19.96%,11.02%,13.24%,-13.56%,-14.85%,-27.23%,8.75%,15.74%,-4.47%,-7.90%,-19.77%
41,EBITDA,221.43,132.46,84.46,102.93,149.9,39.04,23.14,51.66,75.4,43.06,34.24,41,67.97,53.44,32.68,46.15,73.91,60.09,21.36,29.27
42,EBITDA Margin,23.42%,15.78%,17.36%,16.00%,19.71%,6.30%,5.64%,7.79%,9.52%,7.96%,7.52%,6.48%,10.28%,8.45%,8.83%,10.11%,13.96%,11.10%,9.63%,10.72%
43,D&A For EBITDA,12.42,11.82,12.42,12.42,10.25,11.69,10.25,10.25,8.46,9.81,8.46,8.46,7.23,7.68,7.23,7.23,6.81,7.07,6.81,6.48
44,EBIT,209.01,120.63,72.04,90.51,139.65,27.36,12.89,41.41,66.95,33.25,25.78,32.54,60.74,45.76,25.45,38.92,67.11,53.01,14.56,22.79
45,EBIT Margin,22.11%,14.37%,14.81%,14.07%,18.36%,4.42%,3.15%,6.24%,8.45%,6.14%,5.66%,5.15%,9.19%,7.24%,6.88%,8.53%,12.67%,9.79%,6.56%,8.35%
46,Effective Tax Rate,15.38%,9.66%,22.25%,-,27.84%,5.07%,28.74%,31.57%,8.50%,13.57%,13.62%,12.45%,13.58%,10.98%,15.95%,15.67%,15.64%,13.86%,11.84%,13.83%
47,Revenue as Reported,945.47,839.32,486.52,643.23,760.49,619.43,409.9,663.47,792.39,541.19,455.32,632.3,660.96,632.25,370.16,456.39,529.66,541.32,221.84,273.02
