,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
26,Total Current Liabilities,-,1101,914.31,938.08,982.46,924.99,946.23,901.74,984.01,-,651.06,676.52,585.03,561.41,626.46,607.49,639.56,-,530.96,-
27,Long-Term Debt,-,586.25,637.04,579.09,574.14,556.74,150.87,150.92,138.05,-,96.83,-,-,-,-,-,-,-,-,-
28,Long-Term Leases,-,9.44,10.24,7.77,9.02,10.5,5.35,7.19,7.15,-,5.56,6.14,4.03,4.87,5.8,6.35,-,-,-,-
29,Other Long-Term Liabilities,-,8.65,7.88,14.26,13.73,3.47,3.71,3.72,2.6,-,2.66,2.48,2.48,2.1,2,2.78,1.9,-,1.8,-
30,Total Liabilities,-,1706,1569,1539,1579,1496,1106,1064,1132,-,756.11,685.14,591.54,568.38,634.26,616.62,641.46,-,532.76,-
31,Common Stock,-,160,160,160,160,160,160,160,160,-,160,160,160,160,160,120,120,-,120,-
32,Additional Paid-In Capital,-,752.03,698.73,728.03,721.33,773.44,698.73,698.73,698.73,-,698.73,698.73,698.73,698.73,698.73,480.22,480.22,-,480.22,-
33,Retained Earnings,-,518.75,440.68,437.22,378.74,326.96,290.97,278.48,248.55,-,197.8,193.12,180.59,164.24,150.58,141.62,119.92,-,53.67,-
34,Comprehensive Income & Other,-,34.01,72.65,38.33,40.88,3.2,11.35,-3.96,-5.85,-,-8.95,-8.7,-9.99,-7.93,-7.32,-10.8,-6.87,-,-13.33,-
35,Total Common Equity,1465,1465,1372,1364,1301,1264,1161,1133,1101,-,1048,1043,1029,1015,1002,731.04,713.27,-,640.56,686.45
36,Minority Interest,-,4.26,5.64,5.69,3.87,1.28,1.76,1.94,1.86,-,1.18,1.42,1.21,1.24,1.23,1.41,1.36,-,1.36,-
37,Shareholders' Equity,1469,1469,1378,1369,1305,1265,1163,1135,1103,-,1049,1045,1031,1016,1003,732.45,714.64,-,641.92,687.63
38,Total Liabilities & Equity,-,3175,2947,2908,2884,2761,2269,2199,2235,-,1805,1730,1622,1585,1637,1349,1356,-,1175,-
39,Total Debt,987.27,987.27,879.45,944.49,929.78,877.67,585.75,534.34,596.6,-,389.76,335.06,260.99,297.1,330.44,300.55,327.89,-,304.62,306.73
40,Net Cash (Debt),-525.08,-525.08,-361.54,-382.86,-412.67,-173.9,-122.06,-86.72,-49.46,-,206.74,215.7,226.91,284.64,337.2,73.48,86.34,-,50.87,130.54
41,Net Cash Growth,-,-,-,-,-,-,-,-,-,-,-38.69%,193.54%,162.81%,-,562.92%,-43.71%,-,-,-,-
42,Net Cash Per Share,-3.19,-3.21,-2.25,-2.42,-2.54,-1.06,-0.77,-0.55,-0.29,-,1.29,1.38,1.39,1.75,2.31,0.61,0.70,-,0.51,0.98
43,Filing Date Shares Outstanding,162.85,160,160,160,160,160,160,160,160,158.51,160,160,160,160,160,160,120,123.49,120,132.89
44,Total Common Shares Outstanding,162.85,160,160,160,160,160,160,160,160,158.51,160,160,160,160,160,120,120,123.49,120,132.89
45,Working Capital,-,811.91,771.02,783.85,770.95,928.62,530.74,591.99,626.91,-,701.45,607.63,611.9,612.43,609.23,347.85,329.47,-,264.45,-
46,Book Value Per Share,9.15,9.15,8.58,8.52,8.13,7.90,7.26,7.08,6.88,-,6.55,6.52,6.43,6.34,6.26,6.09,5.94,-,5.34,5.72
47,Tangible Book Value,1395,1395,1304,1298,1235,1199,1093,1064,1031,-,1007,1003,987.29,973.05,959.1,688.36,670.91,-,600.2,648.76
48,Tangible Book Value Per Share,8.72,8.72,8.15,8.11,7.72,7.49,6.83,6.65,6.44,-,6.29,6.27,6.17,6.08,5.99,5.74,5.59,-,5.00,5.41
49,Land,-,-,0.92,-,0.96,-,1,-,0.93,-,0.85,-,0.88,-,0.91,-,0.92,-,0.9,-
50,Buildings,-,-,547.15,-,294.65,-,294.53,-,265.99,-,262.08,-,261.6,-,262.31,-,263.16,-,240.54,-
51,Machinery,-,-,612.44,-,603.78,-,491.19,-,380.13,-,333.84,-,322.71,-,316.59,-,307.22,-,290.97,-
52,Construction In Progress,-,-,332.6,-,345.17,-,188.04,-,157.86,-,58.18,-,45.27,-,32.79,-,14.68,-,34.94,-
