,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q1 2020
17,Total Assets,-,984.71,1028,1066,1112,1156,1205,1252,1299,1355,1386,1439,58.18,-,121.87,-,176.57,200.17,-
18,Accounts Payable,-,103.13,21.07,88.16,11.28,69.96,10.92,74.77,8.31,74.5,2.84,73.29,5.27,-,24.21,-,1.12,0.95,-
19,Accrued Expenses,-,8.75,76.61,5.48,73.72,9.23,73.65,6.82,71.25,5.53,73.15,2.65,42.84,-,2.88,-,16.96,13.62,-
20,Short-Term Debt,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-
21,Current Portion of Leases,-,5.35,5.32,1.73,3.04,4.33,4.3,8.15,7.67,8.5,7.13,3.11,3.1,-,5.66,-,-,-,-
22,Current Income Taxes Payable,-,0.54,-,0.25,-,0.49,-,0.39,-,0.87,-,0.57,-,-,0.19,-,-,-,-
23,Current Unearned Revenue,-,0.05,0.05,0.05,-,0.07,0.05,0.05,-,0.04,-,0.28,0.28,-,0.34,-,0.28,0.28,-
24,Other Current Liabilities,-,1.54,1.79,1.57,2.1,0.88,1.77,0.8,2.29,0.71,1.69,0.89,1.6,-,0.34,-,3.86,1.17,-
25,Total Current Liabilities,-,119.36,104.84,97.23,90.13,84.96,90.69,90.99,89.52,90.16,84.81,95.8,53.1,-,33.63,-,22.23,16.02,-
26,Long-Term Leases,-,2.18,3.25,-,-,-,-,-,0.42,1.71,2.99,-,-,-,-,-,-,-,-
27,Long-Term Unearned Revenue,-,1.18,0.78,0.78,0.78,0.46,1.27,1.64,1.78,1.89,2.12,13.07,3.58,-,11.41,-,7.91,7.31,-
28,Long-Term Deferred Tax Liabilities,-,1.02,1.18,0.25,0.25,-,-,-,1.01,-,-,-,-,-,-,-,-,-,-
29,Total Liabilities,-,123.74,110.04,98.26,91.16,85.42,91.96,92.64,92.73,93.75,89.92,108.86,56.67,-,45.04,-,30.14,23.34,-
30,Common Stock,-,148.72,148.72,148.72,148.72,148.72,148.72,148.72,148.72,148.72,148.72,148.72,111.54,-,111.54,-,111.54,111.54,-
31,Additional Paid-In Capital,-,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,336.34,-,336.34,-,336.34,336.34,-
32,Retained Earnings,-,-965.74,-908.62,-859.07,-805.76,-756.24,-713.31,-667.28,-620.19,-565.54,-530.45,-497.04,-446.38,-,-371.05,-,-301.45,-271.04,-
33,Total Common Equity,860.97,860.97,918.1,967.64,1021,1070,1113,1159,1207,1261,1296,1330,1.5,-,76.83,146.42,146.42,176.84,173.84
34,Shareholders' Equity,860.97,860.97,918.1,967.64,1021,1070,1113,1159,1207,1261,1296,1330,1.5,-,76.83,146.42,146.42,176.84,174.56
35,Total Liabilities & Equity,-,984.71,1028,1066,1112,1156,1205,1252,1299,1355,1386,1439,58.18,-,121.87,-,176.57,200.17,-
36,Total Debt,7.52,7.52,8.57,1.73,3.04,4.33,4.3,8.15,8.09,10.21,10.12,18.11,3.1,-,5.66,-,-,-,0.76
37,Net Cash (Debt),813.6,813.6,754.02,808.17,961.4,671.75,1008,1137,1182,1235,1274,1380,21.35,-,63.56,142.35,142.35,168.82,191.53
38,Net Cash Growth,-15.37%,21.12%,-25.22%,-28.95%,-18.63%,-45.61%,-20.87%,-17.55%,5434.01%,-,1905.04%,869.10%,-85.00%,-,-66.82%,-,-,-,-
39,Net Cash Per Share,5.38,5.56,5.03,5.46,6.57,4.39,6.79,7.73,8.13,8.12,8.72,12.25,0.19,-,0.56,1.27,1.28,1.53,-
40,Filing Date Shares Outstanding,148.72,148.72,148.72,148.72,148.72,148.72,148.72,148.72,148.72,148.72,148.72,148.72,111.54,111.54,111.54,111.54,111.54,110.11,-
41,Total Common Shares Outstanding,148.72,148.72,148.72,148.72,148.72,148.72,148.72,148.72,148.72,148.72,148.72,148.72,111.54,111.54,111.54,111.54,111.54,110.11,-
42,Working Capital,-,725.18,679.17,729.35,892.12,877.09,945.69,1071,1119,1177,1215,1320,-16.64,-,63.26,-,137.16,169.37,-
43,Book Value Per Share,5.79,5.79,6.17,6.51,6.86,7.20,7.49,7.80,8.11,8.48,8.72,8.94,0.01,-,0.69,1.31,1.31,1.61,1.58
44,Tangible Book Value,860.83,860.83,917.94,967.48,1021,1070,1113,1159,1206,1261,1296,1329,1.26,-,76.57,146.14,146.14,176.55,173.53
45,Tangible Book Value Per Share,5.79,5.79,6.17,6.51,6.86,7.20,7.49,7.79,8.11,8.48,8.71,8.94,0.01,-,0.69,1.31,1.31,1.60,1.58
46,Machinery,-,-,23.54,-,22.87,-,21.91,-,19.81,-,17.79,-,15.97,-,15.14,-,13.74,13.06,-
47,Construction In Progress,-,-,8.41,-,8.41,-,8.33,-,8.33,-,7.29,-,4.51,-,2.1,-,0.61,1.19,-
