,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q1 2020
16,Asset Writedown,-,-,-,-,-0.02,-,-,-,-,-,-,-,-,-,-,-,0.05,-,-
17,Other Unusual Items,-,-0,0,-,5.23,-,-,-,23.98,-0.01,0.01,-,17.72,-,-,-,0.08,-,-
18,Pretax Income,-41.09,-57.13,-49.55,-53.31,-49.52,-42.94,-46.03,-47.09,-54.66,-35.08,-33.41,-50.66,-41.01,-34.32,-34.91,-34.69,-30.42,-266.62,-16.2
19,Earnings From Continuing Operations,-41.09,-57.13,-49.55,-53.31,-49.52,-42.94,-46.03,-47.09,-54.66,-35.08,-33.41,-50.66,-41.01,-34.32,-34.91,-34.69,-30.42,-266.62,-16.2
20,Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.02,0.01
21,Net Income,-41.09,-57.13,-49.55,-53.31,-49.52,-42.94,-46.03,-47.09,-54.66,-35.08,-33.41,-50.66,-41.01,-34.32,-34.91,-34.69,-30.42,-266.6,-16.19
22,Net Income to Common,-41.09,-57.13,-49.55,-53.31,-49.52,-42.94,-46.03,-47.09,-54.66,-35.08,-33.41,-50.66,-41.01,-34.32,-34.91,-34.69,-30.42,-266.6,-16.19
23,Shares Outstanding (Basic),151,146,150,148,146,153,148,147,145,152,146,113,111,111,113,112,111,110,-
24,Shares Outstanding (Diluted),151,146,150,148,146,153,148,147,145,152,146,113,111,111,113,112,111,110,-
25,Shares Change (YoY),3.42%,-4.35%,1.08%,0.63%,0.72%,0.47%,1.60%,30.70%,31.27%,37.47%,29.76%,0.62%,-0.55%,0.56%,-,-,-,-,-
26,EPS (Basic),-0.27,-0.39,-0.33,-0.36,-0.34,-0.28,-0.31,-0.32,-0.38,-0.23,-0.23,-0.45,-0.37,-0.31,-0.31,-0.31,-0.27,-2.42,-
27,EPS (Diluted),-0.27,-0.39,-0.33,-0.36,-0.34,-0.28,-0.31,-0.32,-0.38,-0.23,-0.23,-0.45,-0.37,-0.31,-0.31,-0.31,-0.28,-2.42,-
28,Free Cash Flow,-,-50.18,-54.72,-45.89,-44.76,-44.95,-49.69,-44,-47.11,-37.76,-29.99,-35.33,-21.17,-19.97,-32.03,-38.22,-1.21,-33.69,-18.78
29,Free Cash Flow Per Share,-,-0.34,-0.36,-0.31,-0.31,-0.29,-0.33,-0.30,-0.32,-0.25,-0.21,-0.31,-0.19,-0.18,-0.28,-0.34,-0.01,-0.31,-
30,Gross Margin,100.00%,-,100.00%,-,51.43%,-,100.00%,-,72.64%,-,100.00%,100.00%,99.57%,100.00%,100.00%,100.00%,-,-,100.00%
31,Operating Margin,-17050.36%,-,-1441.44%,-,-26825.08%,-,-1045.03%,-,-203555.16%,-,-2285.93%,-7202243.14%,-2858.80%,-880.09%,-1177.32%,-881.20%,-,-,-226.08%
32,Profit Margin,-28933.57%,-,-1303.82%,-,-21610.90%,-,-920.53%,-,-130193.82%,-,-1872.39%,-7165815.13%,-2017.44%,-858.08%,-1163.55%,-867.16%,-,-,-231.35%
33,Free Cash Flow Margin,-,-,-1439.96%,-,-19534.78%,-,-993.77%,-,-112208.16%,-,-1680.75%,-4997543.99%,-1041.50%,-499.14%,-1067.72%,-955.44%,-,-,-268.32%
34,EBITDA,-23.7,-62.11,-54.22,-58.94,-60.95,-49.04,-51.75,-53.27,-85.07,-41.58,-40.44,-50.62,-57.81,-34.97,-35.05,-35.01,-31.61,-266.35,-15.64
35,EBITDA Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-223.46%
36,D&A For EBITDA,0.52,0.52,0.56,0.52,0.52,0.39,0.5,0.39,0.39,0.3,0.35,0.3,0.3,0.23,0.27,0.23,0.29,0.21,0.18
37,EBIT,-24.21,-62.62,-54.77,-59.45,-61.47,-49.43,-52.25,-53.66,-85.45,-41.87,-40.79,-50.92,-58.11,-35.2,-35.32,-35.25,-31.91,-266.57,-15.83
38,EBIT Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-226.08%
39,Revenue as Reported,-,-,3.8,-,0.23,-,5,-,0.04,-,1.78,0,2.03,4,3,4,7.02,-,-
