,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
24,Long-Term Leases,6.62,6.8,5.75,7.56,9.72,11.41,13.51,15.9,8.51,10.23,11.53,13.41,16.92,18.75,-,-,-,-,-
25,Long-Term Unearned Revenue,0.64,0.64,0.64,-,1.36,1.36,-,1.36,1.36,1.36,1.36,1.36,-,-,-,-,-,-,-
26,Long-Term Deferred Tax Liabilities,-,-,0.7,-,0.8,0.42,1.36,-,0.99,0.76,0.16,0.16,-,-,-,-,-,-,-
27,Total Liabilities,159.97,103.53,138.97,123.94,108.31,121.56,133.7,152.6,167.63,165.26,150.44,153.57,111.01,140.32,-,124.95,-,-,-
28,Common Stock,400.31,400.31,400.31,400.31,400.31,400.31,400.31,400.31,400.01,400.01,400.01,400.01,400.01,360,-,360,-,-,-
29,Additional Paid-In Capital,19.38,19.38,19.38,19.38,19.38,19.38,19.38,19.38,20.75,19.28,16.35,16.35,15.25,11.55,-,11.55,-,-,-
30,Retained Earnings,205.05,201.52,194.04,189.98,210.47,210.3,242.54,236.5,229.92,205.36,215.27,207.78,185.68,167.81,-,140.4,-,-,-
31,Shareholders' Equity,624.74,621.21,613.73,609.67,630.16,629.99,662.23,656.19,650.68,624.64,631.63,624.14,600.94,539.36,511.95,511.95,-,-,458.01
32,Total Liabilities & Equity,784.71,724.74,752.71,733.61,738.47,751.56,795.94,808.78,818.31,789.91,782.07,777.7,711.95,679.68,-,636.9,-,-,-
33,Total Debt,9.05,11.62,13.25,15.93,17.55,19.16,21.71,23.47,15.46,17.09,18.12,19.93,23.97,25.47,19,19,-,-,-
34,Net Cash (Debt),362.22,326.72,290.18,258.77,253.52,256.56,296.91,302.68,303.96,340.4,344.29,357.11,307.87,264.04,295.3,295.3,-,-,235.66
35,Net Cash Growth,42.88%,27.34%,-2.26%,-14.51%,-16.59%,-24.63%,-13.76%,-15.24%,-1.27%,28.92%,16.59%,20.93%,-,-,25.31%,-,-,-,-
36,Net Cash Per Share,0.91,0.81,0.73,0.65,0.63,0.64,0.74,0.75,0.76,0.85,0.86,0.89,0.80,0.73,0.82,0.75,-,-,0.65
37,Filing Date Shares Outstanding,400.31,400.31,400.31,400.31,400.31,400.31,400.31,400.31,400.01,400.01,400.01,400.01,400.01,400.01,359.76,360,359.22,360.1,360.1
38,Total Common Shares Outstanding,400.31,400.31,400.31,400.31,400.31,400.31,400.31,400.31,400.01,400.01,400.01,400.01,400.01,360,359.76,360,359.22,360.1,360.1
39,Working Capital,583.75,578.39,566.01,561.65,588.31,588.39,621.06,616.12,612.59,586.81,593.28,586.6,556.08,499.21,-,479.61,-,-,-
40,Book Value Per Share,1.56,1.55,1.53,1.52,1.57,1.57,1.65,1.64,1.63,1.56,1.58,1.56,1.50,1.50,1.42,1.42,-,-,1.27
41,Tangible Book Value,624.24,620.64,613.09,608.96,629.36,629.13,661.42,655.26,650,623.88,630.77,623.17,600.12,538.43,510.81,510.81,-,-,457.06
42,Tangible Book Value Per Share,1.56,1.55,1.53,1.52,1.57,1.57,1.65,1.64,1.62,1.56,1.58,1.56,1.50,1.50,1.42,1.42,-,-,1.27
43,Machinery,-,14.03,-,13.94,-,13.53,-,12.35,-,11.5,-,11.08,-,10.86,-,10.62,-,-,-
