,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
14,Other Non Operating Income (Expenses),3.08,-2.84,-0.41,0.24,-0.2,6.76,1.04,-1.41,-2.71,0.66,1.81,-0,-0.22,0.17,-0.16,0.02,-1.11,1.59,-0.69,0.74
15,EBT Excluding Unusual Items,19.79,14.52,24.4,17.59,20.61,25.74,23.14,10.93,0.88,24.01,11.3,10.04,4.4,23.21,17.44,9.17,13.84,15.88,12.37,7.17
16,Gain (Loss) on Sale of Investments,-0.02,-0.08,0.09,-,-0.01,-0.05,0.3,-,-0.16,-0.28,0.46,-,0.5,-,-0.07,0.07,-0.36,0.21,-0.03,0.12
17,Gain (Loss) on Sale of Assets,0,0,-0,-,0.19,0,-0,-0.01,0.01,0,-0,-,-0,0,-0,-,-0.03,0.03,0.04,-
18,Asset Writedown,1.69,-1.69,-,-,2.07,-2.07,-,-,0.13,-0.13,-,-,0.76,-0.76,-,-,1.79,-1.79,0.44,-0.44
19,Other Unusual Items,-0.05,-3.99,4.04,0,2.61,0.01,-0.01,-,4.08,0.02,-0.02,-,3.55,-,-,-,5.37,-,-,-
20,Pretax Income,21.42,8.76,28.53,17.59,25.47,23.63,23.43,10.92,4.94,23.62,11.74,10.04,9.19,22.45,17.37,9.24,20.6,14.33,12.82,6.85
21,Income Tax Expense,3.63,0.81,2.72,1.31,2.38,2.09,2.8,0.89,0.77,2.75,0.66,0.76,-0.85,2.55,2.74,0.6,2.51,1.07,1.36,0.77
22,Net Income,17.79,7.96,25.81,16.28,23.09,21.54,20.63,10.03,4.16,20.87,11.08,9.27,10.05,19.91,14.63,8.64,18.09,13.26,11.46,6.08
23,Net Income to Common,17.79,7.96,25.81,16.28,23.09,21.54,20.63,10.03,4.16,20.87,11.08,9.27,10.05,19.91,14.63,8.64,18.09,13.26,11.46,6.08
24,Net Income Growth,-22.95%,-63.07%,25.13%,62.29%,454.48%,3.24%,86.16%,8.20%,-58.55%,4.82%,-24.26%,7.31%,-44.46%,50.08%,27.69%,42.08%,-,-,-,-
25,Shares Outstanding (Basic),81,81,84,81,81,79,83,83,83,80,86,81,84,82,81,64,61,65,62,61
26,Shares Outstanding (Diluted),81,81,84,81,81,79,83,83,83,80,86,81,84,82,81,64,61,65,62,61
27,Shares Change (YoY),0.36%,2.67%,0.69%,-1.49%,-2.71%,-0.96%,-3.90%,1.87%,-1.24%,-2.63%,6.57%,27.40%,36.39%,26.56%,30.94%,4.70%,-,-,-,-
28,EPS (Basic),0.22,0.10,0.31,0.20,0.29,0.27,0.25,0.12,0.05,0.26,0.13,0.11,0.12,0.24,0.18,0.14,0.29,0.21,0.18,0.10
29,EPS (Diluted),0.22,0.10,0.31,0.20,0.29,0.27,0.25,0.12,0.05,0.26,0.13,0.11,0.12,0.24,0.18,0.14,0.29,0.21,0.18,0.10
30,EPS Growth,-23.23%,-64.02%,24.27%,64.74%,469.91%,4.24%,93.71%,6.21%,-58.03%,7.65%,-28.93%,-15.77%,-59.28%,18.59%,-2.48%,35.70%,-,-,-,-
31,Free Cash Flow,-,13.29,12.34,3.04,41.68,15.94,6.7,5.94,25.8,10.9,7.27,-16.15,18.17,-13.95,12.81,-22.28,21.98,17.73,6.42,-17.14
32,Free Cash Flow Per Share,-,0.16,0.15,0.04,0.52,0.20,0.08,0.07,0.31,0.14,0.08,-0.20,0.22,-0.17,0.16,-0.35,0.36,0.27,0.10,-0.28
33,Dividend Per Share,-,-,0.180,-,0.364,-,-,-,0.171,-,-,-,0.193,-,-,-,0.179,-,-,-
34,Dividend Growth,-,-,-,-,112.54%,-,-,-,-11.15%,-,-,-,8.01%,-,-,-,-,-,-,-
35,Gross Margin,243.32%,43.65%,43.11%,44.07%,41.74%,46.39%,42.50%,41.51%,42.58%,43.37%,40.95%,43.56%,39.25%,48.48%,41.69%,43.80%,46.35%,51.93%,43.82%,51.95%
36,Operating Margin,21.17%,13.90%,15.92%,15.90%,15.60%,26.00%,13.16%,16.32%,3.84%,20.19%,4.27%,14.48%,3.90%,25.73%,19.71%,16.08%,23.18%,25.65%,21.61%,20.39%
37,Profit Margin,13.97%,7.27%,21.06%,17.79%,18.29%,23.39%,21.39%,14.50%,4.92%,25.40%,17.84%,13.61%,10.86%,23.32%,16.82%,16.01%,24.95%,20.35%,20.92%,20.20%
38,Free Cash Flow Margin,-,12.14%,10.07%,3.32%,33.01%,17.31%,6.94%,8.59%,30.48%,13.27%,11.69%,-23.71%,19.65%,-16.34%,14.73%,-41.27%,30.32%,27.20%,11.72%,-56.92%
39,EBITDA,28.23,16.48,20.87,15.82,20.96,25.17,13.95,12.52,4.48,17.68,3.87,10.97,4.71,22.63,18.26,9.35,17.48,17.01,12.08,6.43
40,EBITDA Margin,22.16%,15.06%,17.02%,17.29%,16.60%,27.34%,14.46%,18.10%,5.29%,21.52%,6.23%,16.10%,5.09%,26.52%,21.00%,17.32%,24.10%,26.09%,22.06%,21.35%
41,D&A For EBITDA,1.26,1.26,1.36,1.26,1.26,1.23,1.25,1.23,1.23,1.1,1.22,1.1,1.1,0.67,1.12,0.67,0.67,0.29,0.25,0.29
42,EBIT,26.97,15.22,19.51,14.55,19.69,23.94,12.7,11.29,3.25,16.58,2.65,9.87,3.61,21.96,17.15,8.68,16.8,16.72,11.83,6.14
43,EBIT Margin,21.17%,13.90%,15.92%,15.90%,15.60%,26.00%,13.16%,16.32%,3.84%,20.19%,4.27%,14.48%,3.90%,25.73%,19.71%,16.08%,23.18%,25.65%,21.61%,20.39%
44,Effective Tax Rate,16.93%,9.20%,9.53%,7.45%,9.34%,8.84%,11.97%,8.11%,15.64%,11.65%,5.58%,7.60%,-,11.34%,15.75%,6.45%,12.20%,7.44%,10.62%,11.20%
45,Revenue as Reported,-,109.45,122.58,91.51,126.26,92.1,96.45,69.19,84.64,82.15,62.13,68.13,92.51,85.36,86.99,53.97,72.5,65.19,54.76,30.11
