,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
34,Retained Earnings,3986,3837,4025,3840,3422,3102,3265,3012,2643,2185,2026,1798,-,-,-
35,Comprehensive Income & Other,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-,-,-
36,Total Common Equity,7174,6992,7153,6936,6469,6051,6186,5920,5542,5077,4912,2684,-,-,2011
37,Minority Interest,9,10.01,10.26,11.31,11.45,11.38,10.79,10.39,10.16,9.76,8.54,4.58,-,-,-
38,Shareholders' Equity,7183,7002,7163,6948,6481,6063,6197,5930,5552,5086,4920,2688,-,-,2014
39,Total Liabilities & Equity,16271,15108,15628,14091,13484,10655,10336,9893,9442,9514,7736,5377,-,-,-
40,Total Debt,5820,4758,5547,4049,4142,2086,1996,1517,1175,1689,261.18,226.98,-,-,662.53
41,Net Cash (Debt),-1625,-600.94,-1372,1175,-1047,1631,2545,2514,2219,2291,2719,745.57,-,-,294.24
42,Net Cash Growth,-,-,-,-53.25%,-,-28.84%,-6.40%,237.18%,-,-,824.01%,-,-,-,-
43,Net Cash Per Share,-2.31,-0.86,-2.00,1.65,-1.54,2.35,3.72,3.62,3.29,3.45,4.04,1.21,-,-,0.48
44,Filing Date Shares Outstanding,687.04,686.57,686.22,685.42,683.88,680.2,680.2,680.2,680.2,680.2,680.2,608.4,611.86,597.12,609.63
45,Total Common Shares Outstanding,687.04,686.57,686.22,685.42,683.88,680.2,680.2,680.2,680.2,680.2,680.2,608.4,611.86,597.12,609.63
46,Working Capital,4277,4427,4857,4707,3885,4090,4849,4707,4520,4090,4075,1869,-,-,-
47,Book Value Per Share,10.44,10.18,10.42,10.12,9.46,8.90,9.09,8.70,8.15,7.46,7.22,4.41,-,-,3.30
48,Tangible Book Value,7122,6940,7101,6884,6416,5998,6132,5869,5491,5025,4860,2632,-,-,1957
49,Tangible Book Value Per Share,10.37,10.11,10.35,10.04,9.38,8.82,9.02,8.63,8.07,7.39,7.15,4.33,-,-,3.22
50,Buildings,-,894.56,-,885.85,-,886.35,-,691.63,-,699.03,-,689.74,-,-,-
51,Machinery,-,501.61,-,479.22,-,424.05,-,414.29,-,363.36,-,347.57,-,-,-
52,Construction In Progress,-,132.63,-,45.79,-,15.09,-,151.92,-,88.09,-,25.86,-,-,-
