,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
18,Accrued Expenses,98.37,102.6,58.83,81.4,43.83,62.55,47.28,58.74,41.41,44.67,27.48,33.45,17.23,25.14,-,20.79,-,-,12.86
19,Short-Term Debt,77.92,28.92,58.95,30.03,55,30,40,-,10,10,-,-,-,-,-,-,-,-,-
20,Current Portion of Leases,7.68,3.23,0.73,0.72,0.62,0.61,-,0.38,0.4,0.1,0.13,0.19,-,0.45,-,-,-,-,-
21,Current Income Taxes Payable,-,33.19,33.19,20.77,36.02,22.07,2.88,12.85,17.77,10.11,7.56,7.29,5.47,2.93,-,3.47,-,-,6.98
22,Current Unearned Revenue,15.76,8.72,7.51,5.85,4.41,5.38,17.83,5.49,9.4,5.9,24.59,18.68,2.89,15.8,-,1.94,-,-,3.02
23,Other Current Liabilities,14.4,23.72,34.04,30.49,46.78,60.35,46.46,37.64,49.33,3.73,1.03,1.55,22.07,2.22,-,0.71,-,-,2.5
24,Total Current Liabilities,589.04,521.69,360.61,334.04,392.25,324.05,256.85,259.8,260.57,181.08,110.71,127.9,122.66,119.39,-,74.86,-,-,65.58
25,Long-Term Leases,7.31,2.82,0.32,0.42,0.69,0.8,0.5,0.5,0.51,0.09,0.13,0.13,0.47,0.19,-,-,-,-,-
26,Long-Term Unearned Revenue,2.2,2.36,2.5,2.65,2.89,3.04,3.36,3.52,3.88,4.05,4.22,4.4,4.69,4.87,-,2.95,-,-,3.09
27,Total Liabilities,598.56,526.87,363.43,337.12,395.83,327.89,260.71,263.82,264.96,185.22,115.06,132.43,127.82,124.44,-,77.81,-,-,68.67
28,Common Stock,103.87,104,104,104,104,104.03,104.03,103.2,103.2,100,100,100,100,100,-,75,-,-,75
29,Additional Paid-In Capital,356.1,351.66,340.79,326.25,320.07,306.33,288.34,266.13,244.81,213.73,213.73,213.73,213.73,213.73,-,82.69,-,-,82.69
30,Retained Earnings,1225,1011,1009,901.54,743.33,592.53,586.65,533.5,429.11,347.97,324.6,291.6,271.96,262.37,-,229.43,-,-,178.2
31,Treasury Stock,-10.25,-18.45,-27.12,-27.12,-27.12,-43.93,-43.93,-34.88,-34.88,-,-,-,-,-,-,-,-,-,-
32,Comprehensive Income & Other,4.94,-0.03,0.77,1.62,-0.07,3.59,0.92,0.08,-0.07,-0.37,-1.05,-1,-0.83,-0.84,-,-0.72,-,-,0.3
33,Total Common Equity,1680,1448,1427,1306,1140,962.55,936.01,868.04,742.18,661.33,637.29,604.34,584.86,575.26,386.39,386.39,-,336.19,336.19
34,Minority Interest,-,-,-,-,-,-,-,-,-,-0.25,0.2,0.35,0.73,0.99,-,0.99,-,-,1.3
35,Shareholders' Equity,1680,1448,1427,1306,1140,962.55,936.01,868.04,742.18,661.08,637.49,604.69,585.6,576.25,387.38,387.38,-,337.49,337.49
36,Total Liabilities & Equity,2278,1975,1791,1643,1536,1290,1197,1132,1007,846.3,752.55,737.12,713.42,700.69,-,465.19,-,-,406.16
37,Total Debt,92.91,34.97,60,31.17,56.32,31.41,40.5,0.88,10.92,10.19,0.26,0.32,0.47,0.64,-,-,-,-,-
38,Net Cash (Debt),538.44,454.15,690.59,662.1,491.14,322.44,403.43,476.48,393.28,316.11,303.69,323.17,343.15,352.61,176.79,176.79,-,133.83,133.83
39,Net Cash Growth,9.63%,40.85%,71.18%,38.96%,24.88%,2.00%,32.84%,47.44%,14.61%,-10.35%,71.78%,82.80%,-,163.48%,32.10%,-,-,-,-
40,Net Cash Per Share,5.29,4.42,6.68,6.43,4.86,3.21,3.95,4.73,4.00,3.13,3.04,3.22,3.44,4.68,2.38,2.37,-,1.77,1.77
41,Filing Date Shares Outstanding,103.87,104,104,104,104,104.03,104.03,100.73,103.2,100,100,100,100,100,74.31,75,75.56,75.76,75
42,Total Common Shares Outstanding,103.87,104,104,104,104,104.03,104.03,100.73,103.2,100,100,100,100,100,74.31,75,75.56,75.76,75
43,Working Capital,822.15,681.87,792.77,735.7,637.91,496.75,585.78,531.19,432.05,410.7,409.25,389.98,414.22,423.63,-,237.26,-,-,183.49
44,Book Value Per Share,16.17,13.92,13.73,12.56,10.96,9.25,9.00,8.62,7.19,6.61,6.37,6.04,5.85,5.75,5.15,5.15,-,4.48,4.48
45,Tangible Book Value,1566,1333,1311,1189,1020,839.85,891.59,823.3,698.23,617.1,589.1,556.43,532.58,522.49,332.54,332.54,-,280.99,280.99
46,Tangible Book Value Per Share,15.07,12.82,12.60,11.43,9.81,8.07,8.57,8.17,6.77,6.17,5.89,5.56,5.33,5.22,4.43,4.43,-,3.75,3.75
47,Buildings,-,354.03,-,218.29,-,180.19,-,180.15,-,60.87,-,62.15,-,59.55,-,59.55,-,-,59.55
48,Machinery,-,294.02,-,211.32,-,167.37,-,145.93,-,104.84,-,98.66,-,92.24,-,84.93,-,-,80.04
49,Construction In Progress,-,48.44,-,73.68,-,47.59,-,17.08,-,85.85,-,60.03,-,1.56,-,0.62,-,-,0.38
