,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,66.67,68.43,41.9,63.61,44.85,38.57,30.64,52.08,33.28,32.45,12.78,25.08,18.58,16.18,11.9,22.37,14.92,8.81,11.2
10,Operating Income,257.56,225.14,125.31,168.37,186.23,124.32,59.06,104.63,96.94,48.99,36.28,27.1,31.09,22.85,13.11,21.61,14.64,19.02,13.24
11,Interest Expense,-0.91,-0.5,-0.4,-0.63,-0.54,-0.28,-0.14,-,-0.28,-0.01,-,-,-0.85,-,-0.34,-,-2.21,-,-
12,Interest & Investment Income,4.61,9.52,5.99,10.97,4.79,3.89,3.91,11.44,-,0.34,1.51,3.26,1.56,2.18,0.45,3.79,-,0.03,1.03
13,Currency Exchange Gain (Loss),-7.73,7.73,-,2.68,-13.39,13.39,-,22.09,-15.79,15.79,-,-3.63,1.47,-1.47,-,-7.99,-0.68,0.68,-
14,Other Non Operating Income (Expenses),-5.97,-1.05,0.7,-11.74,14.37,0.17,-3.75,-23.18,23.44,-0.29,-0.04,-1.14,0.57,-0.52,-0.01,-1.87,0.43,-1.23,0.86
15,EBT Excluding Unusual Items,247.56,240.83,131.6,169.65,191.47,141.5,59.08,114.99,104.31,64.83,37.75,25.6,33.83,23.03,13.21,15.53,12.17,18.51,15.12
16,Gain (Loss) on Sale of Investments,-1.7,-0.33,-5.05,10.57,-13.3,-13.17,1.1,-4.04,-12.36,0.26,0.14,0.31,-0.87,0.64,0.23,3.58,-0.03,0.73,-0.78
17,Gain (Loss) on Sale of Assets,0.42,-0.05,0.63,-1.57,0.76,-0.75,-0.01,-2.8,-,-0.02,0.23,-0.99,0.04,-0.04,-,-0,0,0.56,-0.08
18,Asset Writedown,-0.93,1.37,-1.37,-,-2.28,-0.03,0.03,-2.75,2.75,-2.75,-,-3.88,-,0.02,-0.02,-,-,0,-0
19,Other Unusual Items,1.67,4.59,-0.14,1.74,-,-,-,9.78,-0.03,0.03,-,1.93,-0.01,0.01,-,9.51,-0,-1.4,1.4
20,Pretax Income,247.02,246.4,125.67,180.39,176.65,127.55,60.21,115.18,94.67,62.35,38.13,22.97,32.99,23.67,13.42,28.62,12.14,18.41,15.66
21,Income Tax Expense,33.27,36.64,18.19,22.18,25.88,17.64,7.06,10.94,13.54,9.43,5.28,2.71,4.66,2.62,1.53,3.79,1.79,2.67,2.28
22,Earnings From Continuing Operations,213.75,209.76,107.48,158.21,150.77,109.9,53.15,104.25,81.14,52.92,32.85,20.26,28.33,21.05,11.89,24.83,10.35,15.74,13.38
23,Minority Interest in Earnings,-,-,-,-,-,-,-,0.15,-,0.45,0.15,0.38,0.26,0,0,-0.08,0.22,0.17,0.23
24,Net Income,213.75,209.76,107.48,158.21,150.77,109.9,53.15,104.39,81.14,53.37,33.01,20.64,28.59,21.05,11.89,24.75,10.57,15.91,13.61
25,Net Income to Common,213.75,209.76,107.48,158.21,150.77,109.9,53.15,104.39,81.14,53.37,33.01,20.64,28.59,21.05,11.89,24.75,10.57,15.91,13.61
26,Net Income Growth,41.77%,90.86%,102.22%,51.55%,85.82%,105.93%,61.03%,405.77%,183.80%,153.53%,177.59%,-16.60%,170.39%,32.34%,-12.63%,-,-,-,-
27,Shares Outstanding (Basic),102,101,101,101,100,100,100,101,98,101,100,100,100,75,74,75,76,76,76
28,Shares Outstanding (Diluted),102,103,103,103,101,100,102,101,98,101,100,100,100,75,74,75,76,76,76
29,Shares Change (YoY),0.71%,2.31%,1.11%,2.16%,2.95%,-0.51%,2.19%,0.52%,-1.47%,33.73%,34.59%,34.24%,31.97%,-0.44%,-1.71%,-,-,-,-
30,EPS (Basic),2.10,2.07,1.06,1.56,1.51,1.10,0.53,1.04,0.83,0.53,0.33,0.21,0.29,0.28,0.16,0.33,0.14,0.21,0.18
31,EPS (Diluted),2.10,2.04,1.04,1.53,1.49,1.10,0.52,1.04,0.83,0.53,0.33,0.21,0.29,0.28,0.16,0.33,0.14,0.21,0.18
32,EPS Growth,40.76%,86.56%,100.00%,48.00%,80.51%,106.99%,57.58%,403.18%,188.02%,89.59%,106.25%,-37.87%,104.88%,32.93%,-11.11%,-,-,-,-
33,Free Cash Flow,99.06,-31.33,26.92,191.39,180.31,12.25,-84.88,88.07,41.05,29.87,-21.25,-3.08,0.52,-16.95,23.61,29.91,12.85,-4.03,17.81
34,Free Cash Flow Per Share,0.97,-0.31,0.26,1.86,1.78,0.12,-0.83,0.87,0.42,0.30,-0.21,-0.03,0.01,-0.22,0.32,0.40,0.17,-0.05,0.24
35,Dividend Per Share,-,-,-,2.000,-,-,-,1.000,-,-,-,0.300,-,0.200,-,-,-,-,-
36,Dividend Growth,-,-,-,100.00%,-,-,-,233.33%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,39.48%,40.12%,38.70%,42.42%,40.18%,39.65%,37.00%,37.02%,34.37%,29.69%,26.80%,27.16%,28.35%,28.04%,31.59%,34.29%,36.39%,38.10%,33.45%
38,Operating Margin,31.36%,30.76%,29.00%,30.79%,32.38%,30.26%,24.36%,24.72%,25.59%,17.86%,19.82%,14.11%,17.74%,16.42%,16.56%,16.85%,18.02%,26.04%,18.12%
39,Profit Margin,26.03%,28.66%,24.88%,28.93%,26.21%,26.75%,21.92%,24.66%,21.42%,19.45%,18.03%,10.74%,16.32%,15.13%,15.02%,19.30%,13.02%,21.77%,18.63%
40,Free Cash Flow Margin,12.06%,-4.28%,6.23%,34.99%,31.35%,2.98%,-35.01%,20.81%,10.83%,10.89%,-11.61%,-1.60%,0.30%,-12.18%,29.82%,23.32%,15.82%,-5.51%,24.38%
41,EBITDA,264.17,233.97,131.92,174.98,193.19,130.35,62.61,108.18,100.29,52.5,39.62,30.45,34.14,25.97,16.16,24.66,17.01,21.4,16.31
42,EBITDA Margin,32.17%,31.97%,30.53%,31.99%,33.59%,31.73%,25.82%,25.56%,26.47%,19.14%,21.65%,15.85%,19.48%,18.66%,20.41%,19.23%,20.94%,29.28%,22.33%
43,D&A For EBITDA,6.6,8.83,6.6,6.6,6.96,6.03,3.55,3.55,3.35,3.51,3.35,3.35,3.05,3.12,3.05,3.05,2.37,2.37,3.08
44,EBIT,257.56,225.14,125.31,168.37,186.23,124.32,59.06,104.63,96.94,48.99,36.28,27.1,31.09,22.85,13.11,21.61,14.64,19.02,13.24
45,EBIT Margin,31.36%,30.76%,29.00%,30.79%,32.38%,30.26%,24.36%,24.72%,25.59%,17.86%,19.82%,14.11%,17.74%,16.42%,16.56%,16.85%,18.02%,26.04%,18.12%
46,Effective Tax Rate,13.47%,14.87%,14.47%,12.30%,14.65%,13.83%,11.72%,9.50%,14.30%,15.12%,13.84%,11.79%,14.12%,11.06%,11.41%,13.24%,14.71%,14.50%,14.54%
47,Revenue as Reported,821.27,731.82,432.08,546.94,575.17,410.83,242.46,423.29,378.86,274.34,183.05,192.1,175.2,139.16,79.17,128.24,81.23,146.11,-
48,Advertising Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.25
