,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
19,Accounts Payable,47186,48461,44039,50577,46486,60330,77373,58385,34610,41053,Upgrade
20,Accrued Expenses,4239,4241,4464,4724,3880,5113,2882,6210,2381,5319,Upgrade
21,Short-Term Debt,2235,3407,5168,4602,7172,7373,6279,7657,11995,11335,Upgrade
22,Current Portion of Long-Term Debt,17375,21349,20448,31061,25137,30796,27158,23570,33131,29595,Upgrade
23,Current Portion of Leases,89.07,75.47,81.04,80.43,92.25,86.94,92.67,98.27,133.84,144.84,Upgrade
24,Current Income Taxes Payable,9255,9523,10520,9886,10974,12928,13121,14770,10482,13129,Upgrade
25,Current Unearned Revenue,95021,107103,157923,165694,203482,194464,198426,202991,229225,198366,Upgrade
26,Other Current Liabilities,42111,44513,51222,51649,56541,58301,78211,69553,68307,59943,Upgrade
27,Total Current Liabilities,217511,238673,293866,318273,353765,369392,403544,383235,390265,358884,Upgrade
28,Long-Term Debt,42238,38414,47927,43874,60430,66047,81008,73417,55032,46998,Upgrade
29,Long-Term Leases,1285,1304,631.02,599.71,609.82,623.07,642.69,663.02,736.92,58.28,Upgrade
30,Long-Term Deferred Tax Liabilities,8107,8188,7456,7712,7531,6627,5716,5703,4635,4486,Upgrade
31,Total Liabilities,269141,286579,349880,370460,422336,442690,490911,463018,450669,410427,Upgrade
32,Common Stock,5.82,5.82,5.82,5.82,5.32,5.08,5.1,5.08,5.08,4.81,Upgrade
33,Additional Paid-In Capital,3075,3075,3075,3075,1343,62.67,62.57,2393,2393,-,Upgrade
34,Retained Earnings,44326,43404,43956,42525,44034,42244,36569,33869,25450,25616,Upgrade
35,Treasury Stock,-113.82,-113.82,-113.82,-113.82,-113.82,-113.82,-129.92,-144.74,-,-,Upgrade
36,Comprehensive Income & Other,-464.04,-499.35,-1145,-738.44,-534.96,-39.05,-158.83,-354.42,-814.87,-628.25,Upgrade
37,Total Common Equity,46829,45872,45779,44754,44733,42159,36348,35768,27033,24993,Upgrade
38,Minority Interest,42524,44637,47283,48261,53402,55260,51593,45702,34670,32823,Upgrade
39,Shareholders' Equity,89353,90509,93062,93014,98135,97419,87941,81470,61702,57816,Upgrade
40,Total Liabilities & Equity,358494,377089,442942,463474,520471,540109,578851,544488,512372,468242,Upgrade
41,Total Debt,63221,64549,74255,80218,93440,104926,115180,105405,101029,88131,Upgrade
42,Net Cash (Debt),-50034,-50735,-51973,-56084,-52799,-56082,-59885,-44119,-39983,-27332,Upgrade
43,Net Cash Per Share,-7.10,-,-7.36,-8.58,-8.20,-9.06,-9.68,-7.12,-6.47,-4.63,Upgrade
44,Filing Date Shares Outstanding,7066,7066,7066,7066,6506,6210,6210,6210,6210,6210,Upgrade
45,Total Common Shares Outstanding,7066,7066,7066,7066,6506,6210,6210,6210,6210,5899,Upgrade
46,Working Capital,-16795,-19692,-8886,-11904,14544,23495,40946,38587,14941,12382,Upgrade
47,Book Value Per Share,6.63,6.49,6.48,6.33,6.88,6.79,5.85,5.76,4.35,4.24,Upgrade
48,Tangible Book Value,46780,45587,45451,44387,44323,41721,35933,35345,26513,24508,Upgrade
49,Tangible Book Value Per Share,6.62,6.45,6.43,6.28,6.81,6.72,5.79,5.69,4.27,4.15,Upgrade
50,Buildings,2489,2489,5375,5611,5762,5227,4706,4607,3873,3676,Upgrade
51,Machinery,1308,1305,2262,2292,2317,2560,2314,2248,1835,1847,Upgrade
52,Construction In Progress,1249,1236,1557,1493,1413,1255,792.93,588.26,456.69,9.01,Upgrade
53,Leasehold Improvements,-,-,-,-,-,-,1110,1034,992.64,954.47,Upgrade
