,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
23,Current Income Taxes Payable,3.85,0.68,2.4,0.69,3.72,0.36,11.55,10.33,16.87,9.13,-,4.61,-,-,-
24,Current Unearned Revenue,4.63,2.75,9.54,4.1,5.97,3.86,0.54,0.45,2.93,4.54,-,3.34,-,-,-
25,Other Current Liabilities,69.82,73.8,51.87,73.21,71.7,18.78,16.44,31.68,14.91,12.25,-,27.2,-,-,-
26,Total Current Liabilities,287.53,251.9,222.7,257.94,251.6,208.35,238.76,197.21,125.6,113.62,-,116.31,-,-,-
27,Long-Term Debt,143,164.5,168,93,-,-,-,-,-,23,-,31,-,-,-
28,Long-Term Leases,0.07,0.14,0.36,0.51,1.09,-,-,-,-,-,-,-,-,-,-
29,Long-Term Unearned Revenue,28.14,28.55,28.96,29.37,29.78,30.19,30.42,30.66,30.84,30.99,-,25.27,-,-,-
30,Long-Term Deferred Tax Liabilities,2.5,3.67,2.74,3.38,3.87,1.25,1.55,1.77,-,-,-,-,-,-,-
31,Other Long-Term Liabilities,0.01,0.12,-,-,-,-,-,-,-,-,-,-,-,-,-
32,Total Liabilities,461.25,448.87,422.77,384.2,286.35,239.79,270.74,229.64,156.44,167.61,-,172.57,-,-,-
33,Common Stock,102,102,102,102,102,102,68,68,68,51,-,51,-,-,-
34,Additional Paid-In Capital,2339,2339,2339,2339,2339,2339,2373,2373,2373,224.54,-,224.54,-,-,-
35,Retained Earnings,294.74,302.85,326.99,337.09,345.55,314.71,389.2,360.72,332.77,290.24,-,211.73,-,-,-
36,Treasury Stock,-35,-33.54,-28.94,-10.88,-,-,-,-,-,-,-,-,-,-,-
37,Total Common Equity,2701,2711,2739,2768,2787,2756,2831,2802,2774,565.77,487.27,487.27,-,-,349.59
38,Minority Interest,8.91,6.59,4.9,4.13,4.49,-,-,-,-,-,-,-,-,-,-
39,Shareholders' Equity,2710,2717,2744,2772,2791,2756,2831,2802,2774,565.77,487.27,487.27,-,-,349.59
40,Total Liabilities & Equity,3171,3166,3167,3156,3078,2996,3101,3032,2931,733.39,-,659.85,-,-,-
41,Total Debt,322.67,308.41,292.76,218.44,116.46,152.4,170.97,85.5,45,65,75.54,75.54,-,-,20.54
42,Net Cash (Debt),1365,1365,1371,1463,1426,1652,1683,1973,2155,5.29,-55.79,-55.79,-,-,-6.41
43,Net Cash Growth,-4.27%,-17.38%,-18.55%,-25.89%,-33.85%,31125.14%,-,-,-,-,-,-,-,-,-
44,Net Cash Per Share,13.52,13.49,13.51,14.34,13.98,16.20,16.50,19.35,28.17,0.07,-0.73,-0.73,-,-,-0.08
45,Filing Date Shares Outstanding,100.95,101,101.14,102,102,102,102,102,102,76.5,76.5,76.5,76.79,76.58,76.58
46,Total Common Shares Outstanding,100.95,101,101.14,102,102,102,102,102,102,76.5,76.5,76.5,76.79,76.58,76.58
47,Working Capital,1954,1978,2033,1984,1914,2255,2396,2366,2376,200.08,-,168.32,-,-,-
48,Book Value Per Share,26.76,26.84,27.08,27.13,27.32,27.02,27.75,27.47,27.20,7.40,6.37,6.37,-,-,4.57
49,Tangible Book Value,2403,2412,2440,2467,2485,2686,2760,2731,2703,493.66,413.9,413.9,-,-,273.7
50,Tangible Book Value Per Share,23.81,23.88,24.12,24.18,24.36,26.34,27.06,26.78,26.50,6.45,5.41,5.41,-,-,3.58
51,Buildings,-,279.37,-,279.29,-,185.21,-,184.89,-,82.44,-,82.44,-,-,-
52,Machinery,-,371.47,-,367.67,-,172.61,-,161.57,-,60.17,-,59.41,-,-,-
53,Construction In Progress,-,31.47,-,25.86,-,74.68,-,70.46,-,199.38,-,159.37,-,-,-
