,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
33,Common Stock,72,72,72,72,72,72,72,72,72,72,-,72,72,54,54,54,-,-,-
34,Additional Paid-In Capital,487.19,487.19,493.57,493.57,493.57,493.57,493.57,493.57,493.57,493.57,-,493.57,493.57,93.28,93.28,93.28,-,-,-
35,Retained Earnings,314.52,313.71,311.09,300.36,308.41,296.84,314.75,312.23,333.26,383.2,-,364.07,324.05,351.7,351.7,329.78,-,-,-
36,Treasury Stock,-15.66,-12.67,-8.67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,Total Common Equity,858.04,860.23,867.98,865.93,873.97,862.4,880.31,877.79,898.83,948.77,929.64,929.64,889.62,498.98,498.98,477.06,-,-,387.3
38,Minority Interest,-,-,8.87,8.91,10.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,Shareholders' Equity,858.04,860.23,876.85,874.84,884.11,862.4,880.31,877.79,898.83,948.77,929.64,929.64,889.62,498.98,498.98,477.06,-,-,387.3
40,Total Liabilities & Equity,1806,1672,1686,1626,1510,1411,1393,1407,1238,1213,-,1285,1183,848.35,848.35,817.62,-,-,-
41,Total Debt,627.29,545.98,535.56,443.71,302.11,277.96,228.01,200.88,109.18,66.39,81.06,81.06,111.71,138.84,138.84,145.98,-,-,185.55
42,Net Cash (Debt),-482.4,-426.57,-425.73,-311.37,-145.48,-94.63,-1.16,42.1,121.17,201.53,208.42,208.42,218.9,-107.28,-107.28,-73.69,-,-,-115.46
43,Net Cash Growth,-,-,-,-,-,-,-,-79.80%,-44.64%,-,-,-,-,-,-,-,-,-,-
44,Net Cash Per Share,-6.72,-6.18,-5.95,-3.25,-2.55,-1.28,-0.02,0.56,1.50,2.92,2.87,6.85,2.00,-2.01,-2.01,-1.35,-,-,-2.17
45,Filing Date Shares Outstanding,71.01,71.2,71.45,72,72,72,72,72,72,72,72.73,72,72,72,72,54.56,55.25,53.24,53.24
46,Total Common Shares Outstanding,71.01,71.2,71.45,72,72,72,72,72,72,72,72.73,72,72,54,54,54.56,55.25,53.24,53.24
47,Working Capital,68.59,38.99,64.53,72.12,216.73,283.49,344.33,367.46,438.45,511.61,-,544.91,570.3,144.37,144.37,192.44,-,-,-
48,Book Value Per Share,12.08,12.08,12.15,12.03,12.14,11.98,12.23,12.19,12.48,13.18,12.91,12.91,12.36,9.24,9.24,8.74,-,-,7.17
49,Tangible Book Value,763.42,764.91,772.07,768.96,800.4,801.35,822.16,819.81,842.88,892.44,876.38,876.38,850.34,459.36,459.36,437.03,-,-,364.16
50,Tangible Book Value Per Share,10.75,10.74,10.81,10.68,11.12,11.13,11.42,11.39,11.71,12.40,12.17,12.17,11.81,8.51,8.51,8.01,-,-,6.74
51,Buildings,-,442.19,-,426.49,-,289.82,-,285.32,-,296.47,-,267.77,-,264.56,264.56,107.73,-,-,-
52,Machinery,-,276.19,-,244.28,-,205.53,-,196.08,-,173.06,-,158.82,-,134.65,134.65,284.07,-,-,-
53,Construction In Progress,-,267.28,-,241.15,-,189.5,-,126.85,-,29.91,-,39.96,-,24.12,24.12,15.02,-,-,-
