,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
25,Net Income,0.81,2.62,10.73,-7.85,11.8,-17.91,2.09,-20.81,-13.94,5.31,13.82,40.02,8.35,10.96,10.96,53.64,17.49,9.32,9.32
26,Net Income to Common,0.81,2.62,10.73,-7.85,11.8,-17.91,2.09,-20.81,-13.94,5.31,13.82,40.02,8.35,10.96,10.96,53.64,17.49,9.32,9.32
27,Net Income Growth,-93.16%,-,412.50%,-,-,-,-84.86%,-,-,-51.54%,26.07%,-25.39%,-52.26%,17.64%,17.64%,-,-,-,-
28,Shares Outstanding (Basic),72,69,72,96,57,74,70,75,81,69,73,30,109,53,53,55,55,53,53
29,Shares Outstanding (Diluted),72,69,72,96,57,74,70,75,81,69,73,30,109,53,53,55,55,53,53
30,Shares Change (YoY),25.63%,-6.79%,2.50%,27.58%,-29.16%,7.30%,-4.09%,146.74%,-26.17%,29.01%,36.03%,-44.25%,97.79%,0.43%,0.43%,-,-,-,-
31,EPS (Basic),0.01,0.04,0.15,-0.08,0.21,-0.24,0.03,-0.28,-0.17,0.08,0.19,1.32,0.08,0.20,0.20,0.98,0.32,0.17,0.17
32,EPS (Diluted),0.01,0.04,0.15,-0.08,0.21,-0.24,0.03,-0.28,-0.17,0.08,0.19,1.32,0.08,0.20,0.20,0.98,0.32,0.17,0.17
33,EPS Growth,-94.56%,-,400.00%,-,-,-,-84.21%,-,-,-62.44%,-7.32%,33.84%,-75.86%,17.14%,17.14%,-,-,-,-
34,Free Cash Flow,-14.75,-36.55,-100.75,-42.15,-41.84,-93.48,-39.84,-88.82,-39.11,21.89,-28.54,-9.69,-54.25,-14.34,-14.34,51.47,13.9,-3.74,-3.74
35,Free Cash Flow Per Share,-0.21,-0.53,-1.41,-0.44,-0.73,-1.26,-0.57,-1.18,-0.48,0.32,-0.39,-0.32,-0.50,-0.27,-0.27,0.94,0.25,-0.07,-0.07
36,Dividend Per Share,-,-,-,-,-,-,-,-,-,-,-,0.500,-,0.250,0.250,-,-,-,-
37,Gross Margin,35.94%,26.63%,33.45%,25.46%,38.05%,27.50%,37.79%,27.08%,34.17%,34.18%,36.40%,35.63%,36.37%,37.50%,37.50%,37.66%,37.00%,37.30%,37.30%
38,Operating Margin,5.54%,-2.66%,6.91%,-11.77%,8.48%,-9.12%,3.55%,-10.46%,-8.42%,3.89%,7.05%,11.70%,3.00%,7.68%,7.68%,15.39%,12.69%,9.36%,9.36%
39,Profit Margin,0.25%,0.87%,3.51%,-2.35%,4.49%,-8.32%,1.05%,-6.32%,-5.87%,2.79%,6.97%,10.73%,3.81%,5.72%,5.72%,15.73%,8.49%,6.49%,6.49%
40,Free Cash Flow Margin,-4.62%,-12.07%,-33.00%,-12.61%,-15.92%,-43.44%,-20.06%,-26.97%,-16.46%,11.51%,-14.40%,-2.60%,-24.73%,-7.48%,-7.48%,15.10%,6.75%,-2.61%,-2.61%
41,EBITDA,26.09,3.94,29.51,-30.92,29.65,-11.08,14.42,-27.09,-13.7,14.9,20.16,49.94,12.75,20.88,20.88,58.37,32.07,19.38,19.38
42,EBITDA Margin,8.16%,1.30%,9.67%,-9.25%,11.28%,-5.15%,7.26%,-8.23%,-5.76%,7.84%,10.17%,13.39%,5.81%,10.90%,10.90%,17.12%,15.58%,13.50%,13.50%
43,D&A For EBITDA,8.4,12,8.4,8.4,7.37,8.54,7.37,7.37,6.31,7.51,6.18,6.31,6.17,6.17,6.17,5.92,5.94,5.94,5.94
44,EBIT,17.69,-8.06,21.11,-39.32,22.28,-19.62,7.05,-34.46,-20.01,7.39,13.98,43.63,6.58,14.71,14.71,52.45,26.13,13.44,13.44
45,EBIT Margin,5.54%,-2.66%,6.91%,-11.77%,8.48%,-9.12%,3.55%,-10.46%,-8.42%,3.89%,7.05%,11.70%,3.00%,7.68%,7.68%,15.39%,12.69%,9.36%,9.36%
46,Effective Tax Rate,-,1.54%,10.91%,-,23.49%,-,9.72%,-,-,27.97%,13.42%,2.12%,5.99%,14.14%,14.14%,10.94%,11.51%,19.23%,19.23%
47,Revenue as Reported,319.48,302.96,305.33,334.19,262.78,215.21,198.6,329.29,237.67,190.12,198.18,372.98,219.37,191.68,191.68,340.91,205.87,143.59,143.59
