,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
29,Additional Paid-In Capital,-,1124,1122,1120,1118,1116,1113,1110,1106,1104,1101,1098,1094,217.01,213.96,-,207.87,-,257.3,257.3
30,Retained Earnings,-,644.49,628.62,632.52,617.95,600.96,592.84,609.4,599.21,582.76,549.06,571.09,552.6,533.1,521.65,-,465.1,-,285.35,285.35
31,Total Common Equity,2168,2168,2150,2152,2136,2117,2105,2119,2106,2087,2050,2069,2047,1050,1036,972.97,972.97,842.65,842.65,842.65
32,Minority Interest,-,-1.81,-1.83,-1.2,-0.24,2.08,3.3,4.38,4.51,3.76,3.96,-,-,-,-,-,-,-,-,-
33,Shareholders' Equity,2167,2167,2149,2151,2135,2119,2109,2123,2110,2090,2054,2069,2047,1050,1036,972.97,972.97,842.65,842.65,842.65
34,Total Liabilities & Equity,-,2503,2450,2298,2350,2286,2298,2296,2318,2271,2230,2209,2202,1159,1144,-,1140,-,1075,1075
35,Total Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.19,25.19,25.19,-,-,-
36,Net Cash (Debt),1170,1170,1363,1216,1228,1244,1274,1334,1368,1505,1496,1505,1480,470.29,458.26,485.51,485.51,458.06,458.06,458.06
37,Net Cash Growth,-4.76%,-5.95%,6.99%,-8.81%,-10.26%,-17.35%,-14.88%,-11.34%,-7.56%,219.97%,226.48%,209.91%,204.92%,2.67%,0.04%,5.99%,-,-,-,-
38,Net Cash Per Share,2.68,2.96,3.45,3.34,4.34,3.04,2.42,3.93,3.36,4.27,3.37,4.07,4.44,1.46,1.50,1.68,1.63,1.52,1.53,1.53
39,Filing Date Shares Outstanding,400,400,400,400,400,400,400,400,400,400,400,400,400,300,300,289.66,300,300.48,300,300
40,Total Common Shares Outstanding,400,400,400,400,400,400,400,400,400,400,400,400,400,300,300,289.66,300,300.48,300,300
41,Working Capital,-,1290,1336,1341,1326,1358,1415,1478,1488,1637,1620,1647,1622,646.31,667.37,-,633.64,-,598.75,598.75
42,Book Value Per Share,5.42,5.42,5.38,5.38,5.34,5.29,5.26,5.30,5.26,5.22,5.12,5.17,5.12,3.50,3.45,3.24,3.24,2.81,2.81,2.81
43,Tangible Book Value,2071,2071,2052,2053,2035,2017,2005,2018,2004,1985,1948,1967,1944,947.64,932.57,870.37,870.37,834.47,834.47,834.47
44,Tangible Book Value Per Share,5.18,5.18,5.13,5.13,5.09,5.04,5.01,5.05,5.01,4.96,4.87,4.92,4.86,3.16,3.11,2.90,2.90,2.78,2.78,2.78
45,Buildings,-,-,220.39,-,191.27,-,153.7,-,154.06,-,156.95,-,156.22,-,53.58,-,53.58,-,49.82,49.82
46,Machinery,-,-,270.32,-,264.06,-,251.77,-,237.13,-,220.68,-,217.15,-,207.33,-,193.14,-,179.27,179.27
47,Construction In Progress,-,-,348.18,-,222.13,-,175.53,-,110.85,-,60.81,-,46.26,-,82.99,-,63.46,-,45.98,45.98
