,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
38,Operating Margin,14.16%,20.00%,15.26%,21.38%,5.31%,17.58%,18.38%,18.70%,6.58%,9.00%,9.64%,19.38%,-5.11%,14.62%,14.82%,19.68%,-0.66%,20.40%,23.04%,29.24%
39,Profit Margin,12.30%,16.66%,17.40%,19.24%,12.50%,14.70%,18.19%,17.19%,12.70%,8.96%,11.58%,16.84%,5.18%,12.93%,12.71%,17.88%,3.76%,14.78%,19.27%,25.25%
40,Free Cash Flow Margin,-,7.00%,-3.00%,19.26%,-21.19%,-0.98%,10.13%,44.12%,23.73%,13.36%,-1.08%,-25.33%,6.14%,-20.93%,-44.47%,-20.43%,48.04%,-11.74%,12.58%,29.73%
41,EBITDA,47.71,66.47,51.38,69.19,21.08,49.78,65.13,52.21,20.63,20.95,26.86,66.25,-3.24,32.48,38.13,56.76,3.51,43.05,75.39,65.15
42,EBITDA Margin,17.23%,22.94%,18.36%,24.38%,8.91%,20.82%,21.24%,21.96%,10.54%,11.98%,13.05%,21.03%,-1.96%,17.08%,17.16%,21.45%,1.97%,22.53%,24.48%,31.19%
43,D&A For EBITDA,8.51,8.51,8.67,8.51,8.51,7.76,8.75,7.76,7.76,5.21,7.01,5.21,5.21,4.69,5.2,4.69,4.69,4.07,4.43,4.07
44,EBIT,39.19,57.95,42.71,60.68,12.56,42.02,56.38,44.45,12.87,15.74,19.85,61.04,-8.45,27.79,32.93,52.08,-1.18,38.97,70.96,61.08
45,EBIT Margin,14.16%,20.00%,15.26%,21.38%,5.31%,17.58%,18.38%,18.70%,6.58%,9.00%,9.64%,19.38%,-5.11%,14.62%,14.82%,19.68%,-0.66%,20.40%,23.04%,29.24%
46,Effective Tax Rate,-,18.09%,5.82%,16.30%,-,17.62%,10.03%,14.42%,-,17.20%,16.36%,14.20%,-,16.99%,13.82%,14.96%,-,15.07%,16.34%,13.37%
47,Revenue as Reported,-,289.8,279.88,283.86,236.64,239.08,306.69,237.74,195.66,174.84,205.86,315.06,165.19,190.15,222.18,264.63,177.69,191.03,307.94,208.89
