,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
11,Interest Expense,-5.23,-4.02,-2.77,-1.18,-1.35,-1.33,-1.1,-1.02,-1.37,-2.36,-,-4.19,-,-,-,-0.44,-0.67,-0.22,-0.17
12,Interest & Investment Income,14.54,29.63,18.17,27.91,23.89,27.15,13.96,30.89,15.05,28.42,26.51,13.88,6.76,11.08,1.9,2.67,2.73,0.8,0.8
13,Currency Exchange Gain (Loss),-0.06,0.06,-,-0.72,-0,0,-,0.03,-0.02,0.02,-,-0,0,-0,-,-,-,-,-
14,Other Non Operating Income (Expenses),-0.49,-0.83,-0.25,0.83,-1.31,-0.52,-6.55,-1.09,0.17,-0.4,-0.4,3.98,1.25,-5.53,-0.24,-0.58,-0.47,-0.05,-1.66
15,EBT Excluding Unusual Items,-66.48,303.01,177.49,167.82,184.5,331.97,146.11,540.52,135.85,298.66,171.64,537.49,128.32,213.23,98.32,390.42,227.4,124.62,64.25
16,Gain (Loss) on Sale of Investments,-3.34,8.26,12.44,6.79,-36.38,-19.1,31.45,-9.23,7.11,-5.26,1.87,10.8,-2.02,2.02,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,0.27,-4.55,3.16,0,0.03,-0.06,0.72,-,-0.03,-,-,0.53,-0.01,-,-0.01,-0,-0.01,-0.09,-0.06
18,Asset Writedown,-10.03,-1.52,1.52,10.37,-10.37,4.31,-4.31,9.96,-9.96,-3.04,3.04,19.93,-19.93,1.14,-1.14,4.54,2.17,3.68,-3.68
19,Other Unusual Items,8.51,34.2,0.33,54.97,-,-,-,72.75,-,-,-,29.21,-,-1.36,1.36,-,-,-,-
20,Pretax Income,-71.08,339.4,194.94,239.95,137.78,317.12,173.97,613.99,132.98,290.35,176.55,597.95,106.36,215.03,98.53,394.96,229.56,128.21,60.5
21,Income Tax Expense,-0.02,36.26,22.51,45.82,13.28,31.55,18.95,78.96,11.54,41.69,31.14,89.65,15.69,28.96,19.51,65.37,37.75,22.04,6.55
22,Earnings From Continuing Operations,-71.06,303.14,172.44,194.13,124.5,285.57,155.02,535.02,121.44,248.65,145.42,508.31,90.67,186.07,79.01,329.58,191.82,106.16,53.95
23,Minority Interest in Earnings,2.06,3.78,4.41,-16.52,4.68,6.18,3.25,-1,0.83,0.41,0.57,-0.63,-0.44,0.35,-0.42,-1.35,-0.24,0.29,-0.06
24,Net Income,-69,306.92,176.85,177.6,129.18,291.75,158.27,534.03,122.26,249.06,145.98,507.67,90.24,186.42,78.59,328.24,191.58,106.45,53.89
25,Net Income to Common,-69,306.92,176.85,177.6,129.18,291.75,158.27,534.03,122.26,249.06,145.98,507.67,90.24,186.42,78.59,328.24,191.58,106.45,53.89
26,Net Income Growth,-,5.20%,11.74%,-66.74%,5.66%,17.14%,8.41%,5.19%,35.49%,33.60%,85.74%,54.67%,-52.90%,75.13%,45.83%,-,-,-,-
27,Shares Outstanding (Basic),416,420,421,423,419,421,428,424,423,420,429,417,432,422,357,363,364,353,359
28,Shares Outstanding (Diluted),416,420,421,423,429,421,428,424,423,420,429,417,432,422,357,363,364,353,359
29,Shares Change (YoY),-3.03%,-0.25%,-1.56%,-0.18%,1.43%,0.27%,-0.38%,1.57%,-2.11%,-0.48%,20.19%,14.77%,18.72%,19.49%,-0.57%,-,-,-,-
30,EPS (Basic),-0.17,0.73,0.42,0.42,0.31,0.69,0.37,1.26,0.29,0.59,0.34,1.22,0.21,0.44,0.22,0.90,0.53,0.30,0.15
31,EPS (Diluted),-0.17,0.73,0.42,0.42,0.30,0.69,0.37,1.26,0.29,0.59,0.34,1.22,0.21,0.44,0.22,0.90,0.53,0.30,0.15
32,EPS Growth,-,5.47%,13.51%,-66.68%,4.17%,16.82%,8.82%,3.56%,38.42%,34.24%,54.55%,34.76%,-60.33%,46.56%,46.67%,-,-,-,-
33,Free Cash Flow,-215.25,193.96,-228.65,366.88,-212.39,415.85,-234.18,584.46,-216.36,299.8,-251.87,700.9,-111.81,264.15,28.79,337.17,138.64,132.2,-67.91
34,Free Cash Flow Per Share,-0.52,0.46,-0.54,0.87,-0.50,0.99,-0.55,1.38,-0.51,0.71,-0.59,1.68,-0.26,0.63,0.08,0.93,0.38,0.37,-0.19
35,Dividend Per Share,-,-,-,0.600,-,-,-,0.800,-,-,-,0.600,-,-,-,0.450,-,-,-
36,Dividend Growth,-,-,-,-24.94%,-,-,-,33.33%,-,-,-,33.33%,-,-,-,-,-,-,-
37,Gross Margin,76.94%,72.50%,72.09%,68.80%,79.09%,74.70%,76.11%,72.16%,76.40%,76.38%,77.82%,74.39%,78.30%,75.13%,78.14%,74.83%,72.55%,83.16%,78.24%
38,Operating Margin,-6.20%,16.29%,14.80%,6.74%,15.35%,20.38%,16.19%,24.16%,14.43%,21.99%,18.00%,27.43%,17.16%,22.97%,19.05%,31.89%,26.65%,19.92%,20.50%
39,Profit Margin,-5.69%,17.97%,16.12%,8.50%,12.14%,19.39%,18.33%,25.21%,14.46%,20.07%,18.06%,26.58%,12.87%,20.62%,15.49%,26.93%,22.61%,17.09%,16.92%
40,Free Cash Flow Margin,-17.74%,11.36%,-20.84%,17.55%,-19.97%,27.64%,-27.13%,27.59%,-25.58%,24.15%,-31.15%,36.70%,-15.95%,29.21%,5.67%,27.66%,16.36%,21.22%,-21.32%
41,EBITDA,-60.54,301.88,177.06,155.71,177.84,319.67,154.36,526.27,126.93,281.39,150.44,528.73,123.74,211.79,99.6,392.2,229.66,127.11,68.22
42,EBITDA Margin,-4.99%,17.68%,16.14%,7.45%,16.72%,21.25%,17.88%,24.84%,15.01%,22.67%,18.61%,27.69%,17.65%,23.42%,19.63%,32.17%,27.10%,20.40%,21.42%
43,D&A For EBITDA,14.72,23.71,14.72,14.72,14.56,13.01,14.56,14.56,4.91,8.41,4.91,4.91,3.44,4.11,2.94,3.44,3.85,3.02,2.94
44,EBIT,-75.26,278.17,162.34,140.99,163.28,306.66,139.8,511.71,122.02,272.98,145.53,523.81,120.3,207.68,96.66,388.76,225.81,124.08,65.28
45,EBIT Margin,-6.20%,16.29%,14.80%,6.74%,15.35%,20.38%,16.19%,24.16%,14.43%,21.99%,18.00%,27.43%,17.16%,22.97%,19.05%,31.89%,26.65%,19.92%,20.50%
46,Effective Tax Rate,-,10.68%,11.55%,19.10%,9.64%,9.95%,10.90%,12.86%,8.68%,14.36%,17.64%,14.99%,14.75%,13.47%,19.81%,16.55%,16.44%,17.19%,10.82%
47,Revenue as Reported,1213,1708,1097,2091,1064,1504,863.31,2118,845.76,1241,808.52,1910,700.99,904.26,507.48,1219,1318,623.01,318.53
