,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
33,Other Long-Term Liabilities,8.6,8.6,8.6,8.6,10.5,26.5,10.5,10.5,15.5,100,-,50,-,-,2.87,1.45,1.45,1.9,-
34,Total Liabilities,1757,1620,951.22,1491,1049,934.51,695.22,1117,983.26,981.99,-,1034,704.8,574.96,318.71,400.05,400.05,369.75,-
35,Common Stock,423.6,423.6,423.6,423.6,423.6,423.6,423.6,423.6,423.6,423.6,-,423.6,423.6,423.6,423.6,360,360,360,-
36,Additional Paid-In Capital,2850,2846,2860,2846,2872,2847,2846,2846,2846,2846,-,2846,2846,2846,2846,25.71,25.71,25.71,-
37,Retained Earnings,2864,2933,2877,2701,2523,2394,2440,2283,1749,1626,-,1486,977.93,887.69,891.89,813.3,813.3,430.13,-
38,Treasury Stock,-234.72,-229.69,-200.21,-109.84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,Comprehensive Income & Other,1.75,-1.69,-1.1,0.05,-0,-0,-0,-0,-0,-0,-,0,-,-,-,-,-,-,-
40,Total Common Equity,5904,5971,5959,5861,5819,5664,5710,5553,5018,4896,4755,4755,4248,4157,4161,1199,1199,815.84,756.3
41,Minority Interest,143.04,145.12,150.41,154.82,42.27,39.44,46.25,49.48,20.68,21.51,-,23.26,12.83,12.39,3.23,2.81,2.81,2.34,-
42,Shareholders' Equity,6047,6116,6109,6016,5861,5703,5756,5602,5039,4918,4778,4778,4260,4170,4165,1202,1202,818.18,761.02
43,Total Liabilities & Equity,7804,7736,7060,7507,6910,6638,6452,6720,6022,5900,-,5812,4965,4745,4483,1602,1602,1188,-
44,Total Debt,752.05,784.21,307.23,213.9,115.22,119.33,97.33,113.36,119.84,110.9,125.2,125.2,118.84,97.19,12.78,-,-,41.73,14.96
45,Net Cash (Debt),2391,2983,2647,3426,3444,4056,3302,4315,2431,4001,4221,4221,3503,3638,3643,751.95,751.95,473.47,512.28
46,Net Cash Growth,-30.58%,-26.46%,-19.83%,-20.60%,41.69%,1.37%,-21.77%,2.23%,-30.62%,9.96%,15.87%,461.28%,365.91%,668.47%,611.07%,-,-,-,-
47,Net Cash Per Share,5.75,7.10,6.29,8.10,8.04,9.63,7.72,10.18,5.75,9.52,9.83,10.12,8.12,8.62,10.20,2.07,2.07,1.34,1.43
48,Filing Date Shares Outstanding,415.54,420.07,420.61,420.61,423.6,423.6,423.6,423.6,423.6,423.6,429.36,423.6,423.6,423.6,423.6,423.6,423.6,360,359.3
49,Total Common Shares Outstanding,415.54,420.07,420.61,420.61,423.6,423.6,423.6,423.6,423.6,423.6,429.36,423.6,423.6,423.6,423.6,360,360,360,359.3
50,Working Capital,4356,4477,4261,4231,4768,4747,4796,4723,4269,4295,-,4325,3856,3859,3928,999.98,999.98,664.2,-
51,Book Value Per Share,14.21,14.21,14.17,13.93,13.74,13.37,13.48,13.11,11.85,11.56,11.23,11.23,10.03,9.81,9.82,3.33,3.33,2.27,2.10
52,Tangible Book Value,5223,5318,5346,5254,5732,5575,5631,5475,4951,4830,4691,4691,4189,4104,4107,1144,1144,764.68,710.48
53,Tangible Book Value Per Share,12.57,12.66,12.71,12.49,13.53,13.16,13.29,12.92,11.69,11.40,11.07,11.07,9.89,9.69,9.70,3.18,3.18,2.12,1.97
54,Buildings,-,251.14,-,261.2,-,261.2,-,50.35,-,40.1,-,33.8,-,33.8,-,33.8,33.8,33.8,-
55,Machinery,-,587.09,-,527.8,-,445.22,-,228.01,-,161.86,-,124.7,-,82.72,-,68.73,68.73,57.88,-
56,Construction In Progress,-,28.78,-,40.22,-,23.29,-,349.47,-,322.17,-,197.29,-,77.74,-,40.75,40.75,15.23,-
