,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
39,Net Cash Growth,-12.28%,20.63%,-19.98%,19.51%,59.45%,16.38%,28.56%,0.86%,-28.68%,-,167.98%,230.59%,258.60%,-,10.29%,-,-,-,-
40,Net Cash Per Share,12.35,16.53,10.48,15.03,14.00,13.83,13.07,12.48,8.79,11.94,10.13,12.54,16.30,-,5.03,5.09,4.58,4.56,4.56
41,Filing Date Shares Outstanding,166.4,166.4,166.4,166.4,166.4,166.4,166.4,166.4,166.4,166.4,166.4,166.4,166.4,123.99,125.21,124.8,124.77,124.8,124.8
42,Total Common Shares Outstanding,166.4,166.4,166.4,166.4,166.4,166.4,166.4,166.4,166.4,166.4,166.4,166.4,166.4,123.99,125.21,124.8,124.77,124.8,124.8
43,Working Capital,3030,2962,2880,2758,2696,2644,2559,2487,2436,2388,2360,2289,2255,-,-,694.32,-,593.92,593.92
44,Book Value Per Share,19.78,19.38,18.76,18.05,17.50,17.21,16.64,16.22,15.78,15.55,15.40,15.00,14.68,-,6.84,6.84,5.96,5.96,5.96
45,Tangible Book Value,3260,3192,3083,2971,2878,2831,2736,2665,2591,2552,2527,2460,2424,-,836.83,836.83,726.4,726.4,726.4
46,Tangible Book Value Per Share,19.59,19.18,18.53,17.85,17.30,17.01,16.44,16.02,15.57,15.34,15.19,14.79,14.57,-,6.71,6.71,5.82,5.82,5.82
47,Buildings,-,121.5,-,120.73,-,121.39,-,110.25,-,110.08,-,109.72,-,-,-,106.25,-,-,-
48,Machinery,-,150.24,-,141.52,-,138.1,-,123.24,-,114.94,-,108.27,-,-,-,83.22,-,-,-
49,Construction In Progress,-,1.4,-,1.24,-,1.82,-,1.63,-,1.45,-,0.99,-,-,-,0.75,-,-,-
