,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
11,Interest Expense,-1.39,-1.23,-1.53,-1.52,-1.7,-2.89,-1.02,-2.89,-2.07,-2.13,-1.44,-1.12,-1.83,-1.73,-1.22,-0.2,-0.34,-0.61,-0.61
12,Interest & Investment Income,23.48,24.33,20.55,15.98,21.15,18.27,14.83,19.23,17.9,9.83,11.25,4.99,3.08,3.61,1.84,2.65,4.73,3.72,3.72
13,Currency Exchange Gain (Loss),-31.39,31.39,-,15.02,-12.94,12.94,-,63.01,-45.82,45.82,-,-16.08,6.97,-6.97,-,-47.8,-10.45,5.23,5.23
14,Other Non Operating Income (Expenses),21.68,-9.46,8.94,-27.29,27.65,0.52,-1.28,-73.31,73.09,2.85,-2.99,3.2,-2.65,-6.64,5.45,14.96,-15.95,-0.01,-0.01
15,EBT Excluding Unusual Items,161.51,179.4,145.29,107.16,133.85,140.15,90.86,81.86,97.07,118.29,79.85,71.59,100.15,72.63,96.6,54.07,75.72,46.2,46.2
16,Gain (Loss) on Sale of Investments,0.17,0.6,0.18,0.24,0.29,0.38,0.05,1.37,1.81,-0.79,0.67,0.31,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,-0.2,7.22,-,0.08,0.2,0.06,0.52,0.26,-0.09,-,-,0,-0.02,0.03,-0.11,0,-,0.09,0.09
18,Asset Writedown,-2.13,-0.16,0,-0.25,0.02,-0.02,-,-0.17,0.02,-0.02,-,0.71,-0.81,0.01,-0.01,1.11,-1.11,-,-
19,Other Unusual Items,0.86,-0.49,0.13,5.53,-0.04,0.04,-,7.8,-,-,-,-0.02,-,-,-,8.81,-5.21,2.6,2.6
20,Pretax Income,160.21,186.56,145.6,112.77,134.32,140.61,91.43,91.11,98.82,117.48,80.52,72.6,99.33,72.67,96.48,64,69.39,48.89,48.89
21,Income Tax Expense,14.7,22.25,24.6,27.94,12.95,16.01,14.84,13.41,14.45,15.43,10.05,10.57,13.41,5.87,12.8,12.85,2.76,4.98,4.98
22,Net Income,145.51,164.31,121,84.83,121.37,124.6,76.59,77.7,84.37,102.05,70.47,62.04,85.92,66.8,83.68,51.16,66.63,43.91,43.91
23,Net Income to Common,145.51,164.31,121,84.83,121.37,124.6,76.59,77.7,84.37,102.05,70.47,62.04,85.92,66.8,83.68,51.16,66.63,43.91,43.91
24,Net Income Growth,19.89%,31.88%,57.97%,9.17%,43.85%,22.10%,8.69%,25.25%,-1.80%,52.76%,-15.78%,21.27%,28.95%,52.14%,90.57%,-,-,-,-
25,Shares Outstanding (Basic),165,168,166,167,166,167,166,168,166,166,167,166,126,124,125,124,125,125,125
26,Shares Outstanding (Diluted),165,168,166,167,166,167,166,168,166,166,167,166,126,124,125,124,125,125,125
27,Shares Change (YoY),-0.56%,0.93%,-0.24%,-0.73%,0.05%,0.54%,-0.36%,1.36%,32.33%,33.62%,33.03%,34.10%,0.65%,-0.90%,0.08%,-,-,-,-
28,EPS (Basic),0.88,0.98,0.73,0.51,0.73,0.75,0.46,0.46,0.51,0.62,0.42,0.37,0.68,0.54,0.67,0.41,0.53,0.35,0.35
29,EPS (Diluted),0.88,0.98,0.73,0.51,0.73,0.75,0.46,0.46,0.51,0.62,0.42,0.37,0.68,0.54,0.67,0.41,0.53,0.35,0.35
30,EPS Growth,20.57%,30.66%,58.35%,9.97%,43.79%,21.44%,9.08%,23.58%,-25.79%,14.32%,-36.69%,-9.57%,28.11%,53.52%,90.43%,-,-,-,-
31,Free Cash Flow,185.33,161.8,68.59,95.81,169.2,157.53,68.8,164.32,23.34,70.8,-30.98,94.6,30.69,26.05,41.73,101.19,10.1,40.54,40.54
32,Free Cash Flow Per Share,1.12,0.96,0.41,0.57,1.02,0.95,0.41,0.98,0.14,0.43,-0.19,0.57,0.24,0.21,0.33,0.82,0.08,0.32,0.32
33,Dividend Per Share,-,0.500,-,0.385,-,0.385,-,0.385,-,0.385,-,0.577,-,-,-,-,-,-,-
34,Dividend Growth,-,30.01%,-,0%,-,0%,-,-33.33%,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,35.00%,32.79%,33.32%,39.39%,33.09%,32.67%,30.02%,38.02%,32.69%,33.30%,27.32%,11.00%,34.97%,36.84%,29.38%,36.15%,37.50%,32.56%,32.56%
36,Operating Margin,23.22%,20.74%,20.98%,22.49%,19.58%,21.51%,18.30%,21.44%,16.52%,19.35%,15.80%,18.52%,18.63%,16.08%,19.79%,19.03%,23.46%,16.55%,16.55%
37,Profit Margin,22.66%,25.36%,21.64%,18.18%,23.83%,24.08%,17.90%,21.98%,25.82%,31.89%,15.24%,14.25%,16.93%,12.73%,18.29%,11.53%,16.00%,19.18%,19.18%
38,Free Cash Flow Margin,28.86%,24.97%,12.27%,20.53%,33.23%,30.44%,16.08%,46.47%,7.14%,22.13%,-6.70%,21.73%,6.05%,4.97%,9.12%,22.80%,2.42%,17.71%,17.71%
39,EBITDA,154.63,140.1,122.83,110.47,105.1,118.7,83.74,81.22,58.68,67.51,77.73,85.31,98.17,94.02,94.13,88.06,99.28,39.42,39.42
40,EBITDA Margin,24.08%,21.62%,21.97%,23.67%,20.64%,22.93%,19.57%,22.97%,17.96%,21.10%,16.81%,19.60%,19.34%,17.92%,20.58%,19.84%,23.83%,17.22%,17.22%
41,D&A For EBITDA,5.5,5.73,5.5,5.5,5.41,7.4,5.41,5.41,4.7,5.59,4.7,4.7,3.59,9.66,3.59,3.59,1.55,1.55,1.55
42,EBIT,149.12,134.37,117.33,104.97,99.69,111.3,78.33,75.81,53.98,61.92,73.02,80.61,94.58,84.36,90.54,84.47,97.73,37.87,37.87
43,EBIT Margin,23.22%,20.74%,20.98%,22.49%,19.58%,21.50%,18.30%,21.44%,16.52%,19.35%,15.79%,18.52%,18.63%,16.08%,19.79%,19.03%,23.46%,16.55%,16.55%
44,Effective Tax Rate,9.18%,11.93%,16.90%,24.78%,9.64%,11.39%,16.23%,14.72%,14.62%,13.13%,12.48%,14.55%,13.50%,8.07%,13.27%,20.07%,3.98%,10.19%,10.19%
45,Revenue as Reported,642.22,647.95,559.16,466.73,509.23,517.53,427.96,353.57,326.78,319.98,462.32,435.27,507.58,524.65,457.46,443.82,874.32,-,-
