,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q1 2020
22,Current Income Taxes Payable,6.99,4.53,4.11,6.2,10.08,8.03,10.34,9.62,14.56,12.01,6.61,4.2,13.99,5.3,11.31,9.36,20.56,-,-
23,Current Unearned Revenue,1.61,2.58,0.9,1.3,1.14,0.83,0.24,1.52,2.04,2.47,2.56,5,9.12,3.63,3.67,1.14,4.92,-,-
24,Other Current Liabilities,21.98,21.82,1.55,20.19,22.99,19.95,2.76,17.18,1.32,19.21,2.37,15.01,1.67,23.42,81.03,81.57,77.57,-,-
25,Total Current Liabilities,318.7,291.04,287.23,290.56,285.73,376.71,432.54,303.39,361.55,377.62,303.5,277.94,301.61,318.93,324.33,335.63,370.34,-,-
26,Long-Term Debt,-,0.54,1.1,1.64,2.18,2.77,3.34,10.32,10.84,8.34,9.46,10.44,11.99,15.51,3.6,5.52,7.32,-,-
27,Long-Term Leases,0.74,0.99,1.28,2.94,3.5,3.29,3.84,5.25,5.71,6.46,6.18,7.02,7.91,8.75,8.48,8.69,-,-,-
28,Other Long-Term Liabilities,-,1.08,1.08,1.08,1.08,2.38,2.38,2.38,2.38,3.14,3.14,3.28,3.28,-,-0,-,4.77,-,-
29,Total Liabilities,319.44,293.65,290.69,296.22,292.49,385.15,442.11,321.35,380.49,395.57,322.29,298.68,324.78,343.19,336.41,349.83,382.43,-,-
30,Common Stock,398.05,398.05,398.05,398.05,398.05,398.05,398.05,398.05,398.05,398.05,398.05,398.05,298.54,298.54,298.54,298.54,298.54,-,-
31,Additional Paid-In Capital,596.62,596.65,596.65,596.65,596.65,596.65,596.65,596.65,596.65,596.27,596.27,596.27,336.1,336.11,335.95,335.78,335.77,-,-
32,Retained Earnings,170.76,169.75,165.72,174.21,167.08,163.96,150.82,188.82,179.6,151.13,133.39,183.69,168.53,142.1,123.53,102.42,88.3,-,-
33,Comprehensive Income & Other,6.03,2.59,4.84,4.5,5.02,6.82,7.93,1.54,3.44,6.54,-1.45,-8.06,-7.33,-5.83,-6.11,-3.59,-5.59,-,-
34,Total Common Equity,1171,1167,1165,1173,1167,1165,1153,1185,1178,1152,1126,1170,795.83,770.92,751.91,733.15,717.02,-,789.41
35,Minority Interest,3.16,2.82,2.43,1.99,2.11,2.12,2.05,0.72,0.83,0.81,0.33,-0.05,-0.07,-0.05,-0.01,-,-,-,-
36,Shareholders' Equity,1175,1170,1168,1175,1169,1168,1155,1186,1179,1153,1127,1170,795.77,770.87,751.9,733.15,717.02,-,789.41
37,Total Liabilities & Equity,1494,1464,1458,1472,1461,1553,1598,1507,1559,1548,1449,1469,1121,1114,1088,1083,1099,-,-
38,Total Debt,51.82,105.81,90.5,128.6,72.2,179.82,204.68,121,80,137.58,77.14,87.99,131.1,111.26,79.05,123.26,115.82,-,87.88
39,Net Cash (Debt),209.02,80.83,61.37,67.62,125.7,130.38,106.24,120.77,256.86,112.2,221.44,314.48,15.5,-16.56,60.39,-12.55,131.24,-,191.35
40,Net Cash Growth,66.28%,-38.01%,-42.24%,-44.01%,-51.06%,16.21%,-52.02%,-61.60%,1556.84%,-,266.68%,-,-88.19%,-,-68.44%,-,-,-,-
41,Net Cash Per Share,0.48,0.21,0.16,0.19,0.34,0.30,0.34,0.26,0.75,0.26,0.52,1.04,0.05,-0.05,0.20,-0.04,0.42,-,0.64
42,Filing Date Shares Outstanding,437.28,398.05,398.05,398.05,398.05,398.05,398.05,398.05,398.05,398.05,398.05,398.05,398.05,298.54,298.54,298.54,298.54,298.54,298.54
43,Total Common Shares Outstanding,437.28,398.05,398.05,398.05,398.05,398.05,398.05,398.05,398.05,398.05,398.05,398.05,298.54,298.54,298.54,298.54,298.54,298.54,298.54
44,Working Capital,972.28,967.51,961.28,980.23,-,1016,1008,1051,1050,1019,999.58,1051,668.24,648.18,617.62,607.43,596.58,-,-
45,Book Value Per Share,2.68,2.93,2.93,2.95,2.93,2.93,2.90,2.98,2.96,2.89,2.83,2.94,2.67,2.58,2.52,2.46,2.40,-,2.64
46,Tangible Book Value,1164,1159,1157,1166,-,1164,1151,1183,1176,1151,1125,1169,794.89,769.95,751.03,732.16,715.92,-,787.71
47,Tangible Book Value Per Share,2.66,2.91,2.91,2.93,2.91,2.92,2.89,2.97,2.95,2.89,2.83,2.94,2.66,2.58,2.52,2.45,2.40,-,2.64
48,Buildings,-,-,127.69,-,-,-,80.07,-,80.07,-,79.71,-,78.78,76.77,76.77,72.07,72.07,-,-
49,Machinery,-,-,69.42,-,-,-,82.69,-,83.41,-,85.83,-,86.82,88.15,87.72,89.45,90.35,-,-
