,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
13,Long-Term Deferred Tax Assets,5.04,5.14,4.27,3.73,14.66,11.46,3.38,3.59,4.1,3.59,3.18,2.92,3.96,3.22,-,2.03,-,-,-
14,Long-Term Deferred Charges,8.66,9.03,6.01,1.69,1.75,1.81,1.86,1.92,1.98,2.04,2.1,2.15,1.04,1.06,-,1.12,-,-,-
15,Other Long-Term Assets,5.43,5.43,2.99,8.88,3.07,2.82,1.86,3.81,1.86,1.86,0.02,1.86,1.82,2,-,2.25,-,-,-
16,Total Assets,2624,2615,2571,2805,2692,2522,2533,2585,2659,2639,2553,2444,1578,1486,-,1271,-,-,-
17,Accounts Payable,188.98,239.8,243.05,260.88,282.05,268.95,271.6,311.69,399.36,403.25,320.7,327.4,332.9,277.5,-,119.32,-,-,-
18,Accrued Expenses,10.15,12.98,6.38,15.98,8.9,12.83,5.7,14.98,9.55,18.51,5.4,27.29,8.34,6.51,-,32.15,-,-,-
19,Short-Term Debt,342,259.5,194.5,381,244.96,133.25,160.82,159.8,120.78,110.5,30.02,-,100.05,100.05,-,160.18,-,-,-
20,Current Portion of Long-Term Debt,4.61,-,18.67,10.51,16.33,10.51,13.98,10.51,-,-,20.02,20.02,60.36,10.77,-,-,-,-,-
21,Current Portion of Leases,-,4.73,-,5.92,-,3.78,-,3.75,14.17,3.82,-,0.49,-,-,-,-,-,-,-
22,Current Income Taxes Payable,8.23,3.95,12.82,5.86,9.02,4.32,8.78,5.12,12.25,9.71,10.82,23.3,23.75,28.89,-,10.43,-,-,-
23,Current Unearned Revenue,0.95,2.27,10.53,1.48,1.19,1.38,6.79,2.02,1.39,1.71,1.91,1.01,2.72,2.35,-,3.37,-,-,-
24,Other Current Liabilities,3.11,1.98,3.56,30.82,2.3,1.89,3.4,20.14,8.19,4.31,9.04,2.19,5.91,5.36,-,52.43,-,-,-
25,Total Current Liabilities,558.03,525.2,489.52,712.47,564.74,436.92,471.07,528,565.68,551.81,397.92,401.7,534.03,431.44,-,377.89,-,-,-
26,Long-Term Debt,-,-,-,10.51,10.51,14.02,14.02,21.02,21.01,35.03,35.01,-,9.26,59.29,-,-,-,-,-
27,Long-Term Leases,23.91,23.66,23.49,36.35,35.63,26.67,26.74,30.76,30.59,30.4,33.83,0.94,-,-,-,-,-,-,-
28,Long-Term Unearned Revenue,5.61,5.8,6,6.19,5.98,5.92,1.96,2.01,2.06,-,-,-,-,-,-,-,-,-,-
29,Long-Term Deferred Tax Liabilities,8.73,8.68,8.84,8.14,19.35,16.22,8.45,8.51,2.36,2.42,2.54,3.23,2.63,2.64,-,2.81,-,-,-
30,Total Liabilities,596.28,563.35,527.84,773.66,636.21,499.75,522.24,590.31,621.71,619.66,469.29,405.87,545.92,493.37,-,380.7,-,-,-
31,Common Stock,133.34,133.34,133.34,133.34,133.34,133.34,133.34,133.34,133.34,133.34,133.34,133.34,100,100,-,100,-,-,-
32,Additional Paid-In Capital,1380,1380,1380,1380,1380,1387,1387,1387,1387,1387,1387,1387,445.87,445.92,-,445.92,-,-,-
33,Retained Earnings,493.42,501.84,490.04,474.93,495.27,480.82,465.8,450.83,481.74,463.61,527.51,506.99,473.67,435.23,-,331.71,-,-,-
34,Treasury Stock,-11.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,Comprehensive Income & Other,16.67,17.53,17.6,17.87,18.49,18.79,15.8,15.54,12.44,12.26,11.94,11.66,12.21,11.95,-,12.51,-,-,-
36,Total Common Equity,2012,2033,2021,2006,2027,2020,2002,1986,2014,1996,2059,2039,1032,993.1,890.15,890.15,-,-,696.9
37,Minority Interest,15.1,18.78,22.06,25.4,28.18,3.09,8.97,8.55,22.83,23.97,24.09,-,-,-,-,-,-,-,-
38,Shareholders' Equity,2028,2052,2043,2032,2055,2023,2011,1995,2037,2020,2084,2039,1032,993.1,890.15,890.15,-,-,696.9
39,Total Liabilities & Equity,2624,2615,2571,2805,2692,2522,2533,2585,2659,2639,2553,2444,1578,1486,-,1271,-,-,-
40,Total Debt,370.52,287.89,236.66,444.29,307.43,188.23,215.56,225.84,186.55,179.75,118.88,21.45,169.67,170.11,160.18,160.18,-,-,310.45
41,Net Cash (Debt),964.45,948.28,936.32,872.18,854.89,834.36,806.7,875.04,838.48,840.34,956.31,1049,30.16,-30.21,-76.05,-76.05,-,-,-212.64
42,Net Cash Growth,12.82%,13.65%,16.07%,-0.33%,1.96%,-0.71%,-15.65%,-16.60%,2680.08%,-,-,-,-,-,-,-,-,-,-
43,Net Cash Per Share,7.48,7.20,6.82,6.45,6.50,6.39,5.93,6.63,6.42,6.31,7.05,8.57,0.30,-0.31,-0.75,-0.76,-,-,-2.13
44,Filing Date Shares Outstanding,128.88,133.34,133.34,133.34,133.34,133.34,133.34,133.34,133.34,133.34,133.34,133.34,133.34,100,100.92,100,99.89,99.8,99.8
45,Total Common Shares Outstanding,128.88,133.34,133.34,133.34,133.34,133.34,133.34,133.34,133.34,133.34,133.34,133.34,100,100,100.92,100,99.89,99.8,99.8
46,Working Capital,1458,1470,1455,1454,1473,1463,1443,1429,1447,1446,1504,1450,462.77,467.16,-,322.23,-,-,-
47,Book Value Per Share,15.61,15.25,15.16,15.05,15.20,15.15,15.01,14.90,15.11,14.97,15.44,15.29,10.32,9.93,8.90,8.90,-,-,6.97
48,Tangible Book Value,1828,1847,1834,1818,1833,1824,1805,1788,1797,1778,1853,1832,823.06,783.55,678.17,678.17,-,-,493.5
49,Tangible Book Value Per Share,14.18,13.85,13.75,13.63,13.75,13.68,13.54,13.41,13.48,13.34,13.90,13.74,8.23,7.84,6.78,6.78,-,-,4.93
50,Buildings,-,205.43,-,205.36,-,171.2,-,171.2,-,170.64,-,171.03,-,-,-,169.71,-,-,-
51,Machinery,-,370.41,-,373.36,-,352.64,-,350.38,-,304.28,-,286.99,-,-,-,207.3,-,-,-
52,Construction In Progress,-,83.42,-,76.6,-,97.66,-,84.42,-,105.71,-,98.65,-,-,-,118.09,-,-,-
