,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
13,Currency Exchange Gain (Loss),-1.2,1.2,-,0.55,-0.12,0.12,-,0.59,-2.05,2.05,-,-1.94,1.56,-1.56,-,-3.26,-,-,-
14,Other Non Operating Income (Expenses),0.58,-0.58,-,-1.18,0.82,-0.87,-0.12,-1.28,0.53,-2.59,2.01,-0.86,0.44,1.51,-2.18,1.54,-1.22,-0.03,-0.03
15,EBT Excluding Unusual Items,21.65,2.86,15.07,-19.23,22.08,17.32,16.36,-14.48,19.35,41.4,22.76,36.48,44.31,56.03,65.59,61.29,48.04,55.62,55.62
16,Impairment of Goodwill,-,-,-,-4.23,-,-,-,-16.35,-,-,-,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Investments,0.16,-0.13,-0.11,0.24,-0.14,-0.35,-0.25,-,-,-0.22,0.22,1.2,0.08,-0.08,-,-,-,-,-
18,Gain (Loss) on Sale of Assets,-,0.04,0.42,0.01,-0.01,-0.03,-,-1.17,-,-,-0.1,0,-0.06,-0,-0.15,-0.2,-,-,-
19,Asset Writedown,-9.01,-0.2,0.2,-3.98,-3.98,-2.7,2.7,-9.91,-0.76,0.05,-0.05,0.11,-0.11,0.44,-0.44,0.32,0.17,-0.24,-0.24
20,Other Unusual Items,-7.76,7.77,0,2.72,-2.05,2.05,-,-0.95,-,-,-,5.69,-,-,-,6.87,-,-,-
21,Pretax Income,5.05,10.33,15.58,-24.47,15.9,16.29,18.81,-42.85,18.59,41.22,22.84,43.49,44.22,56.39,65,68.28,48.21,55.38,55.38
22,Income Tax Expense,1.15,1.81,3.82,3.3,2.07,2.48,3.42,2.16,1.61,5.23,2.91,10.17,5.78,7.35,10.5,12.54,7.26,7.47,7.47
23,Earnings From Continuing Operations,3.9,8.52,11.76,-27.77,13.82,13.81,15.39,-45.01,16.98,35.99,19.93,33.32,38.43,49.03,54.49,55.74,40.96,47.91,47.91
24,Minority Interest in Earnings,3.68,3.28,3.34,7.43,0.63,5.88,-0.42,14.28,1.14,0.12,0.41,-,-,-,-,-,-,-,-
25,Net Income,7.58,11.8,15.1,-20.34,14.45,19.69,14.97,-30.73,18.12,36.11,20.34,33.32,38.43,49.03,54.49,55.74,40.96,47.91,47.91
26,Net Income to Common,7.58,11.8,15.1,-20.34,14.45,19.69,14.97,-30.73,18.12,36.11,20.34,33.32,38.43,49.03,54.49,55.74,40.96,47.91,47.91
27,Net Income Growth,-47.54%,-40.06%,0.89%,-,-20.25%,-45.47%,-26.39%,-,-52.84%,-26.35%,-62.68%,-40.22%,-6.17%,2.36%,13.75%,-,-,-,-
28,Shares Outstanding (Basic),129,132,137,135,132,131,136,132,131,133,136,122,101,98,101,99,100,100,100
29,Shares Outstanding (Diluted),129,132,137,135,132,131,136,132,131,133,136,122,101,98,101,99,100,100,100
30,Shares Change (YoY),-2.07%,0.94%,0.89%,2.43%,0.70%,-2.02%,0.37%,7.74%,29.62%,35.70%,34.35%,23.09%,0.93%,-1.63%,1.11%,-,-,-,-
31,EPS (Basic),0.06,0.09,0.11,-0.15,0.11,0.15,0.11,-0.23,0.14,0.27,0.15,0.27,0.38,0.50,0.54,0.56,0.41,0.48,0.48
32,EPS (Diluted),0.06,0.09,0.11,-0.15,0.11,0.15,0.11,-0.23,0.14,0.27,0.15,0.27,0.38,0.50,0.54,0.56,0.41,0.48,0.48
33,EPS Growth,-46.43%,-40.62%,0%,-,-20.80%,-44.35%,-26.67%,-,-63.62%,-45.73%,-72.22%,-51.43%,-7.04%,4.05%,12.50%,-,-,-,-
34,Free Cash Flow,46.7,47.32,36.65,48.34,-16.16,14.8,-9.31,-1.75,-53.4,-15.79,-84.81,48.57,66.11,53.8,41.34,18.14,22,30.94,30.94
35,Free Cash Flow Per Share,0.36,0.36,0.27,0.36,-0.12,0.11,-0.07,-0.01,-0.41,-0.12,-0.63,0.40,0.66,0.55,0.41,0.18,0.22,0.31,0.31
36,Dividend Per Share,-,-,-,0.120,-,-,-,0.035,-,-,-,0.750,-,-,-,-,-,-,-
37,Dividend Growth,-,-,-,242.86%,-,-,-,-95.33%,-,-,-,-,-,-,-,-,-,-,-
38,Gross Margin,16.07%,11.49%,15.55%,3.44%,19.55%,15.65%,14.89%,2.92%,14.42%,19.04%,19.01%,20.43%,25.42%,30.45%,30.50%,30.73%,27.68%,34.14%,34.14%
39,Operating Margin,6.87%,-1.29%,3.42%,-11.11%,7.70%,3.96%,4.90%,-6.85%,5.09%,11.62%,7.70%,10.17%,15.91%,22.09%,22.38%,25.76%,19.31%,24.73%,24.73%
40,Profit Margin,3.35%,4.08%,6.89%,-8.64%,6.64%,8.24%,6.67%,-14.31%,6.89%,11.18%,8.88%,10.39%,13.50%,17.82%,18.12%,22.53%,15.00%,20.06%,20.06%
41,Free Cash Flow Margin,20.62%,16.35%,16.71%,20.53%,-7.42%,6.20%,-4.15%,-0.81%,-20.29%,-4.89%,-37.04%,15.14%,23.23%,19.56%,13.75%,7.33%,8.06%,12.96%,12.96%
42,EBITDA,27.53,-2,19.48,-14.2,29.27,22.67,23.49,-2.22,24.08,49.73,28.31,43.32,55.06,70.65,77.07,73.49,63.4,69.73,69.73
43,EBITDA Margin,12.15%,-0.69%,8.88%,-6.03%,13.44%,9.49%,10.47%,-1.03%,9.15%,15.39%,12.37%,13.50%,19.34%,25.68%,25.63%,29.71%,23.22%,29.21%,29.21%
44,D&A For EBITDA,11.97,1.73,11.97,11.97,12.5,13.22,12.5,12.5,10.68,12.18,10.68,10.68,9.78,9.88,9.78,9.78,10.68,10.68,10.68
45,EBIT,15.57,-3.72,7.51,-26.17,16.77,9.45,10.98,-14.72,13.4,37.55,17.63,32.63,45.28,60.77,67.3,63.72,52.72,59.05,59.05
46,EBIT Margin,6.87%,-1.29%,3.42%,-11.11%,7.70%,3.96%,4.90%,-6.85%,5.09%,11.62%,7.70%,10.17%,15.91%,22.09%,22.38%,25.76%,19.31%,24.73%,24.73%
47,Effective Tax Rate,22.71%,17.50%,24.54%,-,13.04%,15.22%,18.20%,-,8.65%,12.68%,12.73%,23.38%,13.08%,13.04%,16.16%,18.37%,15.05%,13.50%,13.50%
48,Revenue as Reported,226.55,289.34,219.33,235.5,217.8,238.86,224.29,214.75,263.14,323.07,228.94,320.74,284.62,275.1,300.7,247.37,273.06,238.75,238.75
