,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
32,Common Stock,372.36,372.36,372.36,372.36,372.36,372.36,265.97,265.97,265.97,265.97,189.98,189.98,139.98,139.98,-,139.98,-,-,-
33,Additional Paid-In Capital,1298,1298,1298,1298,1298,1298,1404,1404,1404,1404,1480,1480,43.19,43.19,-,43.19,-,-,-
34,Retained Earnings,1216,1122,1131,1045,986.45,894.56,898.21,856.06,820.4,725.38,684.07,624,542.95,480.04,-,323.33,-,-,-
35,Comprehensive Income & Other,6.53,7.64,12.9,16.01,21.22,34.28,9.05,10.82,14.28,5.88,-2.94,-2.25,-1.25,-1.38,-,-1.18,-,-,-
36,Shareholders' Equity,2893,2800,2814,2732,2678,2599,2578,2537,2505,2402,2352,2292,724.87,661.83,505.31,505.31,-,-,202.84
37,Total Liabilities & Equity,4885,4900,4605,4273,4290,4054,3892,3782,3766,3686,3648,3684,2393,2399,-,1838,-,-,-
38,Total Debt,127.3,381.2,386.63,86.8,388.18,297.8,446.94,401.76,407.03,176.18,113.59,148.88,348.81,344.17,212.84,212.84,-,-,140.93
39,Net Cash (Debt),1071,1258,1322,1486,1367,1186,1369,1502,1791,1436,1811,1768,131.52,174.57,107.95,107.95,-,-,90
40,Net Cash Growth,-21.69%,6.08%,-3.42%,-1.06%,-23.66%,-17.42%,-24.42%,-15.04%,1261.88%,722.48%,1577.40%,1537.48%,-,-,19.94%,-,-,-,-
41,Net Cash Per Share,2.84,3.41,3.56,4.03,3.72,3.27,3.57,3.93,4.91,3.77,4.95,5.23,0.48,0.64,0.39,0.39,-,-,0.33
42,Filing Date Shares Outstanding,372.36,372.36,372.36,372.36,372.36,372.36,372.36,372.36,372.36,372.36,372.36,372.36,274.36,274.36,273.71,274.36,274.26,273.97,273.97
43,Total Common Shares Outstanding,372.36,372.36,372.36,372.36,372.36,372.36,372.36,372.36,372.36,372.36,372.36,372.36,274.36,274.36,273.71,274.36,274.26,273.97,273.97
44,Working Capital,1346,1719,1864,1554,1662,1714,1724,1759,1823,1752,1873,1848,292.18,258.45,-,156.31,-,-,-
45,Book Value Per Share,7.77,7.52,7.56,7.34,7.19,6.98,6.92,6.81,6.73,6.45,6.32,6.16,2.64,2.41,1.84,1.84,-,-,0.74
46,Tangible Book Value,2584,2663,2676,2593,2539,2459,2437,2395,2362,2258,2240,2180,611.71,547.98,435.62,435.62,-,-,157.79
47,Tangible Book Value Per Share,6.94,7.15,7.19,6.96,6.82,6.60,6.54,6.43,6.34,6.06,6.02,5.85,2.23,2.00,1.59,1.59,-,-,0.58
48,Buildings,-,559.68,-,543.16,-,160.1,-,160.1,-,154.51,-,154.51,-,154.51,-,154.51,-,-,-
49,Machinery,-,670.06,-,573,-,498.21,-,432.47,-,344.76,-,337.95,-,330.06,-,311.08,-,-,-
50,Construction In Progress,-,103.91,-,95.16,-,248.96,-,189.14,-,163.45,-,25.65,-,13.56,-,1.02,-,-,-
