,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
23,Net Income to Common,68.34,88.77,86.06,49.92,53.31,-23.33,-50.11,-28.14,-55.07,34.81,61.88,41.52,68.42,109.22,75.1,38.42,39.02,20.33,13.62,13.07
24,Net Income Growth,28.20%,-,-,-,-,-,-,-,-,-68.12%,-17.60%,8.07%,75.36%,437.26%,451.30%,193.86%,-,-,-,-
25,Shares Outstanding (Basic),105,106,105,106,106,106,108,104,106,106,106,106,105,88,79,80,79,80,79,76
26,Shares Outstanding (Diluted),105,106,107,106,106,106,108,104,106,106,107,106,106,88,79,80,79,80,79,76
27,Shares Change (YoY),-1.18%,-0.22%,-1.14%,2.14%,0.32%,-0.11%,0.49%,-1.83%,0.11%,20.22%,35.19%,32.73%,34.70%,10.51%,-0.00%,4.36%,-,-,-,-
28,EPS (Basic),0.65,0.84,0.82,0.47,0.50,-0.22,-0.46,-0.27,-0.52,0.33,0.59,0.39,0.65,1.24,0.95,0.48,0.50,0.25,0.17,0.17
29,EPS (Diluted),0.65,0.84,0.81,0.47,0.50,-0.22,-0.46,-0.27,-0.52,0.33,0.58,0.39,0.65,1.24,0.95,0.48,0.50,0.25,0.17,0.17
30,EPS Growth,29.74%,-,-,-,-,-,-,-,-,-73.49%,-39.05%,-18.58%,30.19%,386.18%,452.83%,182.01%,-,-,-,-
31,Free Cash Flow,-,41.61,-58.37,-63.42,22.03,39.51,-11.98,-100.69,53.97,-73.61,-81.87,-89.46,13.53,66.74,43.42,27.6,1.07,-7.21,-10.27,-58.29
32,Free Cash Flow Per Share,-,0.39,-0.55,-0.60,0.21,0.37,-0.11,-0.97,0.51,-0.69,-0.76,-0.85,0.13,0.76,0.55,0.35,0.01,-0.09,-0.13,-0.76
33,Dividend Per Share,-,-,0.190,-,-,-,-,-,-,-,0.098,-,0.275,-,-,-,-,-,-,-
34,Gross Margin,308.32%,30.28%,37.61%,31.80%,-1.63%,53.09%,-11.31%,22.16%,-18.39%,26.15%,32.45%,33.42%,33.59%,44.20%,36.28%,27.81%,25.29%,22.51%,24.16%,23.16%
35,Operating Margin,21.32%,13.33%,19.41%,13.69%,-21.64%,28.16%,-37.66%,-9.77%,-58.23%,-1.61%,16.04%,15.31%,14.73%,31.64%,27.15%,16.13%,13.94%,11.50%,10.34%,9.49%
36,Profit Margin,15.63%,18.87%,17.52%,12.33%,14.81%,-7.81%,-18.94%,-13.80%,-34.18%,17.92%,17.92%,18.53%,24.50%,35.00%,27.21%,16.30%,15.38%,10.66%,10.41%,9.21%
37,Free Cash Flow Margin,-,8.85%,-11.89%,-15.66%,6.12%,13.23%,-4.53%,-49.36%,33.50%,-37.88%,-23.71%,-39.92%,4.85%,21.39%,15.73%,11.71%,0.42%,-3.78%,-7.85%,-41.05%
38,EBITDA,96.99,66.49,99.88,59.23,-74.08,87.32,-95.59,-16.69,-90.58,-0.63,58.35,36.8,43.63,100.38,77.18,39.67,37.09,23.35,15.3,14.6
39,EBITDA Margin,22.19%,14.13%,20.34%,14.63%,-20.58%,29.25%,-36.13%,-8.18%,-56.22%,-0.33%,16.90%,16.42%,15.62%,32.17%,27.97%,16.83%,14.62%,12.24%,11.69%,10.28%
40,D&A For EBITDA,3.79,3.79,4.54,3.79,3.79,3.23,4.07,3.23,3.23,2.49,2.97,2.49,2.49,1.65,2.27,1.65,1.73,1.42,1.77,1.12
41,EBIT,93.2,62.7,95.34,55.44,-77.87,84.09,-99.66,-19.92,-93.81,-3.12,55.38,34.31,41.15,98.73,74.91,38.02,35.35,21.93,13.54,13.48
42,EBIT Margin,21.32%,13.33%,19.41%,13.69%,-21.63%,28.16%,-37.66%,-9.77%,-58.23%,-1.61%,16.04%,15.31%,14.73%,31.64%,27.15%,16.13%,13.94%,11.50%,10.34%,9.49%
43,Effective Tax Rate,1.67%,3.86%,7.85%,2.33%,-,-,-,-,-,7.21%,4.20%,4.19%,-,-,-,-,9.33%,7.02%,6.77%,9.60%
44,Revenue as Reported,-,-,-,-,-,-,-,-,-,-,-,-,1103,-,-,-,-,-,-,-
