,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
39,Shareholders' Equity,719.67,781.34,777.7,804.84,845.5,841.05,819.28,831.26,824.25,846.75,849.16,826.08,821.7,536.38,491.85,491.85,-,449.33,449.33
40,Total Liabilities & Equity,2495,2532,2370,2419,2454,2399,2343,2518,2647,2654,2657,2468,2616,2342,-,1783,-,1565,1565
41,Total Debt,1257,1289,1106,1046,981.52,976.19,939.84,1003,1200,1052,944.47,683.92,866.21,870.77,637.17,637.17,-,489.88,489.88
42,Net Cash (Debt),-1079,-1026,-894.97,-782.15,-795.8,-800.38,-754.63,-693.86,-773.73,-691.03,-590.04,-366.81,-343.43,-533.03,-405.65,-405.65,-,-282.92,-282.92
43,Net Cash Per Share,-7.67,-7.42,-6.38,-5.55,-4.80,-7.05,-5.30,-3.92,-7.12,-4.90,-4.40,-2.64,-2.68,-4.97,-4.05,-3.91,-,-2.72,-2.72
44,Filing Date Shares Outstanding,137.53,138.12,140.29,140.04,140.15,140.15,140.53,140.53,140.41,140.41,140.41,140.41,138.75,104.07,100.05,104.07,104.1,104.07,104.07
45,Total Common Shares Outstanding,137.53,138.12,140.29,140.04,140.15,140.15,140.53,140.53,140.41,140.41,140.41,138.75,138.75,104.07,100.05,104.07,104.1,104.07,104.07
46,Working Capital,-211.25,-97.5,-34.99,-8.47,58.54,53.05,52.33,145.5,255.35,316.78,365.7,386.12,405.46,147.79,-,82.94,-,98.34,98.34
47,Book Value Per Share,5.20,5.63,5.52,5.72,6.00,5.97,5.80,5.92,5.87,6.03,6.05,5.95,5.92,5.15,4.73,4.73,-,4.32,4.32
48,Tangible Book Value,588.88,650.46,642.88,671.9,707.05,701.38,707.23,733.66,730.65,781.39,783.24,759.58,755.69,469.03,423.39,423.39,-,384.65,384.65
49,Tangible Book Value Per Share,4.28,4.71,4.58,4.80,5.04,5.00,5.03,5.22,5.20,5.57,5.58,5.47,5.45,4.51,4.07,4.07,-,3.70,3.70
50,Buildings,-,386.51,-,386.9,-,282.94,-,195.07,-,179.51,-,178.99,-,200,-,199.75,-,199.36,199.36
51,Machinery,-,493.48,-,530.66,-,335.31,-,322.08,-,308.01,-,301.96,-,297.87,-,294.15,-,292.08,292.08
52,Construction In Progress,-,125.12,-,85.61,-,311.65,-,245.14,-,171.41,-,72.32,-,31.79,-,6.33,-,2.39,2.39
